Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
569569, Havlíčkův Brod, Obec: Světlá nad Sázavou,1 323,898,898,94,1,0,67,0,28,72,13,20,9,0,8,91,1,30,319,2,51,1,2,2,1,79,6
569569, Havlíčkův Brod, Obec: Světlá nad Sázavou,197,121,121,8,0,0,7,0,6,17,0,1,0,0,0,6,0,7,41,1,14,0,0,0,0,12,0
569569, Havlíčkův Brod, Obec: Světlá nad Sázavou,132,76,76,4,0,0,9,0,4,15,0,0,1,0,0,5,0,3,23,0,7,0,0,1,0,4,0
569569, Havlíčkův Brod, Obec: Světlá nad Sázavou,144,89,89,8,0,0,2,0,5,23,0,1,1,0,0,7,0,2,25,0,4,0,1,0,0,10,0
569569, Havlíčkův Brod, Obec: Světlá nad Sázavou,136,87,87,5,0,0,5,0,4,10,0,1,1,0,1,12,0,1,32,0,10,0,0,0,1,4,0
569585, Havlíčkův Brod, Obec: Šlapanov,359,"54,73",355,38,0,0,17,0,19,45,7,3,5,0,0,43,0,10,112,0,20,0,2,3,1,30,0
569593, Havlíčkův Brod, Obec: Štoky,1 303,875,875,81,3,0,57,1,38,91,18,17,8,2,1,93,1,29,284,2,37,0,3,3,0,101,2
569593, Havlíčkův Brod, Obec: Štoky,89,56,56,4,0,0,6,0,0,10,1,0,3,0,0,6,1,0,17,1,0,0,0,0,0,7,0
569593, Havlíčkův Brod, Obec: Štoky,81,56,56,3,0,0,3,0,3,14,0,0,0,0,0,7,0,2,19,0,1,0,0,0,0,4,0
569615, Havlíčkův Brod, Obec: Tis,152,"50,50",151,15,0,1,10,0,6,6,3,2,1,0,0,7,0,5,71,1,11,0,0,3,0,9,0
569623, Havlíčkův Brod, Obec: Trpišovice,67,"53,60",67,4,0,0,7,0,2,4,0,0,0,0,0,8,0,2,26,0,4,0,0,1,2,7,0
569640, Havlíčkův Brod, Obec: Uhelná Příbram,296,201,201,18,1,0,17,0,15,24,3,2,3,1,1,16,1,4,71,0,9,0,0,0,0,14,0
569640, Havlíčkův Brod, Obec: Uhelná Příbram,61,48,48,4,2,0,3,0,1,4,0,0,0,0,0,5,0,1,19,0,7,0,0,0,0,2,0
569640, Havlíčkův Brod, Obec: Uhelná Příbram,73,49,49,0,0,0,3,0,2,0,1,0,0,0,0,4,0,0,36,0,3,0,0,0,0,0,0
548537, Havlíčkův Brod, Obec: Úhořilka,30,"78,95",30,6,0,0,5,0,1,2,2,1,1,0,0,4,0,2,4,0,2,0,0,0,0,0,0
569658, Havlíčkův Brod, Obec: Úsobí,382,"65,75",381,38,3,0,26,1,10,42,5,4,5,0,2,36,0,20,112,0,36,0,0,2,6,33,0
569674, Havlíčkův Brod, Obec: Vepříkov,223,149,149,8,0,0,8,0,29,16,0,0,1,0,0,15,0,3,48,0,8,0,0,0,0,13,0
569674, Havlíčkův Brod, Obec: Vepříkov,64,49,49,0,0,0,0,0,21,5,0,0,0,0,0,6,0,2,3,0,11,0,0,0,0,1,0
569682, Havlíčkův Brod, Obec: Veselý Žďár,308,"68,60",307,40,0,0,26,0,21,30,4,5,2,0,0,27,0,8,97,0,16,0,0,0,2,28,1
569691, Havlíčkův Brod, Obec: Věž,522,339,336,34,0,1,38,0,11,26,5,8,6,0,0,37,0,11,92,0,30,1,0,1,0,31,3
569691, Havlíčkův Brod, Obec: Věž,78,63,63,6,0,0,6,0,3,11,1,0,0,0,0,6,0,3,21,0,3,0,0,0,0,3,0
569691, Havlíčkův Brod, Obec: Věž,89,71,71,7,0,0,8,0,1,12,2,0,1,0,0,3,0,4,27,0,0,0,1,0,0,5,0
569704, Havlíčkův Brod, Obec: Věžnice,221,"65,58",216,23,0,0,12,0,15,27,5,1,1,0,0,8,0,3,32,0,68,0,1,0,0,20,0
569712, Havlíčkův Brod, Obec: Vilémov,614,375,375,31,0,0,20,0,20,35,5,4,4,0,3,26,0,18,145,3,30,0,1,0,0,29,0
569712, Havlíčkův Brod, Obec: Vilémov,201,135,135,8,0,0,2,0,11,11,0,0,2,1,0,3,0,4,67,0,16,0,1,0,0,9,0
569721, Havlíčkův Brod, Obec: Vilémovice,151,"79,47",151,18,0,0,12,0,7,18,2,1,3,0,0,12,0,2,57,0,8,0,0,0,0,11,0
573582, Havlíčkův Brod, Obec: Víska,108,"72,00",108,7,0,0,10,0,9,11,1,1,1,0,0,10,0,3,35,1,13,0,0,0,0,6,0
569739, Havlíčkův Brod, Obec: Vlkanov,28,"68,29",28,1,0,0,5,0,2,0,1,2,0,0,0,2,0,2,7,0,1,0,0,0,0,5,0
530654, Havlíčkův Brod, Obec: Vysoká,128,"73,56",128,9,0,0,4,0,1,15,7,5,1,0,0,22,0,3,41,0,7,0,1,1,0,11,0
548626, Havlíčkův Brod, Obec: Zvěstovice,41,"74,55",41,2,0,0,5,0,1,4,0,0,0,0,0,5,0,0,20,0,2,0,0,0,0,2,0
530662, Havlíčkův Brod, Obec: Ždírec,74,"61,67",74,15,0,0,1,0,1,2,1,3,0,0,0,11,0,2,20,0,11,0,0,0,0,7,0
569780, Havlíčkův Brod, Obec: Ždírec nad Doubravou,1 069,661,661,95,0,0,35,1,57,79,7,7,4,1,0,52,0,20,206,0,22,0,5,1,0,64,4
569780, Havlíčkův Brod, Obec: Ždírec nad Doubravou,1 098,771,771,77,0,0,65,0,89,65,12,9,5,0,0,47,0,16,269,1,46,0,2,1,2,58,4
569780, Havlíčkův Brod, Obec: Ždírec nad Doubravou,281,168,168,10,2,0,8,3,20,16,3,2,2,0,0,11,0,3,42,2,8,0,1,0,1,32,0
569801, Havlíčkův Brod, Obec: Žižkovo Pole,212,"69,97",210,24,0,0,22,1,4,13,1,0,1,0,1,25,0,3,60,0,37,0,0,2,0,15,1
586854, Jihlava, Obec: Arnolec,96,"72,18",96,13,0,0,9,0,2,9,0,1,1,0,0,5,0,0,37,0,9,2,0,2,0,6,0
586862, Jihlava, Obec: Batelov,744,446,445,31,0,0,26,0,8,39,5,6,6,0,0,42,0,14,174,7,35,0,5,2,0,45,0
586862, Jihlava, Obec: Batelov,776,524,524,39,0,0,47,2,7,68,6,6,2,0,0,52,0,13,145,1,43,0,15,3,1,67,3
586862, Jihlava, Obec: Batelov,89,56,56,8,0,0,4,0,0,6,0,5,0,0,0,10,0,2,17,0,0,1,0,0,0,3,0
586862, Jihlava, Obec: Batelov,79,61,61,2,0,0,1,0,1,1,0,0,0,0,0,12,0,1,22,0,17,0,0,1,0,2,0
586862, Jihlava, Obec: Batelov,150,109,109,7,0,0,3,1,3,9,0,1,0,0,0,15,0,6,19,0,29,0,0,0,1,14,1
586862, Jihlava, Obec: Batelov,87,48,48,1,0,0,2,0,4,4,0,0,0,0,0,6,0,1,20,0,5,0,1,0,0,4,0
586889, Jihlava, Obec: Bílý Kámen,156,"73,93",156,18,0,0,16,0,4,12,1,0,5,0,0,22,0,10,34,0,7,0,5,0,0,22,0
586897, Jihlava, Obec: Bítovčice,209,"60,23",209,17,0,0,14,0,16,14,2,4,6,0,0,10,1,2,49,1,33,0,1,2,0,37,0
586901, Jihlava, Obec: Bohuslavice,78,"69,03",77,12,0,0,3,0,2,4,2,2,0,0,0,14,0,11,6,0,12,0,0,0,1,8,0
587184, Jihlava, Obec: Borovná,46,"70,77",45,5,0,0,0,0,4,2,0,0,0,0,0,6,0,0,15,0,6,0,0,0,0,7,0
586927, Jihlava, Obec: Boršov,90,"72,58",90,4,0,0,4,0,3,7,0,0,1,0,0,5,0,8,21,0,14,0,0,1,0,21,1
586943, Jihlava, Obec: Brtnice,866,487,487,49,1,0,33,1,23,72,6,2,1,0,1,44,0,13,131,3,49,1,3,0,1,50,0
586943, Jihlava, Obec: Brtnice,1 067,669,669,66,0,1,70,1,22,85,4,2,9,1,0,69,1,24,188,2,47,0,4,1,0,70,1
586943, Jihlava, Obec: Brtnice,108,67,67,6,0,0,8,0,3,9,1,0,2,0,0,4,0,1,14,0,13,0,0,0,0,5,0
586943, Jihlava, Obec: Brtnice,71,49,49,1,0,0,9,0,0,4,3,0,0,0,0,3,0,0,18,0,8,0,0,0,0,3,0
586943, Jihlava, Obec: Brtnice,195,147,147,17,0,0,17,0,4,19,0,0,2,0,0,15,0,3,39,2,11,0,0,1,0,17,0
586943, Jihlava, Obec: Brtnice,73,47,47,1,0,0,3,0,1,7,1,1,1,0,0,0,0,0,19,0,4,0,0,0,0,8,0
586943, Jihlava, Obec: Brtnice,259,188,188,24,0,0,9,0,8,9,0,0,6,0,0,16,0,7,53,0,39,0,1,0,0,14,1
586943, Jihlava, Obec: Brtnice,99,73,73,9,0,0,11,0,3,10,1,1,0,0,0,3,0,2,20,0,3,0,1,1,0,7,1
586943, Jihlava, Obec: Brtnice,215,160,160,13,0,0,17,1,6,18,1,3,1,0,0,14,1,2,50,0,19,0,0,0,0,14,0
586943, Jihlava, Obec: Brtnice,75,57,57,0,0,0,11,0,0,2,0,0,0,0,0,6,0,1,17,0,13,0,0,0,3,4,0
590371, Jihlava, Obec: Brtnička,65,"70,65",64,1,1,0,8,0,4,6,0,0,0,0,0,7,0,1,25,1,6,0,0,2,0,2,0
586951, Jihlava, Obec: Brzkov,157,"72,02",156,23,0,0,5,0,1,11,3,0,1,0,0,9,0,4,50,0,36,0,0,0,0,12,1
586978, Jihlava, Obec: Cejle,250,"63,45",250,24,0,0,13,0,8,16,9,2,3,0,0,28,0,8,87,1,9,0,1,0,1,38,2
586986, Jihlava, Obec: Cerekvička-Rosice,96,"71,11",96,16,0,0,5,0,6,11,1,0,1,0,0,5,0,5,23,0,3,0,0,1,0,19,0
587001, Jihlava, Obec: Černíč,60,"58,82",60,1,0,0,4,0,6,4,0,0,0,0,1,4,0,1,13,1,17,0,0,2,0,6,0
587117, Jihlava, Obec: Čížov,153,"68,30",153,31,3,0,14,0,4,9,3,1,1,0,0,15,0,10,44,0,3,0,2,0,1,12,0
587010, Jihlava, Obec: Dlouhá Brtnice,183,"63,10",180,15,1,0,6,0,17,22,3,1,6,0,0,12,0,2,57,1,16,0,1,1,0,19,0
587028, Jihlava, Obec: Dobronín,840,469,469,28,0,0,21,0,10,50,11,7,10,1,0,53,0,8,162,4,37,1,3,3,2,53,1
587028, Jihlava, Obec: Dobronín,664,372,372,30,1,0,17,0,14,24,8,6,6,0,0,37,1,9,126,0,19,1,1,3,1,65,1
587036, Jihlava, Obec: Dobroutov,135,"63,98",134,19,0,0,5,0,5,7,1,2,0,0,0,21,1,4,32,0,23,0,0,0,0,12,2
587044, Jihlava, Obec: Dolní Cerekev,652,"63,61",650,48,1,0,40,0,34,60,10,6,11,0,0,76,0,22,226,2,34,0,7,4,4,62,3
587061, Jihlava, Obec: Dolní Vilímeč,56,"72,73",56,2,0,0,1,0,3,3,0,0,0,0,0,4,0,2,22,0,11,0,0,0,2,4,2
587079, Jihlava, Obec: Doupě,57,"70,37",57,1,0,0,5,0,4,3,1,1,0,0,0,6,0,3,11,0,6,0,0,1,0,15,0
587087, Jihlava, Obec: Dudín,110,"74,32",110,5,0,0,18,0,4,8,0,0,0,0,0,8,1,4,36,2,7,1,2,0,0,11,3
587095, Jihlava, Obec: Dušejov,238,"64,85",237,15,0,0,14,0,11,15,1,6,4,0,0,39,0,6,67,0,26,0,1,4,0,23,5
506729, Jihlava, Obec: Dvorce,117,"70,48",117,12,0,0,6,0,2,17,0,1,1,0,0,12,0,4,32,0,4,0,0,0,0,25,1
587109, Jihlava, Obec: Dyjice,81,"70,43",81,12,0,0,3,0,9,13,1,0,0,0,0,8,0,2,16,0,10,0,1,1,0,4,1
587125, Jihlava, Obec: Hladov,98,"64,47",98,11,0,0,6,0,4,10,1,0,3,0,0,14,0,3,30,0,9,0,0,0,0,7,0
587141, Jihlava, Obec: Hodice,397,"64,34",393,43,0,0,18,0,18,28,1,3,4,0,0,49,0,11,116,0,52,0,5,3,0,32,10
587150, Jihlava, Obec: Hojkov,105,"83,33",105,13,0,0,12,0,3,8,2,1,1,0,0,15,0,3,37,0,3,0,3,0,0,4,0
587168, Jihlava, Obec: Horní Dubenky,227,136,136,9,0,0,26,1,8,16,3,2,3,0,0,17,0,4,32,1,7,0,1,1,1,4,0
587168, Jihlava, Obec: Horní Dubenky,266,162,162,9,0,0,10,0,2,35,1,4,3,0,1,19,0,3,46,1,2,0,2,2,2,16,0
587206, Jihlava, Obec: Horní Myslová,45,"69,23",45,2,0,0,3,0,4,2,0,0,0,0,0,12,0,5,9,0,3,0,0,0,0,3,2
587192, Jihlava, Obec: Hostětice,68,"61,82",68,10,0,0,5,0,3,9,2,0,0,0,0,4,0,2,19,0,4,0,0,0,1,8,1
590681, Jihlava, Obec: Hrutov,49,"70,00",49,5,0,0,12,0,6,4,0,0,0,0,0,4,0,3,6,0,6,0,0,0,0,3,0
587222, Jihlava, Obec: Hubenov,92,"75,41",89,13,0,0,6,0,3,12,0,0,2,0,0,7,0,9,24,1,4,0,3,0,1,4,0
550281, Jihlava, Obec: Hybrálec,257,"70,41",253,29,1,0,12,0,14,10,8,6,2,0,0,29,0,16,83,0,12,0,0,2,0,27,2
587249, Jihlava, Obec: Jamné,284,"66,98",283,19,1,0,19,0,7,47,4,4,2,0,0,38,0,15,61,1,36,0,2,2,0,24,1
587265, Jihlava, Obec: Jersín,106,"70,20",106,8,0,0,11,0,6,7,0,0,1,0,0,7,0,2,29,0,7,0,2,0,0,25,1
587273, Jihlava, Obec: Jezdovice,125,"61,88",124,5,0,0,18,0,6,12,0,0,2,0,0,11,0,4,33,0,18,0,1,0,1,13,0
587281, Jihlava, Obec: Ježená,68,"64,76",68,6,0,0,0,0,1,10,2,0,1,0,0,5,0,3,29,0,0,0,1,0,0,10,0
586846, Jihlava, Obec: Jihlava,301,202,202,20,0,2,19,0,8,16,5,1,2,0,1,24,0,17,54,0,5,0,1,0,2,23,0
586846, Jihlava, Obec: Jihlava,263,146,146,19,0,0,10,0,4,10,3,0,1,1,1,18,0,10,46,0,4,0,4,0,0,12,1
586846, Jihlava, Obec: Jihlava,908,600,600,82,2,1,29,0,9,54,11,4,6,0,1,61,0,22,202,1,23,0,6,0,2,76,4
586846, Jihlava, Obec: Jihlava,902,587,587,88,0,2,28,0,16,29,7,3,5,0,3,62,0,22,205,0,47,1,3,0,1,61,3
586846, Jihlava, Obec: Jihlava,799,533,530,64,2,0,58,0,7,52,10,4,6,1,0,42,0,13,169,1,26,0,8,4,0,59,0
586846, Jihlava, Obec: Jihlava,595,360,358,56,0,0,31,0,8,24,1,2,13,1,0,35,0,14,95,0,18,0,1,1,1,52,0
586846, Jihlava, Obec: Jihlava,629,405,405,31,1,0,38,0,18,39,9,1,15,0,0,36,0,17,117,4,20,0,6,1,0,52,0
586846, Jihlava, Obec: Jihlava,702,386,385,46,0,0,42,0,14,28,9,7,2,0,0,35,0,28,111,1,18,0,4,2,1,35,1
586846, Jihlava, Obec: Jihlava,821,561,561,70,0,0,57,0,24,42,4,3,6,0,1,59,0,27,160,1,51,1,3,2,3,43,2
586846, Jihlava, Obec: Jihlava,852,581,581,75,0,0,34,0,29,35,7,4,13,0,0,83,0,33,168,0,23,1,2,1,3,59,1
586846, Jihlava, Obec: Jihlava,868,604,604,76,0,0,50,0,13,41,8,2,8,0,1,63,2,24,173,1,36,0,2,0,2,69,4
586846, Jihlava, Obec: Jihlava,815,538,536,82,1,0,39,1,13,31,12,2,14,1,1,67,0,36,130,1,44,0,3,0,0,48,2
586846, Jihlava, Obec: Jihlava,777,487,487,50,1,2,36,3,12,46,10,0,7,0,1,70,0,31,107,1,33,0,9,1,6,58,2
586846, Jihlava, Obec: Jihlava,952,591,590,58,0,1,53,0,15,47,14,2,10,2,0,59,0,29,182,2,36,0,5,1,0,67,3
586846, Jihlava, Obec: Jihlava,887,592,590,52,0,0,44,0,21,39,16,1,26,1,0,77,0,44,156,0,40,0,6,1,2,59,2
586846, Jihlava, Obec: Jihlava,643,414,414,78,0,0,18,0,16,26,25,4,10,0,0,53,1,39,67,0,20,0,5,1,0,46,5
586846, Jihlava, Obec: Jihlava,521,349,349,59,0,0,32,0,8,12,5,2,7,0,1,51,0,19,75,0,33,0,5,0,1,31,5
586846, Jihlava, Obec: Jihlava,485,232,231,38,0,0,14,0,6,9,6,2,8,0,0,30,0,30,40,0,8,0,1,0,1,30,0
586846, Jihlava, Obec: Jihlava,571,335,335,78,0,1,24,0,9,20,8,1,9,0,0,42,0,24,63,1,22,0,2,0,0,28,0
586846, Jihlava, Obec: Jihlava,582,268,267,23,0,0,19,0,12,25,4,5,4,1,0,37,0,14,67,0,18,0,1,0,0,32,1
586846, Jihlava, Obec: Jihlava,2 899,469,469,56,0,0,30,0,9,23,16,2,10,0,0,67,0,23,103,2,18,2,6,0,3,97,1
586846, Jihlava, Obec: Jihlava,891,618,617,83,0,0,50,0,16,54,11,4,6,1,0,66,1,21,195,1,24,0,6,2,0,67,3
586846, Jihlava, Obec: Jihlava,776,472,472,40,1,0,40,2,16,60,5,3,9,1,1,40,0,8,165,0,11,0,2,1,0,62,1
586846, Jihlava, Obec: Jihlava,900,570,570,47,2,0,48,1,10,47,11,2,12,0,0,49,0,16,166,4,32,0,3,3,0,110,3
586846, Jihlava, Obec: Jihlava,769,470,470,42,0,0,48,0,7,40,11,2,5,0,0,44,0,25,135,0,17,0,9,2,1,79,1
586846, Jihlava, Obec: Jihlava,801,490,490,38,0,1,60,2,16,53,9,4,6,0,0,32,0,15,154,1,19,0,4,2,1,66,4
586846, Jihlava, Obec: Jihlava,588,399,397,21,0,0,51,0,6,34,7,4,8,0,1,35,2,18,137,0,21,0,4,0,1,43,2
586846, Jihlava, Obec: Jihlava,774,459,459,41,2,1,41,0,7,47,9,2,12,1,0,54,1,14,142,1,18,0,1,0,1,62,2
586846, Jihlava, Obec: Jihlava,467,315,315,47,0,0,28,0,7,14,3,2,6,0,0,33,0,17,83,0,23,0,2,2,1,47,0
586846, Jihlava, Obec: Jihlava,798,491,491,45,0,0,37,0,10,42,12,6,9,0,0,45,0,30,162,3,24,0,5,1,0,56,2
586846, Jihlava, Obec: Jihlava,795,578,578,75,0,0,48,1,10,28,10,5,6,1,0,48,1,22,212,1,30,1,1,1,0,71,2
586846, Jihlava, Obec: Jihlava,808,469,469,39,2,0,49,0,12,42,10,2,13,0,1,46,1,22,123,3,23,0,7,1,4,67,1
586846, Jihlava, Obec: Jihlava,1 047,743,743,121,2,1,39,0,25,48,10,3,10,1,0,60,0,50,223,1,58,0,2,2,0,78,1
586846, Jihlava, Obec: Jihlava,650,419,419,43,0,0,26,0,18,40,5,3,7,0,0,42,1,20,130,2,15,0,1,0,0,58,3
586846, Jihlava, Obec: Jihlava,706,482,482,50,2,1,46,1,11,35,12,4,9,0,0,54,0,24,125,2,40,0,5,0,0,56,0
586846, Jihlava, Obec: Jihlava,638,401,401,31,0,0,35,0,18,39,7,3,12,0,0,52,0,25,103,1,23,0,3,3,2,43,1
586846, Jihlava, Obec: Jihlava,894,571,570,55,0,0,43,1,21,25,8,4,23,1,0,65,0,40,141,1,40,1,3,0,0,90,2
586846, Jihlava, Obec: Jihlava,650,381,381,44,1,0,34,1,9,42,2,3,8,1,0,41,2,12,117,1,9,0,4,0,1,46,1
586846, Jihlava, Obec: Jihlava,741,446,445,55,2,0,20,0,17,13,16,2,16,0,0,70,0,24,119,1,21,0,6,0,0,59,0
586846, Jihlava, Obec: Jihlava,610,399,398,47,0,1,21,0,14,23,9,1,19,0,0,52,4,25,88,1,36,0,5,0,2,48,1
586846, Jihlava, Obec: Jihlava,593,345,345,27,0,0,38,1,3,49,7,1,6,0,1,32,1,18,99,0,18,0,1,0,0,43,0
586846, Jihlava, Obec: Jihlava,553,391,391,35,0,0,25,0,19,36,7,5,5,0,1,33,1,17,98,0,32,0,4,2,0,69,0
586846, Jihlava, Obec: Jihlava,682,426,426,59,1,0,35,0,10,20,11,0,16,1,2,52,0,23,116,0,25,0,0,1,0,49,2
586846, Jihlava, Obec: Jihlava,92,63,63,16,0,0,1,0,0,3,1,0,0,0,0,4,0,1,21,0,2,0,2,0,0,12,0
586846, Jihlava, Obec: Jihlava,772,510,508,53,0,0,76,0,18,51,1,3,14,0,0,47,0,7,140,2,19,0,5,2,1,65,3
586846, Jihlava, Obec: Jihlava,705,452,449,39,1,1,51,0,10,52,8,4,8,0,0,49,0,15,115,1,35,0,3,1,4,46,2
586846, Jihlava, Obec: Jihlava,656,438,437,37,3,0,33,1,23,38,8,2,10,0,0,54,1,29,119,0,20,1,4,1,1,49,1
586846, Jihlava, Obec: Jihlava,126,87,86,12,0,0,10,0,2,1,2,0,0,0,0,9,0,3,27,0,7,0,1,0,0,11,0
586846, Jihlava, Obec: Jihlava,783,477,477,53,0,0,42,0,18,44,10,2,9,0,1,42,0,24,133,0,28,0,2,3,0,56,2
586846, Jihlava, Obec: Jihlava,854,649,649,111,0,0,50,0,18,37,10,0,18,0,0,75,0,59,198,0,20,0,1,2,0,45,1
586846, Jihlava, Obec: Jihlava,759,429,429,54,0,0,30,0,18,30,10,1,11,0,0,35,0,33,121,0,30,0,1,1,1,51,0
586846, Jihlava, Obec: Jihlava,143,89,89,6,0,2,9,0,0,13,1,0,4,0,0,12,0,2,18,1,2,0,0,0,0,17,1
586846, Jihlava, Obec: Jihlava,118,80,80,12,0,2,6,0,4,4,0,0,3,1,0,4,1,3,26,0,0,0,0,0,1,12,0
586846, Jihlava, Obec: Jihlava,350,229,229,12,0,0,20,0,11,15,5,1,6,0,0,34,0,12,59,0,14,0,1,0,1,36,1
586846, Jihlava, Obec: Jihlava,600,340,340,31,0,0,25,0,8,29,6,3,4,0,2,39,1,18,102,2,15,0,0,0,5,45,0
586846, Jihlava, Obec: Jihlava,177,129,129,22,0,0,8,0,6,13,0,5,2,0,0,23,0,13,15,0,6,0,2,0,1,11,0
586846, Jihlava, Obec: Jihlava,317,217,217,27,0,0,11,1,5,22,3,1,4,1,0,25,0,18,53,1,11,0,4,0,0,27,3
586846, Jihlava, Obec: Jihlava,829,588,588,99,0,0,29,1,36,20,18,3,8,0,3,55,0,54,149,0,44,0,8,3,0,54,1
586846, Jihlava, Obec: Jihlava,643,414,414,78,0,0,18,0,16,26,25,4,10,0,0,53,1,39,67,0,20,0,5,1,0,46,5
586846, Jihlava, Obec: Jihlava,521,349,349,59,0,0,32,0,8,12,5,2,7,0,1,51,0,19,75,0,33,0,5,0,1,31,5
586846, Jihlava, Obec: Jihlava,485,232,231,38,0,0,14,0,6,9,6,2,8,0,0,30,0,30,40,0,8,0,1,0,1,30,0
586846, Jihlava, Obec: Jihlava,571,335,335,78,0,1,24,0,9,20,8,1,9,0,0,42,0,24,63,1,22,0,2,0,0,28,0
586846, Jihlava, Obec: Jihlava,582,268,267,23,0,0,19,0,12,25,4,5,4,1,0,37,0,14,67,0,18,0,1,0,0,32,1
586846, Jihlava, Obec: Jihlava,2 899,469,469,56,0,0,30,0,9,23,16,2,10,0,0,67,0,23,103,2,18,2,6,0,3,97,1
586846, Jihlava, Obec: Jihlava,891,618,617,83,0,0,50,0,16,54,11,4,6,1,0,66,1,21,195,1,24,0,6,2,0,67,3
586846, Jihlava, Obec: Jihlava,776,472,472,40,1,0,40,2,16,60,5,3,9,1,1,40,0,8,165,0,11,0,2,1,0,62,1
586846, Jihlava, Obec: Jihlava,900,570,570,47,2,0,48,1,10,47,11,2,12,0,0,49,0,16,166,4,32,0,3,3,0,110,3
586846, Jihlava, Obec: Jihlava,769,470,470,42,0,0,48,0,7,40,11,2,5,0,0,44,0,25,135,0,17,0,9,2,1,79,1
586846, Jihlava, Obec: Jihlava,801,490,490,38,0,1,60,2,16,53,9,4,6,0,0,32,0,15,154,1,19,0,4,2,1,66,4
586846, Jihlava, Obec: Jihlava,588,399,397,21,0,0,51,0,6,34,7,4,8,0,1,35,2,18,137,0,21,0,4,0,1,43,2
586846, Jihlava, Obec: Jihlava,774,459,459,41,2,1,41,0,7,47,9,2,12,1,0,54,1,14,142,1,18,0,1,0,1,62,2
586846, Jihlava, Obec: Jihlava,467,315,315,47,0,0,28,0,7,14,3,2,6,0,0,33,0,17,83,0,23,0,2,2,1,47,0
586846, Jihlava, Obec: Jihlava,798,491,491,45,0,0,37,0,10,42,12,6,9,0,0,45,0,30,162,3,24,0,5,1,0,56,2
586846, Jihlava, Obec: Jihlava,795,578,578,75,0,0,48,1,10,28,10,5,6,1,0,48,1,22,212,1,30,1,1,1,0,71,2
586846, Jihlava, Obec: Jihlava,808,469,469,39,2,0,49,0,12,42,10,2,13,0,1,46,1,22,123,3,23,0,7,1,4,67,1
586846, Jihlava, Obec: Jihlava,1 047,743,743,121,2,1,39,0,25,48,10,3,10,1,0,60,0,50,223,1,58,0,2,2,0,78,1
586846, Jihlava, Obec: Jihlava,650,419,419,43,0,0,26,0,18,40,5,3,7,0,0,42,1,20,130,2,15,0,1,0,0,58,3
586846, Jihlava, Obec: Jihlava,706,482,482,50,2,1,46,1,11,35,12,4,9,0,0,54,0,24,125,2,40,0,5,0,0,56,0
586846, Jihlava, Obec: Jihlava,638,401,401,31,0,0,35,0,18,39,7,3,12,0,0,52,0,25,103,1,23,0,3,3,2,43,1
586846, Jihlava, Obec: Jihlava,894,571,570,55,0,0,43,1,21,25,8,4,23,1,0,65,0,40,141,1,40,1,3,0,0,90,2
586846, Jihlava, Obec: Jihlava,650,381,381,44,1,0,34,1,9,42,2,3,8,1,0,41,2,12,117,1,9,0,4,0,1,46,1
586846, Jihlava, Obec: Jihlava,741,446,445,55,2,0,20,0,17,13,16,2,16,0,0,70,0,24,119,1,21,0,6,0,0,59,0
586846, Jihlava, Obec: Jihlava,610,399,398,47,0,1,21,0,14,23,9,1,19,0,0,52,4,25,88,1,36,0,5,0,2,48,1
586846, Jihlava, Obec: Jihlava,593,345,345,27,0,0,38,1,3,49,7,1,6,0,1,32,1,18,99,0,18,0,1,0,0,43,0
586846, Jihlava, Obec: Jihlava,553,391,391,35,0,0,25,0,19,36,7,5,5,0,1,33,1,17,98,0,32,0,4,2,0,69,0
586846, Jihlava, Obec: Jihlava,682,426,426,59,1,0,35,0,10,20,11,0,16,1,2,52,0,23,116,0,25,0,0,1,0,49,2
586846, Jihlava, Obec: Jihlava,92,63,63,16,0,0,1,0,0,3,1,0,0,0,0,4,0,1,21,0,2,0,2,0,0,12,0
586846, Jihlava, Obec: Jihlava,772,510,508,53,0,0,76,0,18,51,1,3,14,0,0,47,0,7,140,2,19,0,5,2,1,65,3
586846, Jihlava, Obec: Jihlava,705,452,449,39,1,1,51,0,10,52,8,4,8,0,0,49,0,15,115,1,35,0,3,1,4,46,2
586846, Jihlava, Obec: Jihlava,656,438,437,37,3,0,33,1,23,38,8,2,10,0,0,54,1,29,119,0,20,1,4,1,1,49,1
586846, Jihlava, Obec: Jihlava,126,87,86,12,0,0,10,0,2,1,2,0,0,0,0,9,0,3,27,0,7,0,1,0,0,11,0
586846, Jihlava, Obec: Jihlava,783,477,477,53,0,0,42,0,18,44,10,2,9,0,1,42,0,24,133,0,28,0,2,3,0,56,2
586846, Jihlava, Obec: Jihlava,854,649,649,111,0,0,50,0,18,37,10,0,18,0,0,75,0,59,198,0,20,0,1,2,0,45,1
