Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
561932, Pelhřimov, Obec: Dobrá Voda,118,"71,52",118,15,1,0,10,0,9,19,2,1,3,0,0,12,0,2,19,0,10,0,1,0,0,14,0
561762, Pelhřimov, Obec: Dobrá Voda u Pacova,56,"74,67",56,13,0,0,10,0,7,2,1,0,0,0,0,2,0,6,9,1,3,0,0,0,0,2,0
551546, Pelhřimov, Obec: Dubovice,48,"76,19",48,1,0,0,2,0,3,6,0,0,0,0,0,5,0,6,11,0,4,0,0,0,0,10,0
529869, Pelhřimov, Obec: Důl,39,"75,00",39,0,0,0,1,0,9,8,1,0,0,0,0,4,0,0,11,0,1,0,0,0,0,4,0
561754, Pelhřimov, Obec: Eš,36,"67,92",36,5,0,0,2,0,8,3,0,0,0,0,1,5,1,0,8,0,0,0,0,0,1,2,0
547883, Pelhřimov, Obec: Hojanovice,63,"73,26",63,6,0,0,8,0,5,10,1,0,0,0,0,10,0,0,11,0,6,0,1,0,1,4,0
561096, Pelhřimov, Obec: Hojovice,59,"84,29",59,8,0,0,9,0,1,1,1,0,0,0,0,3,0,0,18,0,9,0,1,0,0,8,0
547913, Pelhřimov, Obec: Horní Cerekev,1 137,686,686,85,4,0,62,0,30,48,8,11,10,0,0,70,2,16,198,1,70,0,2,4,1,53,2
547913, Pelhřimov, Obec: Horní Cerekev,239,176,176,22,0,0,14,0,4,17,3,0,5,1,0,18,1,20,28,4,12,0,2,1,0,22,1
547913, Pelhřimov, Obec: Horní Cerekev,77,52,52,9,0,0,1,0,1,9,0,1,1,3,0,10,0,2,11,0,1,0,0,0,0,3,0
547913, Pelhřimov, Obec: Horní Cerekev,42,31,31,8,0,0,0,0,0,3,0,0,0,0,0,6,0,0,9,2,2,0,0,0,0,1,0
551589, Pelhřimov, Obec: Horní Rápotice,101,"78,91",101,3,0,0,12,0,4,7,1,0,1,0,0,14,0,1,23,0,14,0,2,0,0,19,0
547930, Pelhřimov, Obec: Horní Ves,148,"63,25",144,4,0,0,14,0,6,17,4,0,4,0,0,16,0,3,50,0,9,1,2,0,1,13,0
547948, Pelhřimov, Obec: Hořepník,304,"58,69",297,18,0,1,39,0,17,39,2,2,2,0,0,41,0,11,80,0,10,0,3,0,3,27,2
547956, Pelhřimov, Obec: Hořice,124,"72,94",124,9,0,1,7,0,6,25,0,0,1,0,0,9,0,5,33,0,22,0,1,0,1,4,0
547999, Pelhřimov, Obec: Humpolec,595,388,388,37,0,0,47,1,6,45,6,1,4,0,0,38,0,8,126,0,29,0,1,1,0,32,0
547999, Pelhřimov, Obec: Humpolec,1 037,639,635,81,1,0,79,1,12,48,8,7,10,1,0,72,1,14,172,1,48,0,0,2,2,72,0
547999, Pelhřimov, Obec: Humpolec,959,605,604,74,1,0,51,0,10,49,4,7,12,0,0,69,0,33,174,0,36,0,5,0,0,74,2
547999, Pelhřimov, Obec: Humpolec,855,480,480,43,2,0,61,2,12,55,6,5,5,0,0,48,0,17,152,1,19,0,1,1,3,44,1
547999, Pelhřimov, Obec: Humpolec,896,537,537,69,0,0,57,0,15,52,8,5,7,1,0,54,0,27,162,0,38,0,6,0,0,34,1
547999, Pelhřimov, Obec: Humpolec,1 198,607,607,88,1,1,56,0,26,59,12,3,7,0,1,75,1,28,144,0,33,1,4,3,0,58,1
547999, Pelhřimov, Obec: Humpolec,1 224,801,801,119,1,1,79,0,18,75,8,6,17,1,2,100,2,47,177,1,59,0,2,4,0,77,1
547999, Pelhřimov, Obec: Humpolec,489,276,276,22,2,0,30,1,1,36,3,1,4,0,1,29,0,13,89,0,16,1,0,0,3,24,0
547999, Pelhřimov, Obec: Humpolec,418,242,242,27,1,0,18,0,4,31,0,2,3,0,2,18,0,11,83,2,12,0,1,0,0,26,0
547999, Pelhřimov, Obec: Humpolec,195,103,102,3,1,0,11,0,3,6,4,0,1,0,0,16,0,0,35,0,7,0,0,1,1,11,1
547999, Pelhřimov, Obec: Humpolec,150,88,88,5,0,0,7,0,0,15,1,2,3,0,0,2,0,2,29,0,2,0,0,0,0,20,0
547999, Pelhřimov, Obec: Humpolec,182,113,113,8,3,0,17,0,2,11,1,0,1,0,0,13,0,7,34,0,8,0,0,0,2,6,0
547999, Pelhřimov, Obec: Humpolec,166,95,95,6,1,0,1,0,3,7,1,0,0,0,1,8,1,5,39,0,2,0,0,0,0,18,0
547999, Pelhřimov, Obec: Humpolec,302,218,218,21,0,0,28,1,9,24,2,0,3,0,0,27,1,4,55,0,11,0,0,1,0,30,1
547999, Pelhřimov, Obec: Humpolec,144,100,100,7,0,0,9,0,4,24,1,1,0,0,0,8,0,0,37,0,1,0,0,0,0,8,0
561339, Pelhřimov, Obec: Chýstovice,31,"83,78",31,0,0,0,11,0,0,2,1,0,0,0,0,1,0,1,7,0,5,0,0,0,0,3,0
561321, Pelhřimov, Obec: Chyšná,32,"38,10",32,1,1,0,1,0,6,2,0,0,0,0,0,1,0,0,11,0,4,0,0,1,0,4,0
561461, Pelhřimov, Obec: Jankov,27,"87,10",27,1,0,0,2,0,5,0,0,2,0,0,0,6,0,2,5,0,1,0,0,0,0,2,1
548073, Pelhřimov, Obec: Ježov,43,"81,13",43,3,0,0,5,0,0,2,0,0,0,0,0,7,0,7,12,1,2,0,0,0,0,4,0
548081, Pelhřimov, Obec: Jiřice,472,"66,67",470,38,0,1,51,0,36,59,5,4,10,0,2,43,0,6,140,4,30,1,1,0,1,38,0
548090, Pelhřimov, Obec: Kaliště,185,"64,46",180,17,0,1,21,2,6,20,1,3,1,0,0,18,0,2,47,1,14,0,6,0,1,19,0
548103, Pelhřimov, Obec: Kámen,133,"60,73",132,22,0,0,11,0,25,6,1,0,3,0,0,7,0,3,31,1,10,0,1,0,0,9,2
548111, Pelhřimov, Obec: Kamenice nad Lipou,1 072,566,566,70,0,0,62,0,19,59,2,4,8,0,1,72,1,50,127,2,33,0,3,0,0,49,1
548111, Pelhřimov, Obec: Kamenice nad Lipou,795,486,486,42,0,1,69,0,13,81,6,2,8,0,1,59,0,26,117,1,18,0,0,1,0,38,1
548111, Pelhřimov, Obec: Kamenice nad Lipou,1 010,601,601,42,0,0,85,1,16,56,8,8,10,0,0,99,0,26,171,0,23,0,1,1,0,53,0
548111, Pelhřimov, Obec: Kamenice nad Lipou,57,45,45,9,0,0,6,0,1,9,0,2,1,0,0,1,0,3,12,0,0,0,0,0,0,1,0
548111, Pelhřimov, Obec: Kamenice nad Lipou,190,106,106,11,1,0,16,0,3,12,1,0,0,0,0,14,1,2,26,0,5,0,2,0,0,11,0
548120, Pelhřimov, Obec: Kejžlice,188,"64,60",188,25,0,0,24,0,10,15,2,4,8,0,1,17,0,4,46,0,13,0,1,0,0,18,0
548146, Pelhřimov, Obec: Koberovice,91,"66,42",89,3,0,0,15,0,7,9,1,1,1,0,0,4,1,0,39,0,5,0,0,0,0,3,0
598712, Pelhřimov, Obec: Kojčice,198,"76,15",198,21,0,0,19,0,6,15,2,0,1,0,0,22,0,16,55,0,32,0,2,1,0,5,1
548162, Pelhřimov, Obec: Komorovice,105,"75,00",105,2,0,0,9,0,3,15,2,0,2,0,1,18,0,4,26,0,13,0,0,0,0,10,0
548171, Pelhřimov, Obec: Košetice,347,"60,45",346,36,1,0,48,0,48,14,3,0,7,0,0,19,0,12,105,1,17,0,3,0,2,29,1
561371, Pelhřimov, Obec: Krasíkovice,79,"82,29",79,6,0,0,7,0,6,4,0,0,1,0,0,5,0,0,21,0,11,0,0,0,2,16,0
548201, Pelhřimov, Obec: Křeč,119,"60,71",118,8,0,0,15,1,6,9,1,1,1,0,0,9,0,4,42,0,8,0,0,0,0,13,0
548219, Pelhřimov, Obec: Křelovice,177,"64,13",176,15,0,0,34,0,7,16,3,0,1,0,0,22,0,7,50,1,6,0,0,0,0,13,1
548227, Pelhřimov, Obec: Křešín,63,"54,31",63,14,0,0,8,0,4,7,1,0,2,0,0,5,0,0,12,0,5,0,0,0,0,5,0
548235, Pelhřimov, Obec: Leskovice,55,"64,71",55,8,0,0,11,0,3,7,0,1,0,0,0,7,0,6,8,1,0,0,0,0,0,3,0
562041, Pelhřimov, Obec: Lesná,48,"84,21",48,4,0,0,1,0,12,2,2,0,0,0,0,3,0,2,15,0,7,0,0,0,0,0,0
561282, Pelhřimov, Obec: Lhota-Vlasenice,57,"77,03",55,7,0,0,12,0,1,1,1,0,0,0,0,10,0,2,11,0,4,0,0,0,0,6,0
598721, Pelhřimov, Obec: Libkova Voda,143,"69,08",141,24,1,0,19,1,7,7,3,0,1,0,0,13,0,6,38,0,9,0,0,3,0,9,0
561100, Pelhřimov, Obec: Lidmaň,109,"42,08",107,13,0,0,10,1,8,11,2,2,6,0,0,16,0,1,22,0,10,0,0,0,1,4,0
561266, Pelhřimov, Obec: Litohošť,37,"71,15",37,2,0,0,3,0,6,0,1,0,0,0,0,5,0,0,12,0,3,0,0,0,1,4,0
548332, Pelhřimov, Obec: Lukavec,557,"65,45",554,35,0,0,70,0,47,80,5,4,1,0,1,54,1,23,133,0,70,0,1,1,1,24,3
561347, Pelhřimov, Obec: Martinice u Onšova,42,"85,71",42,1,0,0,6,0,4,2,0,0,0,0,0,8,0,1,11,0,2,0,0,0,1,6,0
548367, Pelhřimov, Obec: Mezilesí,74,"71,15",74,11,0,0,8,0,12,5,0,0,0,0,0,4,0,7,18,0,5,0,0,0,0,4,0
529834, Pelhřimov, Obec: Mezná,83,"72,81",83,10,0,0,16,0,3,10,0,3,2,0,0,9,0,5,16,0,4,0,0,0,0,5,0
548383, Pelhřimov, Obec: Mladé Bříště,151,110,110,5,0,0,13,0,9,14,3,0,0,0,0,17,0,4,21,0,13,0,0,0,1,9,1
548383, Pelhřimov, Obec: Mladé Bříště,51,40,40,4,0,0,5,0,0,2,2,0,1,0,0,5,0,4,12,0,3,0,0,0,0,1,0
548391, Pelhřimov, Obec: Mnich,206,133,133,8,2,0,3,0,1,34,4,0,3,0,0,22,0,10,32,0,3,0,0,0,1,8,1
548391, Pelhřimov, Obec: Mnich,89,61,61,3,0,0,5,0,6,13,0,1,1,0,0,6,0,2,22,0,0,0,2,0,0,0,0
548391, Pelhřimov, Obec: Mnich,39,29,29,1,0,0,5,0,0,5,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,6,0
548405, Pelhřimov, Obec: Moraveč,103,"61,31",102,2,0,0,7,0,10,9,3,2,2,0,0,18,0,11,23,1,5,0,0,0,2,6,1
561819, Pelhřimov, Obec: Mysletín,78,"82,11",78,14,0,0,8,0,3,6,1,1,4,0,0,13,0,7,18,0,0,0,1,0,0,2,0
561177, Pelhřimov, Obec: Nová Buková,76,"89,41",76,14,0,0,9,0,8,3,1,1,2,0,0,4,0,0,24,0,0,0,0,0,0,10,0
548456, Pelhřimov, Obec: Nová Cerekev,583,358,357,32,0,0,39,0,36,28,1,3,5,0,2,16,0,10,136,2,20,0,0,0,0,25,0
548456, Pelhřimov, Obec: Nová Cerekev,157,105,105,6,1,0,15,0,7,18,0,0,1,0,0,9,0,6,24,0,7,1,0,0,0,9,1
548456, Pelhřimov, Obec: Nová Cerekev,60,50,50,3,1,0,9,0,5,1,0,0,0,0,0,2,0,0,14,0,13,0,0,0,0,2,0
548456, Pelhřimov, Obec: Nová Cerekev,52,45,45,3,0,0,4,0,14,1,0,0,0,0,0,2,0,2,5,0,13,0,0,0,0,1,0
548456, Pelhřimov, Obec: Nová Cerekev,47,30,30,1,0,0,11,0,5,3,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,4,0
548456, Pelhřimov, Obec: Nová Cerekev,34,28,28,1,0,0,1,0,6,0,0,0,1,0,0,2,0,1,6,0,6,0,0,0,0,4,0
548464, Pelhřimov, Obec: Nový Rychnov,603,382,382,34,2,0,50,1,14,25,8,0,10,0,1,53,0,11,103,0,25,0,0,0,1,37,4
548464, Pelhřimov, Obec: Nový Rychnov,114,80,80,6,0,0,7,0,2,5,0,0,1,0,0,12,0,9,16,0,2,1,3,1,0,14,0
548464, Pelhřimov, Obec: Nový Rychnov,53,41,41,7,0,0,4,0,4,8,0,3,0,0,0,3,0,1,4,0,3,0,0,0,0,4,0
548464, Pelhřimov, Obec: Nový Rychnov,39,19,19,4,0,0,6,0,0,0,0,1,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0
548472, Pelhřimov, Obec: Obrataň,378,"57,62",378,33,0,0,41,0,29,28,7,9,3,0,0,44,0,16,105,1,19,0,1,1,0,40,1
561967, Pelhřimov, Obec: Olešná,330,"70,97",330,52,0,0,25,2,2,18,0,1,4,0,0,38,0,11,113,2,33,1,2,1,0,25,0
537691, Pelhřimov, Obec: Ondřejov,100,"78,13",100,8,0,0,26,0,3,8,1,1,2,0,0,9,0,7,22,0,11,0,0,0,1,1,0
548502, Pelhřimov, Obec: Onšov,126,"64,95",123,8,0,0,22,0,2,19,4,0,0,0,1,7,0,7,35,0,8,1,1,0,0,6,2
548511, Pelhřimov, Obec: Pacov,866,439,438,28,0,0,45,2,84,44,7,2,1,0,0,45,0,10,117,1,12,0,2,2,0,31,1
548511, Pelhřimov, Obec: Pacov,1 134,715,715,95,2,0,60,0,119,64,6,3,15,0,0,65,0,29,178,2,34,0,3,0,1,39,0
548511, Pelhřimov, Obec: Pacov,787,527,527,55,0,0,44,0,129,37,7,0,15,0,1,56,0,11,117,1,27,0,4,0,1,15,1
548511, Pelhřimov, Obec: Pacov,740,468,468,46,0,0,46,0,67,37,7,2,5,0,1,51,0,25,116,1,27,0,1,2,2,24,3
548511, Pelhřimov, Obec: Pacov,46,37,37,3,0,0,2,0,13,2,0,0,0,0,0,4,0,0,6,0,4,0,0,0,0,3,0
548511, Pelhřimov, Obec: Pacov,75,45,45,1,0,0,7,0,7,2,1,0,1,0,0,7,0,0,10,0,5,0,0,0,0,4,0
548511, Pelhřimov, Obec: Pacov,141,112,112,7,1,0,14,0,25,9,0,0,0,0,0,11,0,2,27,0,6,0,0,1,0,7,0
548511, Pelhřimov, Obec: Pacov,128,76,76,5,0,0,5,0,13,7,0,0,1,0,0,12,0,2,24,0,1,0,3,0,0,3,0
561916, Pelhřimov, Obec: Pavlov,69,"68,32",69,12,0,0,10,0,4,4,0,4,0,0,0,1,0,2,27,0,2,0,0,0,0,3,0
547492, Pelhřimov, Obec: Pelhřimov,1 217,834,832,153,1,0,89,1,48,40,10,2,9,3,0,121,1,46,181,2,59,0,6,1,0,54,1
547492, Pelhřimov, Obec: Pelhřimov,807,453,453,48,1,0,63,0,13,34,4,1,14,0,0,51,0,13,132,1,30,0,4,3,4,36,0
547492, Pelhřimov, Obec: Pelhřimov,630,406,405,52,0,0,65,1,12,42,3,3,4,1,0,37,0,8,111,2,33,0,5,1,0,25,0
547492, Pelhřimov, Obec: Pelhřimov,851,641,640,63,0,0,80,0,22,48,5,0,10,0,0,54,0,34,216,0,64,0,1,1,0,35,2
547492, Pelhřimov, Obec: Pelhřimov,1 137,803,801,148,1,0,93,0,22,36,12,6,17,0,2,96,0,55,179,1,72,0,2,0,0,54,1
547492, Pelhřimov, Obec: Pelhřimov,779,516,516,44,3,0,74,0,16,31,4,4,12,0,0,74,0,23,154,3,37,0,0,0,0,36,0
547492, Pelhřimov, Obec: Pelhřimov,845,557,557,46,0,0,91,0,18,65,5,1,6,1,0,43,1,19,178,0,23,0,3,0,0,46,1
547492, Pelhřimov, Obec: Pelhřimov,951,604,601,76,1,0,89,1,37,46,6,5,7,0,0,72,0,31,148,0,30,0,4,4,2,38,1
547492, Pelhřimov, Obec: Pelhřimov,765,426,426,37,1,0,57,0,20,33,6,1,13,0,0,59,1,17,116,3,21,0,5,3,1,31,0
547492, Pelhřimov, Obec: Pelhřimov,1 145,759,759,90,0,0,97,0,28,58,7,5,14,0,0,83,0,36,219,2,47,0,4,2,1,59,1
547492, Pelhřimov, Obec: Pelhřimov,1 121,605,605,103,2,0,91,1,13,47,9,2,13,0,0,56,1,41,145,4,29,0,2,2,0,43,0
547492, Pelhřimov, Obec: Pelhřimov,1 138,794,794,148,1,0,73,1,31,43,15,2,15,0,0,89,0,45,212,0,50,0,3,0,2,58,2
547492, Pelhřimov, Obec: Pelhřimov,69,54,54,6,0,0,3,0,0,10,1,0,2,0,0,7,0,3,18,0,1,0,0,0,0,3,0
547492, Pelhřimov, Obec: Pelhřimov,75,42,42,5,0,0,7,0,1,3,0,0,2,0,1,1,0,1,13,0,2,0,0,0,0,5,0
547492, Pelhřimov, Obec: Pelhřimov,157,103,103,6,0,1,16,0,2,5,0,1,0,0,0,9,0,3,35,0,16,0,0,0,0,6,0
547492, Pelhřimov, Obec: Pelhřimov,147,100,100,9,0,0,19,0,5,9,0,1,3,0,0,13,0,5,31,0,0,0,0,0,0,5,0
547492, Pelhřimov, Obec: Pelhřimov,145,86,86,15,0,0,15,0,0,5,0,1,0,0,0,11,0,5,23,0,4,0,1,1,0,5,0
547492, Pelhřimov, Obec: Pelhřimov,172,145,145,19,0,0,9,0,3,1,0,1,3,0,0,14,0,18,14,0,60,0,0,1,0,2,0
547492, Pelhřimov, Obec: Pelhřimov,107,75,75,4,0,0,16,0,1,2,0,0,2,0,0,8,0,1,25,0,14,0,0,0,0,2,0
547492, Pelhřimov, Obec: Pelhřimov,90,62,62,10,0,1,7,0,1,1,0,0,2,0,0,6,0,1,15,0,17,0,0,0,0,1,0
547492, Pelhřimov, Obec: Pelhřimov,282,189,189,26,2,0,26,1,12,16,5,1,1,0,0,18,0,14,46,0,7,0,0,0,0,12,0
547492, Pelhřimov, Obec: Pelhřimov,88,60,60,7,0,0,12,0,4,6,0,0,2,0,0,3,0,1,16,0,0,0,0,0,0,9,0
547492, Pelhřimov, Obec: Pelhřimov,120,83,83,7,0,0,15,0,6,6,2,0,0,0,0,5,0,4,29,0,2,0,1,0,0,6,0
547492, Pelhřimov, Obec: Pelhřimov,37,28,28,2,0,0,5,0,2,4,1,0,0,0,0,1,0,1,9,0,2,0,1,0,0,0,0
547492, Pelhřimov, Obec: Pelhřimov,147,100,100,9,0,0,19,0,5,9,0,1,3,0,0,13,0,5,31,0,0,0,0,0,0,5,0
547492, Pelhřimov, Obec: Pelhřimov,145,86,86,15,0,0,15,0,0,5,0,1,0,0,0,11,0,5,23,0,4,0,1,1,0,5,0
547492, Pelhřimov, Obec: Pelhřimov,172,145,145,19,0,0,9,0,3,1,0,1,3,0,0,14,0,18,14,0,60,0,0,1,0,2,0
547492, Pelhřimov, Obec: Pelhřimov,107,75,75,4,0,0,16,0,1,2,0,0,2,0,0,8,0,1,25,0,14,0,0,0,0,2,0
547492, Pelhřimov, Obec: Pelhřimov,90,62,62,10,0,1,7,0,1,1,0,0,2,0,0,6,0,1,15,0,17,0,0,0,0,1,0
547492, Pelhřimov, Obec: Pelhřimov,282,189,189,26,2,0,26,1,12,16,5,1,1,0,0,18,0,14,46,0,7,0,0,0,0,12,0
547492, Pelhřimov, Obec: Pelhřimov,88,60,60,7,0,0,12,0,4,6,0,0,2,0,0,3,0,1,16,0,0,0,0,0,0,9,0
547492, Pelhřimov, Obec: Pelhřimov,120,83,83,7,0,0,15,0,6,6,2,0,0,0,0,5,0,4,29,0,2,0,1,0,0,6,0
547492, Pelhřimov, Obec: Pelhřimov,37,28,28,2,0,0,5,0,2,4,1,0,0,0,0,1,0,1,9,0,2,0,1,0,0,0,0
548545, Pelhřimov, Obec: Píšť,45,"73,77",44,5,0,0,8,0,5,3,0,0,0,0,0,1,0,0,17,2,3,0,0,0,0,0,0
548561, Pelhřimov, Obec: Počátky,1 037,652,652,45,1,0,92,1,42,73,7,7,9,1,0,37,0,10,219,3,27,0,3,0,2,70,0
548561, Pelhřimov, Obec: Počátky,1 091,669,668,55,0,1,67,0,24,56,12,5,3,1,0,83,1,33,167,1,55,1,6,4,8,77,3
561436, Pelhřimov, Obec: Polesí,60,"85,71",60,1,0,0,8,0,2,4,2,1,0,0,0,7,0,2,18,2,3,0,0,0,0,10,0
548600, Pelhřimov, Obec: Pošná,126,"65,63",126,6,3,0,24,0,28,8,2,0,0,0,0,11,0,0,28,1,11,0,0,0,0,4,0
537829, Pelhřimov, Obec: Proseč,57,"81,43",57,3,0,0,11,0,0,12,2,0,2,0,1,1,0,0,17,0,1,0,0,0,0,7,0
561941, Pelhřimov, Obec: Proseč pod Křemešníkem,54,"77,14",51,14,0,0,2,0,8,0,0,0,1,0,0,4,0,3,9,0,5,0,0,0,0,5,0
598755, Pelhřimov, Obec: Putimov,164,"72,25",164,16,0,0,23,0,5,11,2,2,7,0,0,19,0,15,40,1,11,0,3,0,0,9,0
561789, Pelhřimov, Obec: Rodinov,114,"65,14",114,6,0,0,9,0,6,9,1,2,1,0,0,17,0,3,36,0,7,0,0,0,0,17,0
561274, Pelhřimov, Obec: Rovná,38,"77,55",38,3,1,0,1,0,1,5,0,0,1,0,0,2,0,3,8,0,3,0,0,0,0,10,0
562009, Pelhřimov, Obec: Rynárec,349,"73,01",346,35,0,0,26,1,29,19,14,5,3,0,1,40,0,25,99,0,24,0,1,1,0,19,4
548715, Pelhřimov, Obec: Řečice,84,"73,68",84,1,0,0,3,0,1,12,0,1,9,0,0,9,0,12,21,1,7,0,1,0,1,4,1
548731, Pelhřimov, Obec: Salačova Lhota,76,"72,38",76,5,0,0,6,0,21,6,2,0,2,0,0,4,0,1,19,0,8,0,0,0,0,1,1
548740, Pelhřimov, Obec: Samšín,82,61,61,2,0,0,5,0,15,2,1,0,0,0,0,4,0,2,22,0,4,0,0,0,0,4,0
548740, Pelhřimov, Obec: Samšín,51,41,41,0,0,1,4,0,8,6,0,0,0,0,0,2,0,0,13,0,3,0,0,0,0,4,0
548766, Pelhřimov, Obec: Sedlice,98,"75,97",98,12,0,0,9,0,9,2,2,0,3,0,0,12,0,6,31,0,6,0,0,0,0,6,0
548774, Pelhřimov, Obec: Senožaty,378,"66,08",375,27,0,0,36,0,25,26,7,0,8,0,0,35,1,19,128,0,37,0,0,1,0,25,0
561843, Pelhřimov, Obec: Staré Bříště,41,"83,67",40,0,0,0,2,0,0,2,0,0,3,0,0,7,0,2,15,0,3,0,3,0,0,2,1
561452, Pelhřimov, Obec: Stojčín,61,"70,11",61,0,0,1,9,0,5,6,3,3,1,0,0,4,0,0,14,0,0,0,1,1,0,12,1
537594, Pelhřimov, Obec: Střítež,58,"64,44",57,4,0,0,8,0,2,7,1,0,0,0,0,2,0,2,16,0,9,0,0,0,0,6,0
561487, Pelhřimov, Obec: Střítež pod Křemešníkem,41,"78,85",41,3,0,0,12,0,0,2,0,0,1,0,0,4,0,1,8,0,4,0,0,0,0,5,1
598763, Pelhřimov, Obec: Svépravice,72,"72,00",72,5,0,0,10,0,2,9,0,2,0,0,0,10,0,0,27,1,3,0,0,0,0,3,0
598771, Pelhřimov, Obec: Syrov,32,"78,05",32,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,13,0,0,0,0,0,0,14,0
561355, Pelhřimov, Obec: Těchobuz,50,"74,63",50,1,0,0,8,0,19,1,0,5,0,0,0,1,0,1,10,1,1,0,0,1,0,1,0
548936, Pelhřimov, Obec: Těmice,230,"65,34",229,25,0,0,31,0,11,23,0,2,3,0,1,12,0,11,83,1,7,0,0,0,0,19,0
537608, Pelhřimov, Obec: Ústrašín,152,"81,28",150,25,0,0,9,0,4,19,0,4,1,0,0,8,0,3,52,1,8,0,0,0,0,16,0
548987, Pelhřimov, Obec: Útěchovice,38,"69,09",38,3,0,0,7,0,1,6,0,0,0,0,0,2,0,1,13,0,2,0,0,0,0,3,0
562033, Pelhřimov, Obec: Útěchovice pod Stražištěm,66,"79,52",66,1,0,0,7,0,9,13,0,0,1,0,0,3,0,1,17,1,6,0,3,0,0,4,0
537730, Pelhřimov, Obec: Útěchovičky,51,"83,61",50,2,0,0,9,0,11,2,0,0,2,0,0,0,0,1,13,1,6,0,1,0,0,2,0
549002, Pelhřimov, Obec: Včelnička,121,"68,75",121,8,0,0,10,2,3,15,1,0,4,0,1,10,0,5,48,0,2,0,2,0,0,10,0
549011, Pelhřimov, Obec: Velká Chyška,165,"71,43",164,3,0,0,15,1,38,23,2,1,0,0,0,10,0,6,49,2,5,0,0,0,0,8,1
549045, Pelhřimov, Obec: Velký Rybník,92,"60,53",92,18,0,0,6,0,7,11,1,1,0,0,0,9,0,4,23,0,2,0,0,1,0,8,1
549053, Pelhřimov, Obec: Veselá,127,"65,46",126,13,0,0,9,0,1,19,0,1,2,0,0,18,0,0,30,1,19,0,0,1,0,12,0
549061, Pelhřimov, Obec: Věžná,83,"79,05",83,5,0,0,17,1,5,6,1,0,2,1,0,7,0,2,26,0,10,0,0,0,0,0,0
549126, Pelhřimov, Obec: Vojslavice,66,"69,47",66,1,0,0,6,0,1,8,1,0,0,0,0,8,0,1,20,0,11,0,0,0,0,9,0
599239, Pelhřimov, Obec: Vokov,101,"75,94",100,15,1,0,5,0,2,3,1,0,2,0,0,14,0,3,28,1,5,0,3,0,1,15,1
549134, Pelhřimov, Obec: Vyklantice,84,"62,69",83,3,0,0,8,0,3,17,0,1,3,0,0,6,0,3,35,0,2,0,0,0,0,2,0
549142, Pelhřimov, Obec: Vyskytná,459,302,302,30,0,0,43,0,16,19,0,3,1,1,0,36,0,7,88,1,11,0,6,1,3,32,0
549142, Pelhřimov, Obec: Vyskytná,42,33,33,9,0,0,4,0,2,4,1,0,0,0,0,2,0,0,8,0,1,0,0,0,0,1,0
549142, Pelhřimov, Obec: Vyskytná,57,46,46,6,0,0,12,0,1,0,0,0,0,0,0,4,0,0,15,0,2,0,0,1,0,3,2
561771, Pelhřimov, Obec: Vysoká Lhota,19,"90,48",19,4,0,0,1,0,1,2,0,0,1,0,0,1,0,1,2,0,6,0,0,0,0,0,0
561797, Pelhřimov, Obec: Vystrkov,175,"78,83",175,35,0,0,22,0,4,19,2,1,2,0,1,15,0,8,36,1,11,0,1,2,0,15,0
549177, Pelhřimov, Obec: Zachotín,138,"69,70",137,32,0,0,10,1,4,8,1,0,0,1,0,14,0,15,28,0,11,0,1,0,0,11,0
561975, Pelhřimov, Obec: Zajíčkov,141,"74,21",139,13,0,0,7,1,9,17,3,0,1,0,0,10,0,8,47,0,9,0,0,0,1,12,1
561363, Pelhřimov, Obec: Zhořec,59,"67,05",59,3,0,0,9,0,9,13,0,1,0,0,0,2,0,0,12,0,3,0,0,0,0,7,0
598666, Pelhřimov, Obec: Zlátenka,25,"65,79",25,3,0,0,4,0,2,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,8,0
549215, Pelhřimov, Obec: Želiv,614,"63,43",613,77,0,0,56,1,35,56,8,5,11,1,1,74,0,43,142,1,50,0,3,0,0,48,1
561908, Pelhřimov, Obec: Žirov,38,"64,41",38,2,0,0,9,0,0,3,2,0,0,0,0,0,0,3,16,1,1,0,0,0,0,1,0
549231, Pelhřimov, Obec: Žirovnice,1 105,685,685,84,1,1,75,4,18,76,12,2,7,0,3,73,0,19,185,1,26,0,5,2,0,84,3
549231, Pelhřimov, Obec: Žirovnice,915,570,569,61,3,1,66,0,25,63,3,8,8,0,0,48,0,13,164,0,27,0,2,0,0,73,1
