Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
541265, Šumperk, Obec: Velké Losiny,135,103,103,10,1,1,7,0,3,9,3,1,1,2,1,10,0,1,37,0,0,2,0,0,1,0,13,0
554146, Šumperk, Obec: Vernířovice,109,"58,60",107,16,0,1,7,0,10,6,3,0,5,0,0,9,0,5,24,0,0,11,0,0,0,0,10,0
553191, Šumperk, Obec: Vikantice,35,"49,30",34,1,1,0,1,0,2,4,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0
569445, Šumperk, Obec: Vikýřovice,941,592,592,65,0,1,37,0,70,37,4,6,9,0,1,41,3,25,184,0,0,30,0,8,2,3,61,0
569445, Šumperk, Obec: Vikýřovice,937,605,605,66,0,0,29,1,64,29,4,0,6,0,0,47,0,25,185,0,1,53,0,3,0,0,89,1
570095, Šumperk, Obec: Vyšehoří,119,"63,64",117,7,0,0,5,0,15,14,0,2,3,0,0,5,0,0,38,0,0,9,0,0,0,2,17,0
541354, Šumperk, Obec: Zábřeh,1 195,822,820,66,0,0,46,0,68,55,6,4,10,0,0,70,2,22,257,1,5,124,0,4,1,1,72,1
541354, Šumperk, Obec: Zábřeh,1 294,543,542,60,3,3,52,0,27,40,8,2,7,0,2,53,1,18,129,0,0,75,0,3,1,0,55,0
541354, Šumperk, Obec: Zábřeh,682,430,430,46,0,0,26,1,24,19,5,3,12,0,2,43,0,10,120,0,0,70,0,1,1,1,43,1
541354, Šumperk, Obec: Zábřeh,840,461,461,41,1,0,23,0,32,18,7,4,8,1,0,54,0,10,129,0,0,65,0,4,0,0,62,1
541354, Šumperk, Obec: Zábřeh,839,534,533,42,2,0,31,1,38,31,6,4,5,0,0,43,0,18,182,0,2,59,0,3,0,0,57,4
541354, Šumperk, Obec: Zábřeh,1 035,622,622,47,0,1,53,1,28,54,5,4,6,0,1,58,0,6,250,1,4,38,0,2,2,1,54,1
541354, Šumperk, Obec: Zábřeh,1 063,629,628,48,0,0,51,1,41,51,4,1,6,0,0,44,0,17,240,1,2,41,0,3,5,3,66,0
541354, Šumperk, Obec: Zábřeh,818,516,516,38,3,0,27,1,26,46,3,4,4,1,0,55,0,2,162,0,1,56,0,7,0,1,71,3
541354, Šumperk, Obec: Zábřeh,996,583,583,40,0,0,48,0,33,61,7,4,15,1,0,53,3,13,172,2,0,53,0,1,1,2,73,1
541354, Šumperk, Obec: Zábřeh,853,510,510,25,0,1,40,3,29,51,7,4,1,0,0,42,0,8,191,1,4,41,0,4,3,0,50,4
541354, Šumperk, Obec: Zábřeh,465,310,310,18,1,0,20,0,11,17,1,0,8,0,1,17,0,9,105,0,0,56,0,1,0,0,42,2
541354, Šumperk, Obec: Zábřeh,717,480,479,22,0,0,45,0,26,34,1,2,15,0,0,34,0,11,147,0,0,59,1,5,1,0,75,0
541354, Šumperk, Obec: Zábřeh,178,104,104,3,0,0,1,0,13,6,2,0,0,0,0,11,0,3,41,0,0,16,0,1,0,1,6,0
541354, Šumperk, Obec: Zábřeh,57,46,46,0,0,0,0,0,2,2,2,0,0,0,0,6,0,2,8,0,0,18,0,0,0,0,4,2
541354, Šumperk, Obec: Zábřeh,160,95,95,5,0,0,2,0,10,9,2,0,1,0,0,9,0,2,28,0,0,17,0,0,0,1,7,1
570338, Šumperk, Obec: Zborov,112,"63,64",112,13,0,0,8,0,11,18,0,3,0,1,0,3,0,4,31,0,0,12,0,0,1,1,6,0
541478, Šumperk, Obec: Zvole,425,"62,59",424,23,0,1,36,0,19,36,3,2,3,0,0,25,0,12,166,1,1,49,0,1,1,2,43,0
