Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
544281, České Budějovice, Obec: Borovany,135,92,92,13,0,0,14,0,1,11,0,0,1,0,0,4,0,0,30,0,0,1,0,0,0,1,16,0
535681, České Budějovice, Obec: Borovnice,78,"72,90",78,9,0,0,6,0,9,0,1,0,6,0,0,7,0,6,16,0,0,2,0,0,0,0,14,2
544299, České Budějovice, Obec: Boršov nad Vltavou,713,485,484,81,0,0,17,0,57,27,3,2,6,0,0,45,0,34,117,0,1,41,0,11,0,0,38,1
544299, České Budějovice, Obec: Boršov nad Vltavou,119,92,92,12,0,0,6,0,5,0,1,0,2,0,0,9,0,6,30,0,0,6,0,3,0,0,10,0
544299, České Budějovice, Obec: Boršov nad Vltavou,599,416,416,40,0,1,27,0,43,23,4,2,13,0,2,39,0,28,114,0,1,25,0,8,3,1,40,1
535401, České Budějovice, Obec: Bošilec,122,"70,52",122,17,1,0,12,0,4,12,0,1,2,0,0,17,1,3,32,0,2,4,0,1,0,1,11,1
551490, České Budějovice, Obec: Branišov,133,"73,48",131,20,0,0,8,0,13,6,0,0,2,0,0,17,0,7,27,0,0,13,0,5,0,3,10,0
536059, České Budějovice, Obec: Břehov,89,"74,79",86,18,0,0,3,0,7,2,0,1,1,0,0,7,0,4,23,0,1,4,1,5,0,0,9,0
535541, České Budějovice, Obec: Čakov,158,"71,82",157,26,0,0,4,0,9,22,4,1,7,0,0,21,2,11,24,1,1,6,0,5,0,0,13,0
544329, České Budějovice, Obec: Čejkovice,166,"58,87",164,10,0,0,9,0,7,17,0,0,4,0,0,15,0,8,69,0,0,7,0,0,0,0,16,2
598976, České Budějovice, Obec: Čenkov u Bechyně,40,"83,33",40,7,0,0,5,0,0,1,0,0,0,0,0,5,0,3,7,0,0,6,0,0,0,0,6,0
544256, České Budějovice, Obec: České Budějovice,3 795,703,703,120,0,1,16,0,21,34,13,2,25,3,2,94,1,65,135,2,0,28,5,10,1,2,108,10
544256, České Budějovice, Obec: České Budějovice,709,463,463,100,0,0,22,1,29,11,12,5,13,0,1,76,0,44,89,0,0,17,1,5,2,0,33,0
544256, České Budějovice, Obec: České Budějovice,787,506,506,85,1,0,31,0,16,34,7,3,11,0,2,57,0,35,127,0,2,25,1,11,1,0,51,2
544256, České Budějovice, Obec: České Budějovice,627,400,399,45,1,2,36,1,24,58,3,0,6,1,0,34,0,23,89,0,1,23,0,6,1,0,41,0
544256, České Budějovice, Obec: České Budějovice,740,482,482,57,0,0,35,1,16,37,10,4,13,0,1,55,0,39,148,2,0,16,3,4,0,0,39,1
544256, České Budějovice, Obec: České Budějovice,775,516,516,65,0,0,50,0,26,50,9,1,13,0,1,52,2,30,134,0,1,18,2,13,1,1,45,1
544256, České Budějovice, Obec: České Budějovice,648,455,453,55,0,0,28,0,25,42,8,3,7,1,2,46,0,35,138,0,0,11,1,7,1,1,39,1
544256, České Budějovice, Obec: České Budějovice,742,505,502,59,0,0,41,1,23,47,11,5,5,0,0,56,0,16,148,0,1,26,0,5,2,1,53,1
544256, České Budějovice, Obec: České Budějovice,745,501,501,60,0,0,48,1,23,46,10,0,11,1,2,65,1,36,122,0,1,16,0,12,0,2,41,3
544256, České Budějovice, Obec: České Budějovice,582,333,333,21,0,0,29,1,3,39,2,4,7,0,1,41,0,25,99,0,0,12,1,6,5,0,36,1
544256, České Budějovice, Obec: České Budějovice,783,506,506,72,0,0,28,2,18,54,8,2,6,2,1,55,0,22,142,0,0,27,1,12,1,0,48,4
544256, České Budějovice, Obec: České Budějovice,770,475,475,48,0,0,47,1,14,80,7,3,7,0,0,46,2,18,121,0,0,18,1,6,2,0,35,1
544256, České Budějovice, Obec: České Budějovice,625,369,369,40,0,0,33,0,16,28,5,7,6,0,1,28,1,11,125,3,0,17,0,8,2,0,34,2
544256, České Budějovice, Obec: České Budějovice,976,635,633,93,0,1,54,0,19,51,10,3,11,0,1,76,2,32,176,0,2,24,3,10,0,1,61,1
544256, České Budějovice, Obec: České Budějovice,299,179,179,12,0,0,23,0,10,11,2,1,2,0,0,23,0,14,42,0,1,10,0,2,0,1,16,5
544256, České Budějovice, Obec: České Budějovice,722,422,422,59,0,0,22,1,18,44,6,2,8,0,1,51,0,23,123,1,1,18,1,6,0,0,36,1
544256, České Budějovice, Obec: České Budějovice,983,593,593,100,0,1,33,0,36,21,20,1,10,0,0,68,0,65,145,0,0,26,0,8,2,0,55,0
544256, České Budějovice, Obec: České Budějovice,801,480,480,83,0,0,27,0,31,21,6,4,9,0,2,69,0,46,90,0,2,25,0,11,2,1,48,0
544256, České Budějovice, Obec: České Budějovice,620,411,411,53,0,1,21,1,21,29,8,0,7,2,4,51,0,44,106,0,0,17,2,9,1,1,30,2
544256, České Budějovice, Obec: České Budějovice,567,380,380,38,0,0,30,0,13,35,4,1,10,0,1,43,0,31,94,0,0,22,0,8,0,0,45,0
544256, České Budějovice, Obec: České Budějovice,779,467,467,53,0,0,35,0,23,34,7,1,9,0,1,51,1,27,143,1,0,24,1,5,1,2,40,1
544256, České Budějovice, Obec: České Budějovice,768,466,466,69,0,0,27,1,32,21,8,3,11,0,2,49,0,36,102,1,1,40,0,10,0,1,44,2
544256, České Budějovice, Obec: České Budějovice,934,576,574,83,2,2,25,0,29,28,13,1,14,1,2,69,0,60,122,1,1,40,0,20,1,2,52,1
544256, České Budějovice, Obec: České Budějovice,504,302,302,52,0,0,15,0,11,16,10,3,7,0,0,39,1,43,47,0,0,17,1,7,0,0,30,0
544256, České Budějovice, Obec: České Budějovice,507,330,330,38,0,0,26,0,17,37,6,3,4,1,0,31,0,21,95,0,1,16,0,3,0,0,28,1
544256, České Budějovice, Obec: České Budějovice,454,285,284,32,0,0,24,0,18,16,6,0,8,0,1,37,0,10,86,0,0,8,0,11,0,0,21,4
544256, České Budějovice, Obec: České Budějovice,754,517,517,108,0,1,30,0,23,35,6,2,11,0,2,58,1,29,131,0,1,21,1,8,3,0,41,0
544256, České Budějovice, Obec: České Budějovice,960,672,672,87,0,0,48,2,41,41,12,9,20,1,1,58,0,43,193,2,2,26,0,11,2,0,69,1
544256, České Budějovice, Obec: České Budějovice,778,515,515,63,2,0,32,0,18,56,3,1,18,0,0,56,0,29,159,1,0,18,2,8,0,0,49,0
544256, České Budějovice, Obec: České Budějovice,375,242,242,37,0,1,16,1,17,17,7,0,1,1,0,27,0,10,65,0,0,15,0,6,0,0,20,0
544256, České Budějovice, Obec: České Budějovice,618,408,408,51,0,1,22,0,18,29,6,1,12,0,1,53,0,15,124,1,1,21,0,11,1,1,36,2
544256, České Budějovice, Obec: České Budějovice,1 480,1 016,1 016,175,1,1,42,2,64,64,25,5,21,1,7,115,1,87,260,2,1,59,0,13,1,2,54,4
544256, České Budějovice, Obec: České Budějovice,865,560,560,60,0,0,49,0,13,63,6,4,13,1,3,56,1,23,181,0,1,15,1,10,1,0,51,2
544256, České Budějovice, Obec: České Budějovice,710,465,465,58,1,0,22,1,15,55,11,2,7,1,1,36,0,33,136,0,0,20,0,8,2,1,48,3
544256, České Budějovice, Obec: České Budějovice,927,542,542,53,1,0,37,0,16,75,9,4,12,0,0,76,2,30,157,0,0,13,0,3,0,2,46,1
544256, České Budějovice, Obec: České Budějovice,807,478,478,41,0,1,26,0,32,44,7,2,9,0,0,49,2,22,155,0,2,15,1,14,1,0,47,3
544256, České Budějovice, Obec: České Budějovice,684,420,417,32,0,1,30,0,5,60,12,0,6,0,0,52,0,12,149,0,0,15,0,7,0,0,34,1
544256, České Budějovice, Obec: České Budějovice,714,431,431,45,0,0,33,0,16,36,8,5,8,0,0,41,1,26,139,1,2,15,0,6,0,0,48,0
544256, České Budějovice, Obec: České Budějovice,676,437,437,47,1,0,30,1,24,43,7,2,8,1,1,35,0,25,129,0,1,27,0,5,0,1,45,1
544256, České Budějovice, Obec: České Budějovice,477,311,311,44,0,0,22,0,11,28,2,2,4,3,1,30,0,25,85,0,1,14,1,2,1,0,32,3
544256, České Budějovice, Obec: České Budějovice,770,481,480,54,0,0,41,0,24,82,6,2,7,0,0,37,0,10,144,1,1,9,0,11,4,0,46,0
544256, České Budějovice, Obec: České Budějovice,754,470,470,30,1,0,31,1,23,69,10,2,15,1,0,37,0,28,158,0,0,12,0,5,0,1,45,1
544256, České Budějovice, Obec: České Budějovice,740,512,512,43,0,0,48,2,16,71,6,5,19,2,0,50,1,22,145,2,0,19,0,6,0,1,53,0
544256, České Budějovice, Obec: České Budějovice,795,502,502,49,2,0,34,0,25,58,8,3,9,0,2,39,0,40,155,1,0,22,1,3,1,1,39,2
544256, České Budějovice, Obec: České Budějovice,831,513,512,35,0,0,55,2,18,58,8,6,6,0,1,43,0,11,174,0,0,18,0,8,2,0,59,3
544256, České Budějovice, Obec: České Budějovice,790,512,512,50,1,0,30,1,16,65,12,4,8,0,0,42,0,31,159,0,3,20,0,13,1,1,54,0
544256, České Budějovice, Obec: České Budějovice,940,539,538,61,0,0,44,0,20,72,11,4,8,0,1,41,0,26,152,1,2,28,0,1,1,1,60,2
544256, České Budějovice, Obec: České Budějovice,814,499,496,44,0,1,37,0,15,42,9,4,11,1,0,59,0,21,172,2,1,18,0,7,3,0,46,1
544256, České Budějovice, Obec: České Budějovice,811,482,482,37,0,2,36,0,25,70,13,1,12,0,0,46,0,23,137,0,1,13,1,3,2,1,56,2
544256, České Budějovice, Obec: České Budějovice,372,260,260,57,0,0,7,0,11,11,2,3,7,0,2,24,0,22,86,0,0,5,0,1,1,1,17,1
544256, České Budějovice, Obec: České Budějovice,1 042,772,771,134,0,1,58,0,52,31,18,0,13,0,3,82,3,80,184,1,1,33,0,15,1,1,52,5
544256, České Budějovice, Obec: České Budějovice,932,578,578,68,0,0,33,0,35,58,7,1,21,0,2,53,0,29,163,0,0,23,0,15,4,1,65,0
544256, České Budějovice, Obec: České Budějovice,1 160,673,672,60,3,1,47,0,28,58,7,5,10,0,1,70,0,41,202,1,1,23,1,13,0,1,91,4
544256, České Budějovice, Obec: České Budějovice,1 310,786,786,94,1,0,34,2,55,46,13,5,12,3,1,94,2,44,203,0,1,51,1,23,1,3,89,5
544256, České Budějovice, Obec: České Budějovice,845,464,464,61,3,0,24,0,25,47,16,0,7,1,0,47,0,22,150,0,0,12,0,9,0,0,36,3
544256, České Budějovice, Obec: České Budějovice,1 315,780,780,75,0,0,46,2,36,74,8,7,29,2,0,105,1,35,216,0,0,18,8,10,3,1,97,0
544256, České Budějovice, Obec: České Budějovice,999,472,472,27,1,0,39,1,15,51,4,5,13,0,0,50,0,38,109,0,0,24,0,9,1,4,74,6
544256, České Budějovice, Obec: České Budějovice,1 098,481,481,30,0,2,42,0,13,32,14,3,15,0,4,66,0,17,125,0,2,13,0,14,0,4,84,0
544256, České Budějovice, Obec: České Budějovice,1 130,684,683,60,2,0,39,0,34,63,10,4,29,0,2,81,0,30,198,0,2,18,1,13,1,1,86,0
544256, České Budějovice, Obec: České Budějovice,967,546,546,47,0,1,43,2,19,45,7,3,15,1,3,72,1,29,159,0,1,23,1,7,3,0,61,1
544256, České Budějovice, Obec: České Budějovice,909,513,513,60,2,1,38,0,32,31,11,0,9,0,1,54,0,35,120,1,2,14,1,9,3,1,78,7
544256, České Budějovice, Obec: České Budějovice,949,543,543,44,2,1,32,0,27,55,10,5,18,1,0,58,0,23,158,0,1,17,2,11,0,0,66,5
544256, České Budějovice, Obec: České Budějovice,655,387,387,62,1,0,9,1,17,23,8,5,5,0,3,62,0,30,91,0,0,24,0,3,1,0,39,1
544256, České Budějovice, Obec: České Budějovice,644,346,345,51,0,2,15,0,19,27,4,2,11,1,1,62,0,34,68,2,0,11,0,7,1,0,25,1
544256, České Budějovice, Obec: České Budějovice,681,490,490,78,0,0,39,0,26,20,6,3,11,0,1,51,0,57,132,0,0,24,1,8,2,0,29,0
544256, České Budějovice, Obec: České Budějovice,695,422,422,83,1,1,24,0,15,15,7,3,6,0,2,58,0,36,95,0,1,29,0,6,0,0,36,1
544256, České Budějovice, Obec: České Budějovice,402,301,301,41,0,0,13,0,18,15,12,3,12,0,1,36,1,30,69,0,1,10,0,10,0,0,22,4
544256, České Budějovice, Obec: České Budějovice,886,604,604,76,0,0,26,0,36,23,17,3,14,0,2,74,1,64,138,0,2,46,0,19,1,0,49,2
544256, České Budějovice, Obec: České Budějovice,742,485,485,60,1,0,22,1,18,42,10,6,16,0,1,55,0,32,125,0,0,32,1,14,1,3,37,5
544256, České Budějovice, Obec: České Budějovice,725,518,518,83,0,0,46,0,25,31,16,1,14,1,0,63,0,26,139,0,0,29,0,8,1,1,31,2
544256, České Budějovice, Obec: České Budějovice,794,553,553,88,0,0,36,0,28,33,17,0,9,0,2,54,2,64,137,1,1,32,1,7,0,2,35,2
544256, České Budějovice, Obec: České Budějovice,725,462,460,57,0,0,30,0,13,41,7,3,9,0,0,45,1,25,129,0,0,36,2,12,0,1,48,1
544256, České Budějovice, Obec: České Budějovice,541,381,381,51,1,1,27,1,20,23,5,1,10,1,0,37,0,33,102,0,2,31,0,5,1,0,27,0
544256, České Budějovice, Obec: České Budějovice,992,704,704,101,1,0,47,1,34,49,11,2,25,0,0,83,0,66,190,0,1,36,1,10,0,0,43,2
544256, České Budějovice, Obec: České Budějovice,716,459,459,61,0,0,25,0,19,29,7,1,12,0,0,72,0,44,116,0,0,21,1,6,3,0,37,1
544256, České Budějovice, Obec: České Budějovice,792,536,536,97,1,0,37,0,18,21,13,0,9,0,0,59,0,67,143,0,0,21,1,6,0,2,36,2
544256, České Budějovice, Obec: České Budějovice,972,687,686,92,0,1,66,1,23,54,12,4,10,0,2,69,0,54,175,0,0,44,1,21,1,1,50,2
544256, České Budějovice, Obec: České Budějovice,1 017,688,688,108,2,1,44,0,30,70,16,3,21,1,4,60,0,36,180,0,0,20,1,16,2,1,64,6
544256, České Budějovice, Obec: České Budějovice,1 396,996,993,215,0,0,40,0,42,28,12,5,25,0,2,98,0,94,290,3,2,45,0,15,2,1,70,0
544256, České Budějovice, Obec: České Budějovice,694,477,477,57,2,0,23,0,22,37,10,3,10,1,0,53,0,27,154,1,0,24,2,7,0,1,38,2
544256, České Budějovice, Obec: České Budějovice,864,595,595,66,0,0,30,0,36,33,7,3,11,0,2,71,0,48,178,1,0,39,1,11,3,0,51,1
544256, České Budějovice, Obec: České Budějovice,1 237,885,883,127,2,1,50,0,58,44,12,4,14,0,1,89,0,72,258,0,3,58,2,28,1,1,55,3
544256, České Budějovice, Obec: České Budějovice,531,351,351,59,0,1,26,0,5,18,4,3,5,0,1,23,0,20,116,0,0,23,0,4,2,2,32,2
544256, České Budějovice, Obec: České Budějovice,912,601,601,72,0,1,35,2,26,37,7,4,14,0,2,61,0,37,192,0,1,27,0,7,2,2,66,4
544256, České Budějovice, Obec: České Budějovice,741,487,487,34,0,0,48,1,27,24,8,2,5,1,0,46,0,28,173,0,1,18,1,6,0,0,60,4
544256, České Budějovice, Obec: České Budějovice,925,686,682,115,1,0,52,0,35,40,15,4,5,1,1,60,0,60,180,1,2,36,0,9,0,2,61,2
544256, České Budějovice, Obec: České Budějovice,706,511,511,77,1,0,19,0,25,27,15,3,10,0,0,51,0,43,148,0,2,36,0,10,0,1,39,3
544256, České Budějovice, Obec: České Budějovice,826,652,652,120,0,1,32,0,35,31,8,4,15,1,2,73,1,64,171,1,0,31,0,8,1,1,45,4
544256, České Budějovice, Obec: České Budějovice,944,671,671,99,0,0,39,2,28,43,13,5,20,0,0,97,0,39,175,0,1,23,0,9,3,0,74,0
544256, České Budějovice, Obec: České Budějovice,319,211,211,33,0,0,14,0,8,23,3,2,5,0,0,20,1,9,56,0,0,11,0,5,1,1,19,0
544256, České Budějovice, Obec: České Budějovice,722,422,422,59,0,0,22,1,18,44,6,2,8,0,1,51,0,23,123,1,1,18,1,6,0,0,36,1
544256, České Budějovice, Obec: České Budějovice,983,593,593,100,0,1,33,0,36,21,20,1,10,0,0,68,0,65,145,0,0,26,0,8,2,0,55,0
544256, České Budějovice, Obec: České Budějovice,801,480,480,83,0,0,27,0,31,21,6,4,9,0,2,69,0,46,90,0,2,25,0,11,2,1,48,0
544256, České Budějovice, Obec: České Budějovice,620,411,411,53,0,1,21,1,21,29,8,0,7,2,4,51,0,44,106,0,0,17,2,9,1,1,30,2
544256, České Budějovice, Obec: České Budějovice,567,380,380,38,0,0,30,0,13,35,4,1,10,0,1,43,0,31,94,0,0,22,0,8,0,0,45,0
544256, České Budějovice, Obec: České Budějovice,779,467,467,53,0,0,35,0,23,34,7,1,9,0,1,51,1,27,143,1,0,24,1,5,1,2,40,1
544256, České Budějovice, Obec: České Budějovice,768,466,466,69,0,0,27,1,32,21,8,3,11,0,2,49,0,36,102,1,1,40,0,10,0,1,44,2
544256, České Budějovice, Obec: České Budějovice,934,576,574,83,2,2,25,0,29,28,13,1,14,1,2,69,0,60,122,1,1,40,0,20,1,2,52,1
544256, České Budějovice, Obec: České Budějovice,504,302,302,52,0,0,15,0,11,16,10,3,7,0,0,39,1,43,47,0,0,17,1,7,0,0,30,0
544256, České Budějovice, Obec: České Budějovice,507,330,330,38,0,0,26,0,17,37,6,3,4,1,0,31,0,21,95,0,1,16,0,3,0,0,28,1
544256, České Budějovice, Obec: České Budějovice,454,285,284,32,0,0,24,0,18,16,6,0,8,0,1,37,0,10,86,0,0,8,0,11,0,0,21,4
544256, České Budějovice, Obec: České Budějovice,754,517,517,108,0,1,30,0,23,35,6,2,11,0,2,58,1,29,131,0,1,21,1,8,3,0,41,0
544256, České Budějovice, Obec: České Budějovice,960,672,672,87,0,0,48,2,41,41,12,9,20,1,1,58,0,43,193,2,2,26,0,11,2,0,69,1
544256, České Budějovice, Obec: České Budějovice,778,515,515,63,2,0,32,0,18,56,3,1,18,0,0,56,0,29,159,1,0,18,2,8,0,0,49,0
544256, České Budějovice, Obec: České Budějovice,375,242,242,37,0,1,16,1,17,17,7,0,1,1,0,27,0,10,65,0,0,15,0,6,0,0,20,0
544256, České Budějovice, Obec: České Budějovice,618,408,408,51,0,1,22,0,18,29,6,1,12,0,1,53,0,15,124,1,1,21,0,11,1,1,36,2
544256, České Budějovice, Obec: České Budějovice,1 480,1 016,1 016,175,1,1,42,2,64,64,25,5,21,1,7,115,1,87,260,2,1,59,0,13,1,2,54,4
544256, České Budějovice, Obec: České Budějovice,865,560,560,60,0,0,49,0,13,63,6,4,13,1,3,56,1,23,181,0,1,15,1,10,1,0,51,2
544256, České Budějovice, Obec: České Budějovice,710,465,465,58,1,0,22,1,15,55,11,2,7,1,1,36,0,33,136,0,0,20,0,8,2,1,48,3
544256, České Budějovice, Obec: České Budějovice,927,542,542,53,1,0,37,0,16,75,9,4,12,0,0,76,2,30,157,0,0,13,0,3,0,2,46,1
544256, České Budějovice, Obec: České Budějovice,807,478,478,41,0,1,26,0,32,44,7,2,9,0,0,49,2,22,155,0,2,15,1,14,1,0,47,3
544256, České Budějovice, Obec: České Budějovice,684,420,417,32,0,1,30,0,5,60,12,0,6,0,0,52,0,12,149,0,0,15,0,7,0,0,34,1
544256, České Budějovice, Obec: České Budějovice,714,431,431,45,0,0,33,0,16,36,8,5,8,0,0,41,1,26,139,1,2,15,0,6,0,0,48,0
544256, České Budějovice, Obec: České Budějovice,676,437,437,47,1,0,30,1,24,43,7,2,8,1,1,35,0,25,129,0,1,27,0,5,0,1,45,1
544256, České Budějovice, Obec: České Budějovice,477,311,311,44,0,0,22,0,11,28,2,2,4,3,1,30,0,25,85,0,1,14,1,2,1,0,32,3
544256, České Budějovice, Obec: České Budějovice,770,481,480,54,0,0,41,0,24,82,6,2,7,0,0,37,0,10,144,1,1,9,0,11,4,0,46,0
544256, České Budějovice, Obec: České Budějovice,754,470,470,30,1,0,31,1,23,69,10,2,15,1,0,37,0,28,158,0,0,12,0,5,0,1,45,1
544256, České Budějovice, Obec: České Budějovice,740,512,512,43,0,0,48,2,16,71,6,5,19,2,0,50,1,22,145,2,0,19,0,6,0,1,53,0
544256, České Budějovice, Obec: České Budějovice,795,502,502,49,2,0,34,0,25,58,8,3,9,0,2,39,0,40,155,1,0,22,1,3,1,1,39,2
544256, České Budějovice, Obec: České Budějovice,831,513,512,35,0,0,55,2,18,58,8,6,6,0,1,43,0,11,174,0,0,18,0,8,2,0,59,3
544256, České Budějovice, Obec: České Budějovice,790,512,512,50,1,0,30,1,16,65,12,4,8,0,0,42,0,31,159,0,3,20,0,13,1,1,54,0
544256, České Budějovice, Obec: České Budějovice,940,539,538,61,0,0,44,0,20,72,11,4,8,0,1,41,0,26,152,1,2,28,0,1,1,1,60,2
544256, České Budějovice, Obec: České Budějovice,814,499,496,44,0,1,37,0,15,42,9,4,11,1,0,59,0,21,172,2,1,18,0,7,3,0,46,1
544256, České Budějovice, Obec: České Budějovice,811,482,482,37,0,2,36,0,25,70,13,1,12,0,0,46,0,23,137,0,1,13,1,3,2,1,56,2
544256, České Budějovice, Obec: České Budějovice,372,260,260,57,0,0,7,0,11,11,2,3,7,0,2,24,0,22,86,0,0,5,0,1,1,1,17,1
544256, České Budějovice, Obec: České Budějovice,1 042,772,771,134,0,1,58,0,52,31,18,0,13,0,3,82,3,80,184,1,1,33,0,15,1,1,52,5
544256, České Budějovice, Obec: České Budějovice,932,578,578,68,0,0,33,0,35,58,7,1,21,0,2,53,0,29,163,0,0,23,0,15,4,1,65,0
544256, České Budějovice, Obec: České Budějovice,1 160,673,672,60,3,1,47,0,28,58,7,5,10,0,1,70,0,41,202,1,1,23,1,13,0,1,91,4
544256, České Budějovice, Obec: České Budějovice,1 310,786,786,94,1,0,34,2,55,46,13,5,12,3,1,94,2,44,203,0,1,51,1,23,1,3,89,5
544256, České Budějovice, Obec: České Budějovice,845,464,464,61,3,0,24,0,25,47,16,0,7,1,0,47,0,22,150,0,0,12,0,9,0,0,36,3
544256, České Budějovice, Obec: České Budějovice,1 315,780,780,75,0,0,46,2,36,74,8,7,29,2,0,105,1,35,216,0,0,18,8,10,3,1,97,0
544256, České Budějovice, Obec: České Budějovice,999,472,472,27,1,0,39,1,15,51,4,5,13,0,0,50,0,38,109,0,0,24,0,9,1,4,74,6
544256, České Budějovice, Obec: České Budějovice,1 098,481,481,30,0,2,42,0,13,32,14,3,15,0,4,66,0,17,125,0,2,13,0,14,0,4,84,0
544256, České Budějovice, Obec: České Budějovice,1 130,684,683,60,2,0,39,0,34,63,10,4,29,0,2,81,0,30,198,0,2,18,1,13,1,1,86,0
544256, České Budějovice, Obec: České Budějovice,967,546,546,47,0,1,43,2,19,45,7,3,15,1,3,72,1,29,159,0,1,23,1,7,3,0,61,1
544256, České Budějovice, Obec: České Budějovice,909,513,513,60,2,1,38,0,32,31,11,0,9,0,1,54,0,35,120,1,2,14,1,9,3,1,78,7
544256, České Budějovice, Obec: České Budějovice,949,543,543,44,2,1,32,0,27,55,10,5,18,1,0,58,0,23,158,0,1,17,2,11,0,0,66,5
544256, České Budějovice, Obec: České Budějovice,655,387,387,62,1,0,9,1,17,23,8,5,5,0,3,62,0,30,91,0,0,24,0,3,1,0,39,1
544256, České Budějovice, Obec: České Budějovice,644,346,345,51,0,2,15,0,19,27,4,2,11,1,1,62,0,34,68,2,0,11,0,7,1,0,25,1
544256, České Budějovice, Obec: České Budějovice,681,490,490,78,0,0,39,0,26,20,6,3,11,0,1,51,0,57,132,0,0,24,1,8,2,0,29,0
544256, České Budějovice, Obec: České Budějovice,695,422,422,83,1,1,24,0,15,15,7,3,6,0,2,58,0,36,95,0,1,29,0,6,0,0,36,1
544256, České Budějovice, Obec: České Budějovice,402,301,301,41,0,0,13,0,18,15,12,3,12,0,1,36,1,30,69,0,1,10,0,10,0,0,22,4
544256, České Budějovice, Obec: České Budějovice,886,604,604,76,0,0,26,0,36,23,17,3,14,0,2,74,1,64,138,0,2,46,0,19,1,0,49,2
544256, České Budějovice, Obec: České Budějovice,742,485,485,60,1,0,22,1,18,42,10,6,16,0,1,55,0,32,125,0,0,32,1,14,1,3,37,5
544256, České Budějovice, Obec: České Budějovice,725,518,518,83,0,0,46,0,25,31,16,1,14,1,0,63,0,26,139,0,0,29,0,8,1,1,31,2
544256, České Budějovice, Obec: České Budějovice,794,553,553,88,0,0,36,0,28,33,17,0,9,0,2,54,2,64,137,1,1,32,1,7,0,2,35,2
544256, České Budějovice, Obec: České Budějovice,725,462,460,57,0,0,30,0,13,41,7,3,9,0,0,45,1,25,129,0,0,36,2,12,0,1,48,1
544256, České Budějovice, Obec: České Budějovice,541,381,381,51,1,1,27,1,20,23,5,1,10,1,0,37,0,33,102,0,2,31,0,5,1,0,27,0
544256, České Budějovice, Obec: České Budějovice,992,704,704,101,1,0,47,1,34,49,11,2,25,0,0,83,0,66,190,0,1,36,1,10,0,0,43,2
544256, České Budějovice, Obec: České Budějovice,716,459,459,61,0,0,25,0,19,29,7,1,12,0,0,72,0,44,116,0,0,21,1,6,3,0,37,1
