Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Volte Pr.Blok www.cibulka.net,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Společ.proti výst.v Prok.údolí,Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Unie H.A.V.E.L.,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
547361,Praha 14, Okrsek: 14031,1 305,804,804,136,2,0,57,0,0,37,22,12,6,0,15,0,0,150,0,0,0,75,160,0,3,28,0,12,3,2,76,4
547361,Praha 14, Okrsek: 14032,933,651,650,122,0,1,45,3,0,27,14,12,2,0,11,1,1,108,1,0,1,98,118,0,0,27,1,5,0,2,44,4
547361,Praha 14, Okrsek: 14016,1 570,959,959,142,0,0,49,0,0,30,52,16,5,0,13,1,3,194,0,0,1,70,220,2,1,37,0,10,6,2,93,6
547361,Praha 14, Okrsek: 14017,1 852,1 148,1 148,190,5,2,54,1,1,34,42,24,8,0,34,1,2,231,0,0,2,119,241,1,1,52,0,10,0,2,81,8
547361,Praha 14, Okrsek: 14018,1 487,856,855,120,4,0,65,0,0,34,38,20,7,1,20,1,1,153,0,0,0,72,178,2,0,37,0,4,1,2,78,6
547361,Praha 14, Okrsek: 14019,1 241,850,850,95,2,0,53,1,1,30,45,20,4,0,26,2,2,181,0,0,1,82,182,0,0,39,0,5,3,1,71,0
547361,Praha 14, Okrsek: 14020,1 152,779,774,113,0,0,41,0,0,47,22,4,3,1,25,0,0,166,0,0,4,75,176,0,3,30,0,11,1,1,44,5
547361,Praha 14, Okrsek: 14021,1 335,865,865,117,0,0,52,0,0,40,30,21,4,1,24,1,4,146,0,0,0,107,200,1,3,30,1,6,1,1,56,9
547361,Praha 14, Okrsek: 14022,1 253,887,887,154,2,0,26,1,0,31,22,21,6,1,23,4,1,171,1,0,0,105,192,0,1,40,1,16,2,2,55,4
547361,Praha 14, Okrsek: 14023,881,646,646,108,0,0,29,0,0,26,20,15,3,0,10,1,1,98,0,0,0,73,165,0,0,28,0,3,2,0,50,4
547361,Praha 14, Okrsek: 14024,1 148,747,747,131,2,0,39,0,1,29,27,19,4,0,9,0,2,107,0,0,2,87,177,0,1,50,1,3,3,0,46,4
547361,Praha 14, Okrsek: 14025,706,522,522,102,1,0,29,1,0,17,26,7,5,0,7,0,1,68,0,0,1,54,132,0,1,22,0,1,0,4,40,0
547361,Praha 14, Okrsek: 14026,1 043,707,707,103,1,2,37,1,1,31,29,8,5,1,22,1,0,123,1,0,0,66,178,0,1,25,0,11,3,4,49,2
547361,Praha 14, Okrsek: 14027,1 127,839,839,178,2,0,33,0,0,35,19,20,4,0,26,1,1,147,0,0,0,105,152,0,0,31,0,11,5,1,61,4
547361,Praha 14, Okrsek: 14028,790,620,618,100,0,1,28,0,0,31,14,14,3,0,18,0,2,105,0,0,0,87,118,2,1,31,0,10,1,1,50,0
547361,Praha 14, Okrsek: 14029,1 508,859,859,111,5,2,61,0,1,33,52,17,10,0,23,1,0,141,2,0,1,70,180,1,0,20,0,9,2,3,101,6
547361,Praha 14, Okrsek: 14030,1 505,865,865,127,3,1,55,0,0,50,35,10,10,1,27,2,0,154,0,0,1,81,156,0,2,38,0,7,6,0,91,3
547361,Praha 14, Okrsek: 14031,1 305,804,804,136,2,0,57,0,0,37,22,12,6,0,15,0,0,150,0,0,0,75,160,0,3,28,0,12,3,2,76,4
547361,Praha 14, Okrsek: 14032,933,651,650,122,0,1,45,3,0,27,14,12,2,0,11,1,1,108,1,0,1,98,118,0,0,27,1,5,0,2,44,4
547361,Praha 14, Okrsek: 14031,1 305,804,804,136,2,0,57,0,0,37,22,12,6,0,15,0,0,150,0,0,0,75,160,0,3,28,0,12,3,2,76,4
547361,Praha 14, Okrsek: 14032,933,651,650,122,0,1,45,3,0,27,14,12,2,0,11,1,1,108,1,0,1,98,118,0,0,27,1,5,0,2,44,4
547387,Praha 15, Okrsek: 15001,1 309,871,871,96,2,3,46,0,1,35,75,19,1,0,21,1,2,150,0,0,0,80,209,0,0,27,1,6,7,1,77,4
547387,Praha 15, Okrsek: 15002,1 056,704,704,93,2,0,46,1,2,36,33,13,6,0,16,0,0,128,0,0,1,51,182,0,2,32,1,3,1,0,51,2
547387,Praha 15, Okrsek: 15003,1 284,794,793,99,2,0,44,1,1,30,45,17,8,0,17,4,2,141,0,0,0,63,196,0,0,22,2,6,6,1,73,4
547387,Praha 15, Okrsek: 15004,671,508,508,79,0,0,33,1,1,15,46,6,2,1,5,0,2,84,0,0,0,38,148,0,2,12,0,2,0,0,30,0
547387,Praha 15, Okrsek: 15005,1 072,756,756,91,1,0,41,0,1,23,37,17,7,0,15,0,1,173,0,1,2,73,191,0,2,13,0,8,2,0,50,3
547387,Praha 15, Okrsek: 15006,1 361,945,944,150,1,0,30,2,1,65,52,17,6,0,23,2,1,180,0,0,1,107,197,0,0,28,0,6,1,1,66,3
547387,Praha 15, Okrsek: 15007,1 045,703,703,87,0,0,30,0,0,29,23,14,3,0,17,0,1,152,0,0,0,69,169,1,1,25,0,7,3,0,70,1
547387,Praha 15, Okrsek: 15008,1 241,817,817,103,1,1,58,0,2,32,24,16,0,0,25,0,3,162,0,0,1,90,179,2,2,22,1,15,2,1,72,3
547387,Praha 15, Okrsek: 15009,873,598,598,86,0,1,25,1,1,20,24,21,1,0,17,1,1,106,0,0,0,55,165,0,0,28,1,1,1,1,35,1
547387,Praha 15, Okrsek: 15010,905,599,597,86,1,0,36,0,0,22,28,12,2,0,11,0,1,96,0,0,0,61,158,0,1,28,0,6,2,0,42,1
547387,Praha 15, Okrsek: 15011,883,649,648,99,0,1,43,0,0,25,23,8,1,0,15,0,1,79,1,0,0,67,202,0,0,22,1,7,1,0,46,1
547387,Praha 15, Okrsek: 15012,642,454,454,67,0,3,45,2,0,15,16,8,3,0,11,0,0,67,0,0,0,29,133,1,1,20,0,4,1,0,25,2
547387,Praha 15, Okrsek: 15013,685,460,459,68,2,0,41,0,0,9,27,9,2,0,4,0,0,69,1,0,0,33,141,0,0,18,2,2,0,0,26,2
547387,Praha 15, Okrsek: 15014,788,533,533,91,0,4,30,0,1,12,15,8,1,0,7,0,0,74,0,0,0,47,189,1,0,7,0,6,2,1,30,3
547387,Praha 15, Okrsek: 15015,1 097,840,840,167,0,1,41,0,0,41,45,20,4,0,20,4,0,123,0,0,0,107,186,0,0,21,0,2,1,4,51,2
547387,Praha 15, Okrsek: 15016,1 062,744,742,143,0,0,41,0,0,40,25,12,2,1,15,1,1,147,0,1,0,83,142,0,1,22,0,9,3,1,38,4
547387,Praha 15, Okrsek: 15017,1 103,740,739,114,0,1,47,1,1,23,27,13,3,1,14,0,1,141,0,0,1,81,169,0,2,26,0,0,2,2,60,3
547387,Praha 15, Okrsek: 15018,971,699,699,131,0,1,41,1,0,36,21,16,1,0,20,0,1,116,0,1,0,55,162,0,2,26,0,9,0,0,57,2
547387,Praha 15, Okrsek: 15019,1 495,990,990,160,1,0,63,0,0,61,39,26,0,1,21,2,0,163,0,0,1,137,188,3,2,49,0,11,0,0,59,2
547387,Praha 15, Okrsek: 15020,1 155,835,835,155,1,2,31,1,0,35,29,17,5,0,16,0,4,154,0,1,1,106,168,0,1,37,0,7,0,0,61,2
547387,Praha 15, Okrsek: 15021,1 148,811,811,148,2,0,39,2,0,43,19,8,4,2,19,0,0,166,0,0,0,88,141,0,1,50,0,10,1,0,60,3
547387,Praha 15, Okrsek: 15022,1 141,771,771,103,0,0,43,0,0,32,35,18,4,0,27,5,0,138,0,0,0,53,220,0,1,27,0,9,0,0,52,4
547387,Praha 15, Okrsek: 15023,1 289,461,461,128,1,0,11,0,1,23,5,3,1,0,8,1,0,77,0,0,0,51,93,0,0,17,0,6,0,2,31,1
547387,Praha 15, Okrsek: 15016,1 062,744,742,143,0,0,41,0,0,40,25,12,2,1,15,1,1,147,0,1,0,83,142,0,1,22,0,9,3,1,38,4
547387,Praha 15, Okrsek: 15017,1 103,740,739,114,0,1,47,1,1,23,27,13,3,1,14,0,1,141,0,0,1,81,169,0,2,26,0,0,2,2,60,3
547387,Praha 15, Okrsek: 15018,971,699,699,131,0,1,41,1,0,36,21,16,1,0,20,0,1,116,0,1,0,55,162,0,2,26,0,9,0,0,57,2
547387,Praha 15, Okrsek: 15019,1 495,990,990,160,1,0,63,0,0,61,39,26,0,1,21,2,0,163,0,0,1,137,188,3,2,49,0,11,0,0,59,2
547387,Praha 15, Okrsek: 15020,1 155,835,835,155,1,2,31,1,0,35,29,17,5,0,16,0,4,154,0,1,1,106,168,0,1,37,0,7,0,0,61,2
547387,Praha 15, Okrsek: 15021,1 148,811,811,148,2,0,39,2,0,43,19,8,4,2,19,0,0,166,0,0,0,88,141,0,1,50,0,10,1,0,60,3
547387,Praha 15, Okrsek: 15022,1 141,771,771,103,0,0,43,0,0,32,35,18,4,0,27,5,0,138,0,0,0,53,220,0,1,27,0,9,0,0,52,4
547387,Praha 15, Okrsek: 15023,1 289,461,461,128,1,0,11,0,1,23,5,3,1,0,8,1,0,77,0,0,0,51,93,0,0,17,0,6,0,2,31,1
539601,Praha 16, Okrsek: 16001,591,427,427,86,0,2,17,1,0,16,26,7,4,0,1,0,1,55,0,0,0,36,124,0,0,19,0,2,0,0,27,0
539601,Praha 16, Okrsek: 16002,861,670,669,164,1,0,26,0,1,41,32,3,7,0,8,0,0,115,0,0,0,68,144,0,1,24,0,7,3,2,20,0
539601,Praha 16, Okrsek: 16003,651,447,447,69,1,0,26,1,3,17,29,10,4,3,11,0,1,77,0,0,1,28,114,0,1,18,1,6,1,4,18,0
539601,Praha 16, Okrsek: 16004,546,276,276,55,1,0,19,3,0,13,9,3,0,2,7,0,1,51,0,0,0,25,61,1,0,6,0,0,0,0,17,0
539601,Praha 16, Okrsek: 16005,1 124,775,775,133,0,1,38,0,0,35,30,14,4,1,18,3,0,150,0,0,0,105,140,1,0,38,0,9,1,1,46,1
539601,Praha 16, Okrsek: 16006,747,576,576,115,0,0,29,1,0,25,15,5,2,0,10,1,0,105,0,0,0,112,93,0,3,20,0,9,1,1,24,1
539601,Praha 16, Okrsek: 16007,675,528,528,116,2,0,23,0,1,28,21,7,5,0,10,2,1,77,0,0,0,62,124,0,0,23,0,3,0,0,20,1
539601,Praha 16, Okrsek: 16008,948,678,678,127,1,0,33,0,1,35,19,6,2,2,24,0,2,142,0,0,0,73,127,0,1,22,0,7,3,1,39,3
547174,Praha 17, Okrsek: 17001,1 082,753,752,108,5,2,52,2,0,41,39,8,2,0,8,1,2,136,0,0,1,76,177,0,2,28,0,9,2,0,43,3
547174,Praha 17, Okrsek: 17002,1 790,877,876,146,6,1,48,0,0,28,56,10,4,0,20,1,2,174,0,0,0,91,165,1,2,52,0,7,2,1,56,2
547174,Praha 17, Okrsek: 17003,594,407,407,56,0,0,27,0,0,22,31,10,3,0,7,0,0,53,0,0,0,39,97,1,0,23,0,6,3,0,23,2
547174,Praha 17, Okrsek: 17004,1 082,661,661,102,1,0,37,0,0,34,41,13,3,1,16,0,2,119,0,0,1,56,151,1,0,21,0,10,1,1,43,5
547174,Praha 17, Okrsek: 17005,1 010,665,665,72,1,0,38,1,0,39,40,18,2,2,13,1,1,109,0,0,1,64,166,0,2,27,0,6,2,3,55,1
547174,Praha 17, Okrsek: 17006,775,509,509,59,1,0,34,0,0,28,21,8,4,1,7,0,0,81,0,0,1,36,168,0,1,7,0,7,2,0,39,1
547174,Praha 17, Okrsek: 17007,888,612,612,101,1,1,42,1,0,29,31,8,3,0,13,0,0,95,0,0,0,60,161,0,0,25,0,5,1,0,34,1
547174,Praha 17, Okrsek: 17008,843,583,583,53,3,1,46,1,0,23,57,16,2,0,18,0,2,94,0,0,0,36,149,1,0,21,0,7,2,1,49,1
547174,Praha 17, Okrsek: 17009,869,521,519,55,0,0,40,0,0,34,35,7,2,0,16,0,1,90,0,0,0,46,123,0,0,19,0,5,2,1,40,0
547174,Praha 17, Okrsek: 17010,1 352,852,852,106,0,1,46,0,0,27,45,16,2,0,24,2,2,163,0,0,1,62,238,0,1,31,0,7,3,2,66,5
547174,Praha 17, Okrsek: 17011,892,549,547,74,1,0,25,0,0,23,38,9,2,0,13,1,1,99,0,1,0,42,140,0,2,16,0,4,0,1,54,0
547174,Praha 17, Okrsek: 17012,1 006,694,694,88,3,0,49,0,0,40,55,11,4,0,23,1,1,115,1,0,0,49,160,0,0,23,1,8,1,1,55,3
547174,Praha 17, Okrsek: 17013,1 029,706,706,82,0,1,46,0,0,29,54,12,4,0,17,0,2,147,0,0,0,58,155,1,0,28,1,6,0,0,56,2
547174,Praha 17, Okrsek: 17014,1 153,739,736,89,3,1,46,0,0,33,35,18,1,0,26,0,0,147,0,0,0,72,151,1,1,37,0,12,1,0,58,2
547174,Praha 17, Okrsek: 17015,921,622,622,111,4,0,33,0,0,29,25,21,3,0,5,0,2,110,0,0,1,69,107,0,1,38,0,4,2,0,53,1
547174,Praha 17, Okrsek: 17016,1 179,866,866,143,3,4,33,0,2,45,32,19,3,0,18,0,0,189,0,1,0,80,172,1,1,31,1,8,2,1,72,3
547174,Praha 17, Okrsek: 17017,864,609,609,73,3,0,53,0,0,27,57,8,3,0,19,0,1,104,0,0,0,64,125,0,1,15,0,6,1,1,43,1
547174,Praha 17, Okrsek: 17018,894,657,657,141,0,2,32,0,0,21,20,16,3,1,7,0,4,90,0,0,1,88,146,1,0,36,0,6,2,0,33,0
547174,Praha 17, Okrsek: 17016,1 179,866,866,143,3,4,33,0,2,45,32,19,3,0,18,0,0,189,0,1,0,80,172,1,1,31,1,8,2,1,72,3
547174,Praha 17, Okrsek: 17017,864,609,609,73,3,0,53,0,0,27,57,8,3,0,19,0,1,104,0,0,0,64,125,0,1,15,0,6,1,1,43,1
547174,Praha 17, Okrsek: 17018,894,657,657,141,0,2,32,0,0,21,20,16,3,1,7,0,4,90,0,0,1,88,146,1,0,36,0,6,2,0,33,0
547417,Praha 18, Okrsek: 18001,1 270,623,622,107,0,2,34,0,0,28,35,11,3,0,25,0,2,88,1,0,0,73,132,1,0,16,1,3,3,0,45,4
547417,Praha 18, Okrsek: 18002,1 009,741,741,128,1,0,53,1,1,31,26,19,3,0,22,1,0,147,0,0,0,97,147,0,0,14,0,7,1,0,37,4
547417,Praha 18, Okrsek: 18003,1 468,1 055,1 052,190,0,0,42,0,2,61,28,20,3,0,34,1,3,208,0,0,0,135,180,0,0,48,1,18,2,0,65,2
547417,Praha 18, Okrsek: 18004,1 120,810,810,140,0,0,53,1,0,49,26,12,3,0,21,2,1,122,0,0,1,77,204,1,0,28,0,5,2,2,47,5
547417,Praha 18, Okrsek: 18005,1 038,659,659,70,0,1,43,0,0,14,29,11,8,1,16,0,0,119,0,0,0,52,173,0,2,31,0,4,5,1,70,3
547417,Praha 18, Okrsek: 18006,933,583,583,95,0,1,49,0,0,21,22,12,5,0,8,0,0,97,1,0,0,50,128,0,2,18,0,7,1,0,58,2
547417,Praha 18, Okrsek: 18007,1 017,676,676,87,0,0,48,0,2,23,39,10,5,0,19,2,3,118,1,0,0,48,190,1,1,14,0,5,1,1,53,3
547417,Praha 18, Okrsek: 18008,975,606,606,78,3,0,42,0,0,22,43,10,2,0,20,0,2,97,0,0,0,40,169,0,2,14,0,5,2,0,49,0
547417,Praha 18, Okrsek: 18009,1 069,691,691,100,0,0,40,0,0,19,48,21,5,0,14,0,1,110,0,0,0,66,156,0,1,37,0,6,2,1,58,5
547417,Praha 18, Okrsek: 18010,976,628,628,77,0,0,32,1,0,21,53,19,8,0,17,0,0,78,1,0,0,49,193,0,0,14,0,2,2,1,52,5
547417,Praha 18, Okrsek: 18011,1 037,692,692,81,0,1,55,0,0,25,40,16,2,0,13,1,0,77,2,0,1,45,230,0,1,28,0,4,4,0,60,0
547417,Praha 18, Okrsek: 18012,729,531,531,71,1,0,29,0,0,34,8,7,1,0,24,0,0,111,0,0,0,85,99,0,2,24,0,3,0,1,31,0
547344,Praha 19, Okrsek: 19001,835,644,644,147,2,0,36,0,0,33,33,10,5,0,13,0,1,103,0,0,0,46,131,0,1,22,0,11,1,0,43,2
547344,Praha 19, Okrsek: 19002,798,550,550,76,5,0,47,0,0,34,37,8,2,0,15,0,0,85,0,0,0,41,119,0,0,22,1,7,1,1,42,1
547344,Praha 19, Okrsek: 19003,1 101,839,838,163,0,0,49,0,0,37,38,18,7,0,17,0,2,108,2,0,0,80,212,1,0,39,0,4,3,0,51,3
547344,Praha 19, Okrsek: 19004,1 224,815,815,116,4,0,55,0,1,44,51,13,6,1,19,2,4,122,0,0,0,66,184,0,1,36,1,9,3,1,64,6
547344,Praha 19, Okrsek: 19005,157,108,108,10,0,0,2,1,0,1,6,1,1,0,4,0,0,29,0,0,0,6,22,0,0,8,0,2,0,0,14,0
547344,Praha 19, Okrsek: 19006,700,540,540,118,0,0,23,0,0,50,10,10,4,0,9,0,1,99,1,0,4,86,62,0,1,32,0,2,1,0,23,1
500089,Praha 2, Okrsek: 2001,549,376,376,63,0,0,10,0,0,31,11,16,0,1,6,0,2,80,1,0,0,67,45,1,0,9,0,3,0,0,23,2
500089,Praha 2, Okrsek: 2002,379,278,278,48,0,0,13,1,0,12,13,14,0,0,6,0,1,48,0,0,0,50,46,0,0,7,0,4,0,0,13,0
500089,Praha 2, Okrsek: 2003,719,489,488,86,1,0,22,0,1,29,16,13,0,0,8,0,1,111,0,0,1,74,72,1,0,28,0,6,0,0,17,0
500089,Praha 2, Okrsek: 2004,860,585,584,123,0,3,20,0,1,37,12,25,3,0,7,0,3,102,0,0,1,121,71,0,0,22,1,5,0,0,23,0
500089,Praha 2, Okrsek: 2005,642,446,446,78,0,0,27,1,0,16,8,18,0,0,14,0,0,66,0,0,1,85,69,0,0,34,0,5,0,2,17,1
500089,Praha 2, Okrsek: 2006,701,508,508,77,0,0,19,0,0,32,10,31,0,0,10,0,1,117,0,0,0,112,40,1,0,22,0,4,0,0,27,1
500089,Praha 2, Okrsek: 2007,755,505,504,97,0,0,14,0,0,37,11,23,2,0,11,0,0,97,0,0,0,80,67,0,0,37,0,6,0,0,20,0
500089,Praha 2, Okrsek: 2008,630,407,407,87,0,0,20,1,0,8,9,12,0,1,17,1,0,86,0,0,0,70,59,0,0,19,0,4,0,1,8,1
500089,Praha 2, Okrsek: 2009,803,532,532,97,0,0,21,1,0,30,10,24,1,2,14,0,3,93,0,0,1,93,83,1,0,39,0,4,0,0,14,0
500089,Praha 2, Okrsek: 2010,701,485,485,99,0,0,20,0,0,23,5,15,0,0,8,0,2,65,0,0,0,82,80,0,0,49,0,2,1,0,28,2
500089,Praha 2, Okrsek: 2011,689,467,466,88,0,2,23,1,0,26,13,13,2,0,8,0,1,86,0,0,0,74,68,0,0,16,0,4,1,1,29,3
500089,Praha 2, Okrsek: 2012,677,427,427,87,2,0,23,0,0,16,22,11,2,1,5,1,0,79,0,0,1,76,53,0,0,17,0,7,3,0,20,0
500089,Praha 2, Okrsek: 2013,548,402,402,70,2,0,22,0,0,28,15,17,0,0,9,0,0,84,0,0,0,66,45,0,1,20,0,3,1,0,15,0
500089,Praha 2, Okrsek: 2014,597,396,396,63,0,0,17,0,0,26,10,14,0,0,5,0,0,69,1,0,0,76,59,0,0,31,0,2,0,0,17,1
500089,Praha 2, Okrsek: 2015,531,389,389,70,0,1,14,0,0,20,10,15,1,0,16,0,0,66,0,0,1,85,49,0,0,28,0,1,0,0,11,0
500089,Praha 2, Okrsek: 2016,830,566,565,139,0,1,27,0,0,17,13,23,2,0,8,0,0,95,0,0,0,105,71,0,1,24,0,11,0,0,26,1
500089,Praha 2, Okrsek: 2017,706,464,464,110,1,0,20,0,1,29,6,10,2,0,15,0,1,80,0,0,0,81,49,0,2,23,0,6,2,0,23,1
500089,Praha 2, Okrsek: 2018,788,550,538,102,1,0,34,0,0,28,19,11,0,0,12,0,2,101,0,0,0,86,78,0,0,26,0,6,0,0,30,2
500089,Praha 2, Okrsek: 2019,638,432,432,76,0,0,26,0,0,28,13,16,1,0,8,1,0,79,0,0,0,85,49,0,1,18,3,2,1,0,16,0
500089,Praha 2, Okrsek: 2020,1 722,635,631,118,0,1,27,0,0,25,13,21,3,0,21,1,0,133,0,0,1,119,63,0,0,28,0,8,3,0,40,1
500089,Praha 2, Okrsek: 2021,715,425,423,80,1,1,18,1,0,17,13,11,3,0,13,0,1,89,0,0,0,61,62,0,0,16,1,6,1,0,27,0
500089,Praha 2, Okrsek: 2022,798,501,501,99,0,0,23,1,1,17,11,20,1,0,11,0,0,71,1,0,0,104,70,0,3,34,0,1,1,0,30,0
500089,Praha 2, Okrsek: 2023,817,557,557,96,0,0,40,0,1,28,32,16,2,0,6,1,1,90,0,0,0,87,100,0,0,14,1,6,0,0,30,0
500089,Praha 2, Okrsek: 2024,800,543,541,120,1,1,26,1,0,17,10,14,1,0,11,1,1,79,0,0,1,96,84,0,0,27,1,3,0,1,44,0
500089,Praha 2, Okrsek: 2025,735,503,502,92,1,0,24,0,1,29,19,16,4,0,5,0,1,83,1,0,0,94,57,0,1,23,0,5,2,0,40,1
500089,Praha 2, Okrsek: 2026,649,460,460,110,0,0,20,0,0,24,6,12,0,0,10,0,0,74,0,0,0,93,46,0,0,34,0,3,0,1,24,0
500089,Praha 2, Okrsek: 2027,952,575,575,85,1,0,36,1,1,43,18,14,0,0,9,0,1,127,0,1,1,83,72,0,1,28,0,9,2,0,35,1
500089,Praha 2, Okrsek: 2028,1 115,711,711,125,0,0,41,4,0,34,24,17,0,1,25,1,3,132,0,2,1,113,87,0,1,45,1,10,2,1,38,3
500089,Praha 2, Okrsek: 2029,839,489,481,91,0,0,20,0,1,37,17,17,0,1,5,0,0,89,0,0,0,62,80,0,0,13,1,4,0,0,37,3
500089,Praha 2, Okrsek: 2030,754,440,437,70,1,0,19,0,0,29,18,9,2,0,10,0,0,78,0,0,0,75,60,0,0,20,0,8,0,1,34,1
500089,Praha 2, Okrsek: 2031,632,369,369,69,0,0,16,1,1,9,12,5,0,0,18,0,0,69,0,0,0,50,65,0,4,18,0,1,0,0,25,2
500089,Praha 2, Okrsek: 2032,949,589,589,91,0,0,14,0,0,26,20,23,3,0,16,0,0,136,1,0,0,100,79,1,0,46,0,2,2,0,28,1
500089,Praha 2, Okrsek: 2033,933,606,605,107,1,2,19,0,0,22,12,29,1,0,19,0,3,113,0,0,0,116,73,0,1,44,1,6,0,0,27,2
500089,Praha 2, Okrsek: 2034,744,494,492,88,0,0,31,1,0,16,12,17,0,0,5,0,0,95,0,0,0,82,79,2,1,22,0,12,1,0,22,6
500089,Praha 2, Okrsek: 2035,820,546,545,86,0,0,23,0,0,25,14,23,2,0,13,1,0,99,0,0,0,97,93,0,0,27,0,1,3,0,32,3
500089,Praha 2, Okrsek: 2036,604,360,357,62,1,0,21,0,0,16,6,11,1,0,12,0,0,77,0,0,0,54,46,0,0,20,0,1,1,0,27,0
500089,Praha 2, Okrsek: 2037,661,392,392,65,0,0,21,2,0,19,9,11,3,1,10,0,0,75,1,0,0,50,71,0,1,26,0,3,0,0,20,2
500089,Praha 2, Okrsek: 2038,490,272,272,61,0,3,12,0,0,10,9,2,0,0,3,1,1,49,0,0,0,42,31,0,0,14,0,1,3,0,20,1
500089,Praha 2, Okrsek: 2039,645,408,404,73,0,1,22,0,0,22,16,16,3,0,6,0,1,68,1,0,0,51,44,1,0,45,0,1,3,0,24,0
500089,Praha 2, Okrsek: 2040,640,417,417,71,0,0,32,0,1,20,13,7,1,0,6,2,2,80,0,0,0,43,72,0,0,33,1,3,3,0,22,2
500089,Praha 2, Okrsek: 2041,395,213,213,46,0,0,6,0,0,14,13,4,2,0,4,1,0,29,0,1,0,35,33,0,0,11,0,2,0,0,10,2
500089,Praha 2, Okrsek: 2042,475,362,362,63,0,0,11,0,1,24,11,14,4,0,9,0,2,67,0,0,1,68,35,0,0,29,0,3,0,0,17,0
500089,Praha 2, Okrsek: 2043,631,450,447,89,0,1,20,1,0,33,10,12,2,0,13,1,0,89,0,0,0,76,52,0,0,19,0,5,0,0,22,0
500089,Praha 2, Okrsek: 2044,714,508,507,70,1,1,31,0,0,24,15,24,4,0,12,0,3,84,0,0,0,64,105,0,1,36,0,6,0,0,20,1
500089,Praha 2, Okrsek: 2045,669,478,477,72,0,0,26,2,0,33,8,2,0,0,13,1,0,92,0,0,0,94,63,0,0,32,0,8,2,0,26,0
500089,Praha 2, Okrsek: 2016,830,566,565,139,0,1,27,0,0,17,13,23,2,0,8,0,0,95,0,0,0,105,71,0,1,24,0,11,0,0,26,1
500089,Praha 2, Okrsek: 2017,706,464,464,110,1,0,20,0,1,29,6,10,2,0,15,0,1,80,0,0,0,81,49,0,2,23,0,6,2,0,23,1
500089,Praha 2, Okrsek: 2018,788,550,538,102,1,0,34,0,0,28,19,11,0,0,12,0,2,101,0,0,0,86,78,0,0,26,0,6,0,0,30,2
500089,Praha 2, Okrsek: 2019,638,432,432,76,0,0,26,0,0,28,13,16,1,0,8,1,0,79,0,0,0,85,49,0,1,18,3,2,1,0,16,0
500089,Praha 2, Okrsek: 2020,1 722,635,631,118,0,1,27,0,0,25,13,21,3,0,21,1,0,133,0,0,1,119,63,0,0,28,0,8,3,0,40,1
500089,Praha 2, Okrsek: 2021,715,425,423,80,1,1,18,1,0,17,13,11,3,0,13,0,1,89,0,0,0,61,62,0,0,16,1,6,1,0,27,0
500089,Praha 2, Okrsek: 2022,798,501,501,99,0,0,23,1,1,17,11,20,1,0,11,0,0,71,1,0,0,104,70,0,3,34,0,1,1,0,30,0
500089,Praha 2, Okrsek: 2023,817,557,557,96,0,0,40,0,1,28,32,16,2,0,6,1,1,90,0,0,0,87,100,0,0,14,1,6,0,0,30,0
500089,Praha 2, Okrsek: 2024,800,543,541,120,1,1,26,1,0,17,10,14,1,0,11,1,1,79,0,0,1,96,84,0,0,27,1,3,0,1,44,0
500089,Praha 2, Okrsek: 2025,735,503,502,92,1,0,24,0,1,29,19,16,4,0,5,0,1,83,1,0,0,94,57,0,1,23,0,5,2,0,40,1
500089,Praha 2, Okrsek: 2026,649,460,460,110,0,0,20,0,0,24,6,12,0,0,10,0,0,74,0,0,0,93,46,0,0,34,0,3,0,1,24,0
500089,Praha 2, Okrsek: 2027,952,575,575,85,1,0,36,1,1,43,18,14,0,0,9,0,1,127,0,1,1,83,72,0,1,28,0,9,2,0,35,1
500089,Praha 2, Okrsek: 2028,1 115,711,711,125,0,0,41,4,0,34,24,17,0,1,25,1,3,132,0,2,1,113,87,0,1,45,1,10,2,1,38,3
500089,Praha 2, Okrsek: 2029,839,489,481,91,0,0,20,0,1,37,17,17,0,1,5,0,0,89,0,0,0,62,80,0,0,13,1,4,0,0,37,3
500089,Praha 2, Okrsek: 2030,754,440,437,70,1,0,19,0,0,29,18,9,2,0,10,0,0,78,0,0,0,75,60,0,0,20,0,8,0,1,34,1
500089,Praha 2, Okrsek: 2031,632,369,369,69,0,0,16,1,1,9,12,5,0,0,18,0,0,69,0,0,0,50,65,0,4,18,0,1,0,0,25,2
500089,Praha 2, Okrsek: 2032,949,589,589,91,0,0,14,0,0,26,20,23,3,0,16,0,0,136,1,0,0,100,79,1,0,46,0,2,2,0,28,1
