Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
553433, Domažlice, Obec: Babylon,171,"74,35",169,19,0,0,8,0,17,20,0,1,3,0,0,18,0,0,4,48,1,8,0,2,0,0,20,0
553441, Domažlice, Obec: Bělá nad Radbuzou,876,420,420,43,1,0,34,1,55,46,2,3,3,1,0,25,0,1,4,125,0,6,0,1,0,0,66,2
553441, Domažlice, Obec: Bělá nad Radbuzou,518,257,257,11,0,0,19,0,45,35,6,2,1,0,0,13,0,0,3,80,0,5,0,0,0,1,27,4
553450, Domažlice, Obec: Blížejov,764,395,395,44,1,1,28,0,19,34,5,2,6,1,2,31,0,0,2,134,0,7,0,7,3,2,63,1
553450, Domažlice, Obec: Blížejov,93,58,58,4,0,0,4,0,5,11,0,0,2,0,0,7,0,0,0,15,0,1,0,0,0,0,8,1
553450, Domažlice, Obec: Blížejov,125,81,81,4,0,0,5,0,3,8,0,5,1,0,0,7,0,0,5,19,0,4,0,1,1,2,16,0
553450, Domažlice, Obec: Blížejov,57,34,34,3,0,0,1,0,4,1,0,0,0,0,0,4,0,0,3,13,0,1,0,0,0,0,4,0
553450, Domažlice, Obec: Blížejov,90,53,53,7,0,0,3,0,2,1,0,2,0,0,0,6,0,0,0,24,0,0,0,0,0,0,8,0
566136, Domažlice, Obec: Brnířov,170,"57,82",170,40,0,0,11,0,9,6,0,2,0,0,1,13,0,0,4,50,0,11,0,0,4,1,18,0
553506, Domažlice, Obec: Bukovec,44,"55,70",44,7,0,0,7,0,3,3,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,2,0
566080, Domažlice, Obec: Čečovice,24,"38,71",24,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,10,0,0,0,0,0,0,8,0
553514, Domažlice, Obec: Čermná,134,"66,01",134,26,2,0,11,1,10,15,2,1,1,0,0,8,0,0,3,38,0,7,0,0,0,0,9,0
566098, Domažlice, Obec: Černovice,71,"41,52",69,6,0,0,14,0,6,9,1,0,1,0,1,0,0,0,0,18,0,4,0,0,0,1,8,0
553549, Domažlice, Obec: Česká Kubice,360,175,175,10,0,0,14,1,14,16,0,2,0,0,0,16,0,0,7,59,0,6,0,2,0,0,28,0
553549, Domažlice, Obec: Česká Kubice,109,62,62,4,3,0,10,0,4,7,1,2,1,0,0,4,0,0,4,10,0,2,0,1,0,0,7,0
553549, Domažlice, Obec: Česká Kubice,80,33,33,0,0,0,3,0,2,8,1,1,0,0,0,4,0,0,1,11,0,1,0,0,0,0,1,0
553557, Domažlice, Obec: Díly,219,"69,52",217,24,0,0,20,0,12,21,1,1,0,0,1,16,0,0,12,78,0,12,0,0,1,3,15,0
553425, Domažlice, Obec: Domažlice,859,625,625,90,1,0,57,1,47,47,6,3,5,0,2,49,1,0,22,158,0,54,1,15,0,0,59,2
553425, Domažlice, Obec: Domažlice,844,468,468,59,0,0,35,1,23,55,4,3,4,0,0,43,0,0,10,125,2,34,0,2,1,0,63,1
553425, Domažlice, Obec: Domažlice,640,377,377,27,0,0,37,0,11,47,0,4,3,0,1,24,1,1,12,142,0,28,0,1,1,0,36,0
553425, Domažlice, Obec: Domažlice,593,388,388,18,0,0,32,1,18,55,1,7,2,0,0,47,1,0,5,121,0,30,0,5,1,0,44,0
553425, Domažlice, Obec: Domažlice,751,499,499,77,0,0,44,0,30,48,5,7,1,0,3,37,1,1,21,136,0,39,0,4,1,0,39,2
553425, Domažlice, Obec: Domažlice,655,377,377,26,1,0,48,0,23,34,6,5,1,0,2,38,0,0,15,103,0,21,0,2,0,2,47,1
553425, Domažlice, Obec: Domažlice,756,428,428,51,1,0,37,1,29,40,6,4,9,0,0,46,0,0,8,117,2,20,0,1,1,2,52,1
553425, Domažlice, Obec: Domažlice,852,493,493,38,0,0,58,0,28,56,8,4,1,0,0,49,0,0,9,129,0,36,0,1,0,1,73,1
553425, Domažlice, Obec: Domažlice,642,403,403,63,0,0,22,0,23,35,3,4,3,0,0,37,0,0,14,102,1,39,0,7,0,0,49,1
553425, Domažlice, Obec: Domažlice,1 006,452,452,60,1,0,37,0,19,43,8,8,4,0,4,53,0,0,33,85,0,33,0,2,0,0,58,0
553425, Domažlice, Obec: Domažlice,802,479,479,71,2,2,37,2,20,38,3,4,2,0,1,52,0,0,17,122,0,35,3,4,0,2,60,2
553425, Domažlice, Obec: Domažlice,154,105,105,12,0,0,5,0,7,10,3,2,0,0,0,8,1,0,2,29,0,8,0,0,1,0,15,0
553573, Domažlice, Obec: Drahotín,64,"42,11",64,4,0,0,5,0,6,5,0,0,1,0,0,2,0,0,1,32,0,1,0,0,0,0,7,0
553581, Domažlice, Obec: Draženov,219,"66,36",219,18,0,0,18,0,10,14,1,3,5,0,0,10,0,0,3,81,0,21,0,3,3,0,28,1
553620, Domažlice, Obec: Hlohová,143,"65,00",142,19,0,0,15,0,6,15,0,5,2,0,0,17,0,0,8,30,1,3,0,1,0,0,20,0
566641, Domažlice, Obec: Hlohovčice,108,"68,79",108,5,0,0,9,0,6,16,1,3,2,0,0,7,0,0,0,28,0,2,2,0,3,0,24,0
553654, Domažlice, Obec: Holýšov,831,377,377,34,0,0,34,0,23,40,0,0,4,1,3,27,0,0,9,139,0,4,0,0,0,2,56,0
553654, Domažlice, Obec: Holýšov,824,470,470,33,2,0,47,0,29,35,5,4,8,1,3,49,0,0,13,139,2,4,0,4,0,2,85,2
553654, Domažlice, Obec: Holýšov,798,464,464,58,1,0,35,0,32,30,3,7,2,0,2,32,0,0,12,146,1,4,0,1,1,2,89,5
553654, Domažlice, Obec: Holýšov,630,331,329,22,1,0,33,0,13,38,2,4,10,2,0,24,0,0,11,116,1,2,0,3,0,0,45,1
553654, Domažlice, Obec: Holýšov,789,459,459,60,0,0,41,1,26,42,4,4,5,0,0,43,2,0,5,144,0,7,1,0,0,0,67,3
553654, Domažlice, Obec: Holýšov,98,72,72,8,0,0,1,0,10,0,3,2,0,1,0,7,0,0,4,19,0,0,0,0,0,0,17,0
566276, Domažlice, Obec: Hora Svatého Václava,50,"70,42",50,10,0,0,9,0,6,0,0,0,1,0,0,4,0,0,0,13,1,4,0,0,0,0,2,0
553662, Domažlice, Obec: Horní Kamenice,130,"68,06",129,14,1,0,21,0,12,9,0,1,2,0,0,14,0,0,3,34,0,3,0,2,0,1,12,0
553671, Domažlice, Obec: Horšovský Týn,956,446,443,81,1,2,26,2,21,31,7,6,2,1,0,30,0,0,15,149,2,12,0,2,2,1,46,1
553671, Domažlice, Obec: Horšovský Týn,863,504,504,81,1,1,26,2,21,62,7,10,4,0,3,36,1,0,20,156,2,17,0,1,0,0,50,2
553671, Domažlice, Obec: Horšovský Týn,851,528,528,65,2,2,39,2,28,66,6,8,8,0,0,39,0,1,10,178,1,11,0,1,4,1,51,2
553671, Domažlice, Obec: Horšovský Týn,864,464,464,37,3,0,36,0,19,55,5,3,7,0,0,37,0,0,9,163,1,11,0,2,0,0,74,0
553671, Domažlice, Obec: Horšovský Týn,142,71,71,5,0,0,6,0,6,11,1,3,3,0,1,2,0,0,0,22,0,0,0,0,0,0,9,0
553671, Domažlice, Obec: Horšovský Týn,133,51,51,1,0,0,2,0,2,10,0,2,0,0,0,5,0,0,2,22,0,0,0,0,0,0,4,0
553671, Domažlice, Obec: Horšovský Týn,124,45,45,11,0,1,0,0,5,7,1,1,0,0,0,2,0,0,0,11,0,0,0,0,0,0,5,0
553689, Domažlice, Obec: Hostouň,746,338,338,23,0,0,27,0,20,41,4,5,4,0,0,29,0,0,4,116,2,11,2,1,0,1,45,0
553689, Domažlice, Obec: Hostouň,254,104,104,7,0,0,9,0,5,23,0,3,1,0,0,8,0,0,0,36,0,1,0,2,0,0,7,1
566179, Domažlice, Obec: Hradiště,81,"64,80",81,18,0,0,10,1,10,6,0,2,0,0,0,7,1,0,2,21,0,1,0,0,0,0,2,0
566331, Domažlice, Obec: Hvožďany,12,"41,38",12,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0
553727, Domažlice, Obec: Chocomyšl,63,"63,64",63,0,0,0,12,0,10,14,0,0,1,0,0,1,0,0,0,18,0,3,0,0,0,0,4,0
553735, Domažlice, Obec: Chodov,381,"62,77",381,34,0,0,37,1,14,57,4,23,4,1,1,19,0,1,6,104,2,18,0,3,2,0,48,2
553743, Domažlice, Obec: Chodská Lhota,201,"60,54",201,28,0,0,17,0,12,21,0,2,4,0,0,15,0,0,5,54,0,22,0,1,2,0,18,0
553751, Domažlice, Obec: Chrastavice,217,"72,82",217,18,1,0,13,2,12,14,2,0,3,2,1,26,0,0,9,60,0,39,0,4,0,0,11,0
566144, Domažlice, Obec: Kanice,122,"76,73",122,24,0,0,12,0,8,10,2,1,0,0,0,5,0,0,2,49,0,1,0,0,0,0,8,0
553778, Domažlice, Obec: Kaničky,23,"85,19",23,1,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,11,0,4,0,0,0,0,0,0
553786, Domažlice, Obec: Kdyně,945,445,445,88,0,1,34,1,11,26,4,10,1,0,0,42,0,1,16,110,1,26,0,1,0,3,67,0
553786, Domažlice, Obec: Kdyně,650,411,411,62,0,0,42,0,13,50,4,5,2,0,0,24,0,0,12,118,1,12,0,4,1,1,57,2
553786, Domažlice, Obec: Kdyně,827,525,525,99,0,0,44,2,9,48,2,2,5,1,0,52,0,1,22,135,0,27,0,3,1,0,63,0
553786, Domažlice, Obec: Kdyně,746,452,452,86,0,0,43,2,14,37,3,4,4,0,0,20,0,0,3,142,0,21,1,4,2,0,64,0
553786, Domažlice, Obec: Kdyně,322,202,202,27,0,0,10,0,16,9,1,2,2,0,2,16,0,0,6,67,0,9,0,1,0,0,32,2
553786, Domažlice, Obec: Kdyně,54,29,29,3,0,1,2,0,1,2,0,2,0,0,0,1,0,0,2,13,0,1,0,0,0,1,0,0
553786, Domažlice, Obec: Kdyně,97,64,64,2,1,0,8,0,2,7,0,4,1,0,0,2,0,1,2,15,0,3,0,0,0,0,16,0
553786, Domažlice, Obec: Kdyně,288,203,203,46,0,0,15,0,3,17,2,3,4,2,0,14,0,0,7,57,2,9,0,2,0,0,19,0
553786, Domažlice, Obec: Kdyně,58,44,44,7,0,0,3,1,1,4,0,0,2,0,0,2,0,0,3,10,0,1,0,0,1,0,7,0
553786, Domažlice, Obec: Kdyně,68,42,42,9,0,0,5,0,1,1,1,1,0,0,1,5,0,0,0,4,0,7,0,0,0,0,6,0
553794, Domažlice, Obec: Klenčí pod Čerchovem,623,"60,49",620,70,1,0,49,2,35,98,11,27,6,0,1,49,0,0,28,151,1,22,0,1,5,5,56,2
553816, Domažlice, Obec: Koloveč,486,"60,15",483,51,1,0,37,0,21,37,5,2,10,0,0,40,0,2,9,194,0,18,0,0,1,0,52,3
553824, Domažlice, Obec: Kout na Šumavě,570,"62,78",566,73,0,0,59,0,24,54,3,10,1,1,0,53,0,0,19,177,2,35,0,6,2,1,45,1
553832, Domažlice, Obec: Křenovy,84,"68,29",84,12,0,0,10,0,2,5,0,0,0,0,0,10,0,0,1,28,0,3,0,0,1,0,11,1
553841, Domažlice, Obec: Kvíčovice,184,"60,93",182,12,0,0,8,2,65,19,1,0,0,0,0,14,0,0,4,36,0,2,0,0,1,0,18,0
553859, Domažlice, Obec: Libkov,58,"64,44",58,8,0,0,1,0,4,2,1,0,4,2,0,6,0,0,1,20,0,8,0,0,0,0,1,0
553867, Domažlice, Obec: Loučim,75,"75,00",74,14,0,0,13,0,5,8,0,1,0,0,0,4,0,0,3,18,2,2,0,1,0,0,3,0
553891, Domažlice, Obec: Luženičky,180,132,132,11,0,0,7,0,4,14,1,1,6,1,0,4,0,0,3,51,0,20,0,1,0,0,8,0
553891, Domažlice, Obec: Luženičky,110,89,89,5,0,0,5,0,5,6,0,2,1,0,0,7,1,0,0,23,0,14,0,0,1,1,18,0
553913, Domažlice, Obec: Meclov,619,311,309,27,1,0,20,1,4,34,2,6,1,0,1,12,0,0,12,119,4,10,0,1,1,1,51,0
553913, Domažlice, Obec: Meclov,252,140,140,12,1,0,7,0,4,26,2,1,3,1,0,11,0,0,2,48,0,2,0,1,1,1,16,0
553921, Domažlice, Obec: Mezholezy,54,"64,29",53,4,0,0,8,0,4,0,0,0,3,1,0,6,0,0,1,14,0,2,0,0,0,0,10,0
553930, Domažlice, Obec: Mezholezy,65,"63,73",64,4,1,0,11,0,4,16,1,0,0,0,0,1,0,0,1,15,1,1,0,0,0,0,8,0
553948, Domažlice, Obec: Milavče,352,232,232,12,0,0,28,0,8,27,1,0,1,0,0,15,1,0,3,67,0,43,0,2,0,0,20,1
553948, Domažlice, Obec: Milavče,122,78,78,11,0,0,7,0,1,8,2,0,3,0,0,10,0,0,1,21,0,4,1,2,0,0,4,0
553956, Domažlice, Obec: Mířkov,95,"41,48",94,6,0,0,7,0,2,10,0,2,0,0,0,12,0,1,1,36,0,0,0,0,0,0,17,0
566292, Domažlice, Obec: Mnichov,71,"41,04",71,2,1,0,8,0,2,12,6,1,0,0,0,2,0,0,2,21,0,0,0,3,0,0,10,1
599174, Domažlice, Obec: Močerady,32,"65,31",31,3,0,0,4,0,1,0,0,1,1,0,1,3,0,0,0,7,0,0,0,0,0,1,9,0
553981, Domažlice, Obec: Mrákov,597,"64,33",593,47,0,0,52,0,40,36,3,1,0,0,1,29,0,0,12,210,4,88,0,5,0,1,64,0
553999, Domažlice, Obec: Mutěnín,104,"47,93",103,7,0,0,9,0,5,19,0,0,1,0,0,7,0,0,1,31,2,4,0,1,0,0,10,6
554006, Domažlice, Obec: Nemanice,88,"45,83",88,4,0,0,8,0,3,14,0,4,0,1,0,8,0,0,0,26,0,2,0,0,0,0,18,0
599166, Domažlice, Obec: Němčice,67,"63,21",67,9,1,0,5,0,10,3,1,0,0,0,0,8,0,0,2,10,0,2,0,1,0,0,15,0
554022, Domažlice, Obec: Neuměř,77,"65,25",77,3,0,0,4,0,9,5,0,0,1,0,0,6,0,0,5,30,0,0,0,1,0,0,13,0
554031, Domažlice, Obec: Nevolice,110,"71,90",110,11,0,0,7,0,10,4,2,1,0,4,0,13,0,0,5,29,0,14,0,4,0,0,5,1
599131, Domažlice, Obec: Nová Ves,77,"68,75",77,16,0,0,7,0,4,17,0,1,2,0,0,2,0,0,1,12,1,1,0,2,1,1,9,0
554057, Domažlice, Obec: Nový Kramolín,97,"54,19",97,2,0,0,16,0,4,13,1,1,0,0,0,10,0,0,0,30,4,1,0,2,0,2,11,0
554073, Domažlice, Obec: Osvračín,280,"57,49",278,13,0,0,28,0,8,21,2,5,6,0,1,20,0,0,11,115,0,5,0,4,1,1,35,2
566209, Domažlice, Obec: Otov,35,"39,77",34,0,0,0,4,0,1,4,0,1,1,0,0,0,0,0,0,18,0,1,1,0,0,0,3,0
599182, Domažlice, Obec: Pařezov,83,"64,84",82,5,1,0,5,0,7,8,3,5,3,0,0,13,0,0,3,21,0,7,0,0,0,0,1,0
554081, Domažlice, Obec: Pasečnice,118,"65,19",118,7,1,0,14,1,3,10,1,1,0,0,0,15,0,0,4,27,0,16,0,3,1,1,11,2
554090, Domažlice, Obec: Pec,132,"68,39",131,35,0,0,15,0,5,11,0,0,1,0,0,7,0,0,2,29,0,4,0,2,1,0,19,0
566373, Domažlice, Obec: Pelechy,49,"71,01",49,2,0,0,7,0,0,2,0,0,0,0,0,11,0,0,8,11,0,2,0,1,0,0,5,0
554111, Domažlice, Obec: Poběžovice,553,274,274,37,0,0,19,0,11,40,8,3,0,1,0,16,0,0,7,84,0,5,0,3,1,0,34,3
554111, Domažlice, Obec: Poběžovice,712,356,356,42,0,0,19,1,18,39,4,10,7,0,1,22,0,0,8,140,5,6,0,2,0,0,31,0
554120, Domažlice, Obec: Pocinovice,323,"68,29",320,38,0,0,37,0,26,20,2,2,2,0,1,22,0,0,11,107,0,15,0,1,1,2,33,0
566365, Domažlice, Obec: Poděvousy,123,"57,75",123,12,0,0,20,0,0,16,0,7,1,0,2,8,0,0,1,37,0,5,0,0,0,0,14,0
554138, Domažlice, Obec: Postřekov,576,"61,67",571,62,1,1,44,3,27,50,2,8,1,0,1,53,0,1,13,155,1,78,0,7,0,0,61,2
554154, Domažlice, Obec: Puclice,152,"56,72",152,7,0,0,22,0,13,12,1,2,0,0,0,9,0,0,5,66,0,2,0,0,0,0,7,6
554189, Domažlice, Obec: Rybník,60,"41,38",58,11,0,0,6,0,2,6,1,1,0,0,0,6,0,0,0,13,0,1,0,1,0,0,10,0
554201, Domažlice, Obec: Semněvice,51,"35,66",51,6,0,0,2,0,1,10,2,1,0,0,0,6,0,0,0,16,0,0,0,0,0,0,7,0
554251, Domažlice, Obec: Spáňov,120,"80,00",119,9,0,0,16,0,5,13,0,0,1,1,0,9,0,0,4,31,0,13,0,0,0,0,17,0
554260, Domažlice, Obec: Srbice,154,113,113,9,0,0,13,1,8,14,1,2,1,0,0,10,0,0,6,26,0,1,0,0,0,1,20,0
554260, Domažlice, Obec: Srbice,107,81,81,3,0,0,3,0,4,8,0,2,1,1,0,3,0,0,0,29,0,2,0,2,0,0,22,0
554260, Domažlice, Obec: Srbice,67,49,49,2,0,0,5,0,0,6,0,0,0,0,0,2,0,0,0,25,0,1,0,0,0,1,7,0
554278, Domažlice, Obec: Srby,188,"53,56",186,12,0,2,14,1,6,27,2,1,1,0,0,2,0,0,4,84,2,1,0,0,1,0,26,0
554294, Domažlice, Obec: Staňkov,1 245,702,701,65,1,0,101,0,39,55,3,6,8,0,2,51,0,0,11,219,2,21,0,5,3,1,94,3
554294, Domažlice, Obec: Staňkov,994,614,614,60,0,0,54,2,49,38,4,5,1,0,0,74,0,1,17,211,1,13,0,4,0,1,75,0
554294, Domažlice, Obec: Staňkov,212,148,148,19,0,0,11,0,22,14,0,3,1,1,0,12,0,0,6,44,0,1,0,0,0,0,14,0
554294, Domažlice, Obec: Staňkov,67,53,53,2,0,0,5,0,8,4,0,0,0,0,0,4,0,0,1,19,1,0,0,0,0,0,9,0
554294, Domažlice, Obec: Staňkov,109,70,70,5,0,1,1,0,15,6,1,0,0,0,2,7,0,0,3,13,0,1,0,0,0,0,14,0
554316, Domažlice, Obec: Stráž,141,"71,21",139,9,0,0,16,0,4,9,2,0,2,0,0,8,0,0,8,40,1,25,0,1,1,0,13,0
566101, Domažlice, Obec: Štichov,41,"60,29",40,2,0,0,5,0,5,6,0,1,0,0,0,5,0,0,1,6,0,3,0,0,0,0,6,0
554341, Domažlice, Obec: Tlumačov,244,"69,71",241,16,0,0,61,0,9,18,1,0,2,0,0,12,0,0,10,57,0,32,0,1,2,0,20,0
554359, Domažlice, Obec: Trhanov,252,"58,88",251,25,0,0,30,0,12,39,2,2,0,0,0,21,0,1,4,81,0,8,1,1,3,0,20,1
566161, Domažlice, Obec: Úboč,52,"56,52",51,9,0,0,6,0,4,3,0,0,2,0,0,5,0,0,1,15,0,1,0,0,0,0,5,0
554383, Domažlice, Obec: Újezd,195,"60,37",195,7,2,0,20,1,10,16,0,4,0,0,3,17,0,0,11,63,3,23,0,2,0,0,12,1
554391, Domažlice, Obec: Únějovice,60,"68,18",60,4,0,0,6,0,2,5,1,0,1,0,1,3,0,0,1,26,1,2,0,3,0,0,4,0
554405, Domažlice, Obec: Úsilov,51,"44,35",51,3,0,0,4,0,7,4,0,1,1,0,0,6,0,0,1,15,0,1,0,0,0,0,8,0
554413, Domažlice, Obec: Velký Malahov,95,"47,26",94,4,0,0,2,0,9,11,1,0,0,1,0,4,0,0,2,43,0,1,0,0,0,0,16,0
554421, Domažlice, Obec: Vidice,71,"54,62",71,5,0,0,4,0,1,14,0,0,0,0,0,2,0,0,2,35,0,0,0,0,0,0,8,0
566250, Domažlice, Obec: Vlkanov,57,"58,76",57,10,0,0,3,0,8,7,0,0,0,0,0,2,0,1,1,18,0,3,0,0,1,0,3,0
566071, Domažlice, Obec: Všekary,61,"76,25",61,10,0,0,2,0,6,2,1,2,0,0,2,4,1,0,3,11,0,7,0,0,0,0,10,0
554448, Domažlice, Obec: Všepadly,30,"76,92",30,4,0,0,6,0,2,4,0,0,0,0,0,2,0,0,0,10,0,1,0,0,0,0,1,0
554456, Domažlice, Obec: Všeruby,283,"44,36",281,23,1,0,19,1,24,37,6,5,1,0,1,14,0,0,7,103,0,7,0,0,1,1,30,0
554464, Domažlice, Obec: Zahořany,152,111,111,17,0,0,8,0,6,1,0,0,7,1,0,8,0,0,3,42,0,9,0,0,0,0,8,1
554464, Domažlice, Obec: Zahořany,53,38,38,6,0,0,2,0,0,0,0,0,0,0,0,9,0,0,1,14,0,6,0,0,0,0,0,0
554464, Domažlice, Obec: Zahořany,112,77,77,10,2,0,4,0,2,11,0,3,2,0,2,2,0,0,2,23,1,9,0,0,0,0,3,0
554464, Domažlice, Obec: Zahořany,107,68,68,7,0,0,6,0,3,2,0,2,0,0,0,7,0,0,1,27,0,1,0,2,0,0,9,0
554464, Domažlice, Obec: Zahořany,367,207,207,13,0,0,13,0,18,15,4,1,2,0,0,20,0,0,6,71,0,22,0,1,0,0,20,1
554472, Domažlice, Obec: Ždánov,79,"64,75",77,7,0,0,23,0,3,7,0,1,0,0,0,5,0,0,2,19,0,7,0,1,0,0,2,0
541842, Klatovy, Obec: Běhařov,83,"58,45",80,5,0,0,2,0,7,5,0,1,0,2,0,9,0,1,3,32,0,4,0,0,0,0,9,0
555797, Klatovy, Obec: Běšiny,515,296,296,19,0,0,16,0,9,18,3,3,3,0,1,32,0,0,9,128,0,20,0,2,1,2,29,1
555797, Klatovy, Obec: Běšiny,91,66,66,5,1,0,4,0,1,4,0,2,2,0,0,4,0,0,0,20,7,7,0,0,0,1,7,0
555797, Klatovy, Obec: Běšiny,51,36,36,7,0,0,0,0,3,2,0,1,1,0,0,2,0,0,0,11,0,3,0,0,0,0,6,0
555801, Klatovy, Obec: Bezděkov,550,355,355,36,6,0,28,2,12,31,4,6,5,0,0,38,0,0,17,122,0,13,0,0,0,0,32,0
555801, Klatovy, Obec: Bezděkov,175,92,92,5,0,0,4,0,5,14,2,0,0,0,0,17,0,0,5,25,1,1,0,0,0,0,8,3
578088, Klatovy, Obec: Biřkov,67,"65,05",67,8,0,0,12,0,3,5,1,1,0,0,1,7,0,0,2,17,0,1,0,5,0,0,4,0
555835, Klatovy, Obec: Bolešiny,377,228,228,20,1,0,16,1,31,8,0,4,4,0,0,27,0,1,5,58,3,21,0,5,0,0,23,0
555835, Klatovy, Obec: Bolešiny,51,40,40,10,0,0,2,0,2,6,0,0,0,0,0,3,0,0,1,11,0,2,0,0,0,0,2,1
555835, Klatovy, Obec: Bolešiny,54,45,45,0,0,0,2,0,3,6,0,0,0,0,0,10,0,0,0,17,0,2,0,0,0,0,3,2
555835, Klatovy, Obec: Bolešiny,48,40,40,4,0,0,1,0,4,3,0,0,0,0,0,2,0,0,0,18,0,0,0,2,0,0,5,0
555835, Klatovy, Obec: Bolešiny,82,64,64,5,0,0,0,0,3,2,0,1,0,0,0,6,0,0,5,19,0,6,0,0,0,1,15,1
541923, Klatovy, Obec: Břežany,105,"64,81",105,5,0,0,9,0,4,11,0,0,0,0,0,10,0,0,1,55,0,6,0,0,0,0,4,0
555894, Klatovy, Obec: Budětice,185,125,125,14,0,0,16,0,2,13,0,1,3,0,0,13,0,0,2,39,1,8,0,0,0,4,9,0
555894, Klatovy, Obec: Budětice,57,43,43,4,0,0,4,0,2,2,0,2,0,0,0,5,0,0,0,19,0,1,0,0,0,0,4,0
530085, Klatovy, Obec: Bukovník,42,"71,19",42,6,0,0,2,0,3,5,0,0,0,0,0,2,0,0,1,16,0,4,0,0,0,0,3,0
555941, Klatovy, Obec: Čachrov,246,134,134,11,0,0,14,0,9,6,1,0,0,0,0,24,0,0,5,23,0,7,0,0,0,0,33,0
555941, Klatovy, Obec: Čachrov,124,77,77,3,0,0,10,0,1,6,0,0,0,0,0,8,0,0,6,34,0,3,0,0,0,0,6,0
555941, Klatovy, Obec: Čachrov,72,50,50,16,0,0,6,0,1,4,0,0,1,0,0,1,0,0,0,11,0,6,0,0,0,0,4,0
553531, Klatovy, Obec: Černíkov,168,80,80,14,0,0,8,0,4,3,1,1,0,1,0,5,0,0,0,25,0,3,0,1,0,1,13,0
553531, Klatovy, Obec: Černíkov,114,66,66,2,0,0,2,0,2,7,0,0,0,0,0,5,0,0,1,34,0,2,0,0,0,0,11,0
542172, Klatovy, Obec: Červené Poříčí,117,"60,62",117,8,0,0,8,0,10,10,2,1,1,0,0,6,0,0,5,48,0,4,0,0,5,0,9,0
542024, Klatovy, Obec: Číhaň,97,"55,75",97,6,1,1,7,0,5,2,2,0,0,0,0,24,1,0,0,29,0,6,0,1,0,0,11,1
578495, Klatovy, Obec: Čímice,101,"78,91",101,9,0,0,6,0,2,11,2,1,0,1,0,9,0,0,7,42,0,3,0,2,0,0,6,0
556041, Klatovy, Obec: Dešenice,354,219,219,13,0,0,14,0,11,56,0,1,1,0,1,20,0,0,6,65,0,7,0,0,1,0,22,0
556041, Klatovy, Obec: Dešenice,79,55,55,5,0,0,1,0,0,10,1,0,0,0,0,6,0,0,2,13,0,4,0,0,0,0,12,0
556041, Klatovy, Obec: Dešenice,126,79,79,13,0,0,5,0,6,8,0,0,0,0,0,6,0,0,0,27,0,6,0,0,0,0,8,0
556068, Klatovy, Obec: Dlažov,202,"52,88",200,5,3,0,8,0,14,26,2,2,1,1,0,15,0,0,9,84,0,11,0,0,0,1,18,0
556076, Klatovy, Obec: Dlouhá Ves,402,"60,45",402,40,1,0,28,0,27,25,4,5,1,0,2,42,0,1,16,158,2,12,1,2,2,0,33,0
530123, Klatovy, Obec: Dobršín,66,"76,74",66,21,0,0,5,0,1,1,1,1,1,0,0,4,0,0,2,18,0,1,0,1,0,1,8,0
556106, Klatovy, Obec: Dolany,445,"62,15",440,29,1,2,30,1,29,43,4,1,8,2,1,38,0,0,15,149,5,18,0,0,4,4,54,2
578517, Klatovy, Obec: Domoraz,39,"78,00",39,2,0,0,5,0,1,3,0,0,0,0,0,5,0,0,0,16,0,3,0,0,1,0,3,0
566683, Klatovy, Obec: Dražovice,80,"64,52",79,1,0,0,8,0,4,8,3,0,3,0,0,6,0,0,4,20,0,1,0,0,0,0,21,0
578525, Klatovy, Obec: Frymburk,59,"72,84",58,11,0,0,6,0,2,1,0,0,0,0,0,0,0,0,5,23,0,6,0,0,0,0,4,0
578240, Klatovy, Obec: Hamry,76,"67,86",75,9,0,0,3,1,1,5,1,0,1,0,0,7,1,0,4,30,0,7,0,0,0,0,5,0
556181, Klatovy, Obec: Hartmanice,475,"55,04",472,37,5,0,26,2,20,52,4,8,2,0,0,54,0,0,12,152,1,38,6,5,1,1,43,3
541796, Klatovy, Obec: Hejná,98,"70,50",98,7,0,0,10,0,3,5,0,0,0,0,0,10,0,0,0,53,0,3,0,0,0,0,7,0
556203, Klatovy, Obec: Hlavňovice,279,"69,40",278,18,0,0,16,1,16,20,1,4,4,1,1,37,0,0,5,92,0,44,0,4,2,1,10,1
