Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Unie H.A.V.E.L.,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
532037, Benešov, Obec: Chrášťany,123,"65,78",123,20,0,0,1,0,9,14,1,1,0,1,0,20,0,0,4,40,0,0,9,0,0,0,0,3,0
529842, Benešov, Obec: Jankov,566,352,352,23,0,0,24,1,41,29,3,1,4,0,0,41,0,0,23,118,0,2,13,0,1,2,1,22,2
529842, Benešov, Obec: Jankov,182,78,78,0,0,0,4,0,10,5,0,1,1,0,0,8,0,0,1,27,0,1,7,0,0,0,0,13,0
529851, Benešov, Obec: Javorník,79,"75,96",79,3,0,0,11,0,7,5,2,1,0,0,0,9,0,0,0,20,0,0,6,0,2,0,0,13,0
532134, Benešov, Obec: Ješetice,68,"64,15",67,2,0,0,4,0,6,6,0,0,1,0,0,7,0,1,1,19,0,0,5,0,0,0,0,15,0
531031, Benešov, Obec: Kamberk,82,"67,77",81,17,0,0,5,0,2,1,0,0,2,0,0,9,0,0,6,28,0,0,1,0,2,0,0,8,0
529907, Benešov, Obec: Keblov,99,"63,87",99,10,0,0,10,0,8,10,0,1,1,0,0,6,0,0,2,34,0,1,3,0,2,0,0,11,0
533084, Benešov, Obec: Kladruby,183,"74,69",182,14,0,0,9,0,15,17,1,1,4,0,0,24,0,0,11,47,0,1,19,0,2,0,0,16,1
529931, Benešov, Obec: Kondrac,272,"71,02",267,28,2,0,35,0,29,24,1,6,1,0,1,28,0,0,5,66,0,0,19,0,0,0,0,22,0
529940, Benešov, Obec: Kozmice,171,"70,95",170,21,0,0,12,0,6,13,2,5,2,0,0,19,0,0,11,60,0,1,5,0,0,0,1,11,1
529958, Benešov, Obec: Krhanice,654,434,434,65,1,0,16,0,53,20,6,3,5,0,1,62,1,0,30,114,0,0,17,1,0,1,2,34,0
529958, Benešov, Obec: Krhanice,111,71,71,5,0,0,4,0,5,7,1,0,2,0,0,6,0,0,1,25,0,0,2,0,1,0,2,9,0
529974, Benešov, Obec: Krňany,160,100,100,20,0,0,1,0,5,9,2,0,1,0,1,13,0,0,9,30,0,0,0,0,0,0,1,7,1
529974, Benešov, Obec: Krňany,65,44,44,8,0,0,5,0,2,5,0,0,2,0,0,4,0,0,2,12,0,0,0,0,0,0,0,3,0
529974, Benešov, Obec: Krňany,136,98,98,10,1,0,4,0,5,6,0,0,3,0,0,10,0,0,8,27,0,2,1,0,4,0,0,17,0
529991, Benešov, Obec: Křečovice,318,209,209,12,0,0,17,0,20,24,0,3,0,1,0,24,0,0,5,71,0,0,13,0,1,1,1,14,0
529991, Benešov, Obec: Křečovice,43,36,36,5,0,0,1,0,4,0,1,1,0,0,0,7,0,0,1,14,0,0,1,0,0,0,0,1,0
529991, Benešov, Obec: Křečovice,149,121,121,9,0,0,3,0,14,7,3,1,0,0,0,15,0,0,15,29,0,0,20,0,0,0,1,3,0
529991, Benešov, Obec: Křečovice,122,85,85,4,0,1,3,0,9,9,4,0,0,0,0,9,1,0,7,27,0,1,3,0,1,0,0,6,0
530000, Benešov, Obec: Křivsoudov,222,"63,25",222,17,0,0,16,0,19,11,4,1,3,0,3,41,0,0,5,66,0,1,18,0,0,0,0,16,1
530026, Benešov, Obec: Kuňovice,61,"92,42",61,5,0,0,3,0,6,3,0,0,0,0,0,3,0,0,2,28,0,0,7,0,0,1,0,3,0
530051, Benešov, Obec: Lešany,371,"65,43",370,37,0,0,13,0,31,39,6,1,13,2,1,40,0,0,13,105,0,0,16,0,4,1,1,44,3
530069, Benešov, Obec: Libež,107,"68,59",107,5,2,0,10,0,3,15,0,0,2,0,0,3,0,0,0,42,0,0,8,0,1,1,0,15,0
532258, Benešov, Obec: Litichovice,39,"72,22",39,2,0,0,0,0,4,4,1,0,0,0,1,3,0,0,3,10,0,1,6,0,0,0,0,4,0
530093, Benešov, Obec: Loket,122,97,97,10,0,0,5,0,4,10,2,1,4,0,0,14,0,0,3,16,0,0,23,0,1,0,1,2,0
530093, Benešov, Obec: Loket,65,46,46,2,0,0,4,0,1,2,0,1,0,0,0,16,0,0,0,13,0,0,2,0,0,0,0,4,0
530093, Benešov, Obec: Loket,54,46,46,3,0,0,4,0,5,1,0,2,0,0,0,3,0,0,1,14,0,0,1,0,0,0,0,13,0
530093, Benešov, Obec: Loket,87,63,63,0,0,0,9,0,0,4,0,0,0,0,0,3,0,0,6,26,0,0,9,0,0,0,0,6,0
530093, Benešov, Obec: Loket,128,99,99,9,0,0,9,0,6,11,0,0,2,0,0,10,0,0,9,19,0,0,10,0,0,0,0,14,0
530107, Benešov, Obec: Louňovice pod Blaníkem,369,"65,54",365,43,2,0,32,0,25,25,4,1,0,0,0,35,1,0,14,138,0,1,20,0,1,0,0,23,0
532193, Benešov, Obec: Lštění,171,102,102,14,0,0,6,0,14,13,2,0,3,0,1,12,1,0,5,18,0,0,3,0,0,0,0,9,1
532193, Benešov, Obec: Lštění,160,123,123,18,0,0,5,0,10,7,0,1,3,0,0,18,0,1,23,25,0,0,5,0,1,0,0,7,0
530115, Benešov, Obec: Maršovice,296,203,203,11,0,0,16,0,19,26,2,1,2,0,0,25,0,0,12,57,0,0,6,0,1,0,1,24,0
530115, Benešov, Obec: Maršovice,192,126,126,8,0,0,3,0,12,12,6,1,0,0,0,18,0,0,6,33,0,0,15,0,2,0,1,7,0
530115, Benešov, Obec: Maršovice,114,92,92,7,0,0,4,0,4,5,3,0,2,0,0,12,0,0,5,41,0,1,3,0,0,0,0,5,0
530158, Benešov, Obec: Mezno,203,"68,35",201,20,0,0,18,0,19,24,0,1,11,0,0,18,0,0,3,57,0,0,9,0,3,2,1,14,1
530166, Benešov, Obec: Miličín,612,385,385,29,0,0,26,0,40,20,6,5,3,0,0,30,1,2,18,150,0,1,19,1,0,0,0,34,0
530166, Benešov, Obec: Miličín,116,64,64,4,0,0,1,0,4,8,0,1,0,0,1,10,0,0,5,26,0,0,2,0,1,0,0,1,0
530174, Benešov, Obec: Miřetice,102,"68,46",100,18,0,0,2,0,8,0,0,0,0,0,0,9,0,0,4,34,0,0,7,0,2,1,0,15,0
530191, Benešov, Obec: Mnichovice,114,"61,96",114,8,0,0,9,0,5,16,3,1,0,2,0,10,0,0,0,43,0,0,11,0,0,0,0,6,0
530204, Benešov, Obec: Mrač,431,"67,66",429,47,0,0,19,0,56,34,12,4,7,0,0,47,0,1,14,140,1,0,8,0,5,1,1,32,0
530212, Benešov, Obec: Načeradec,512,"58,12",509,42,1,0,28,1,42,52,2,1,6,1,1,51,0,0,14,182,0,1,34,0,2,2,3,43,0
530263, Benešov, Obec: Nespeky,385,278,277,45,0,0,20,0,14,11,6,1,1,0,0,42,0,1,23,92,0,0,8,0,0,0,1,12,0
530263, Benešov, Obec: Nespeky,160,112,112,20,0,0,4,0,12,8,0,0,2,0,0,21,0,0,11,24,0,0,0,0,1,0,0,8,0
530298, Benešov, Obec: Netvořice,575,"63,96",573,64,1,0,42,0,46,60,6,1,10,1,0,60,0,2,23,189,1,1,8,0,0,0,4,53,1
530301, Benešov, Obec: Neustupov,264,"62,41",263,5,0,0,26,0,24,21,3,4,11,0,0,15,2,0,11,98,0,0,9,0,2,1,0,31,0
530310, Benešov, Obec: Neveklov,757,465,464,56,1,0,35,1,31,27,8,0,10,0,2,53,0,1,41,124,1,1,20,0,0,0,4,38,1
530310, Benešov, Obec: Neveklov,700,373,373,36,0,0,18,0,18,20,5,8,3,1,0,50,1,1,19,145,0,2,6,1,1,1,1,31,0
530310, Benešov, Obec: Neveklov,132,91,91,11,0,0,5,0,6,10,4,0,0,0,0,15,0,0,4,28,0,0,1,0,0,0,0,7,0
530310, Benešov, Obec: Neveklov,189,120,120,26,0,0,8,0,7,11,1,0,4,0,0,12,0,0,5,31,0,1,2,0,0,0,1,9,0
530310, Benešov, Obec: Neveklov,195,124,124,18,1,0,8,0,8,10,2,0,0,2,1,11,0,0,6,34,0,0,5,0,0,1,0,15,0
530310, Benešov, Obec: Neveklov,107,65,65,6,0,0,7,0,6,4,1,0,1,0,0,6,0,0,8,14,0,0,5,0,0,0,0,6,0
530344, Benešov, Obec: Olbramovice,108,76,76,4,0,1,5,0,10,9,0,0,0,0,0,9,0,0,0,27,0,0,2,0,3,0,0,6,0
530344, Benešov, Obec: Olbramovice,121,85,85,6,0,0,2,0,10,18,4,0,0,0,0,1,0,0,4,29,0,0,3,0,2,0,0,6,0
530344, Benešov, Obec: Olbramovice,762,503,503,34,0,0,34,0,37,34,5,3,1,0,0,39,4,0,24,229,1,0,15,0,2,2,1,31,3
599395, Benešov, Obec: Ostrov,32,"61,54",30,2,0,0,0,0,3,4,0,0,0,0,1,5,0,0,0,10,0,0,1,0,1,0,0,3,0
530352, Benešov, Obec: Ostředek,232,162,162,15,0,0,14,0,16,6,2,6,1,1,0,22,0,1,11,54,0,0,5,0,0,0,0,7,0
530352, Benešov, Obec: Ostředek,60,44,44,3,0,0,1,0,2,0,0,2,2,0,0,3,0,0,1,21,0,0,7,0,0,0,0,2,0
533076, Benešov, Obec: Pavlovice,121,"72,02",119,4,2,0,13,0,6,15,2,4,2,0,0,6,0,0,4,37,0,1,10,0,0,0,0,13,0
530409, Benešov, Obec: Petroupim,161,"66,26",161,21,2,0,13,0,22,6,3,2,0,1,0,13,0,0,5,61,0,3,2,0,1,0,0,6,0
532649, Benešov, Obec: Popovice,157,"67,38",155,13,0,0,15,0,10,18,2,1,1,0,0,16,0,1,3,51,0,0,5,0,0,0,0,19,0
530441, Benešov, Obec: Poříčí nad Sázavou,671,"67,98",669,102,0,0,46,0,63,24,7,3,9,0,0,51,0,1,54,211,2,0,20,0,2,2,0,69,3
530450, Benešov, Obec: Postupice,662,"64,27",653,68,0,0,30,2,70,42,7,3,4,0,0,76,0,2,17,255,0,0,20,0,10,1,2,41,3
530476, Benešov, Obec: Pravonín,290,"64,88",289,26,0,0,19,0,22,30,2,0,9,0,0,29,0,0,6,95,0,0,11,0,6,0,0,34,0
530492, Benešov, Obec: Přestavlky u Čerčan,222,"75,00",221,39,1,0,13,0,10,10,2,4,1,0,0,24,1,0,15,82,0,0,7,0,0,0,1,10,1
530514, Benešov, Obec: Psáře,69,"61,06",69,10,0,0,5,0,7,7,1,0,1,0,0,7,0,0,3,13,0,0,6,0,0,1,0,8,0
538680, Benešov, Obec: Pyšely,1 131,812,812,129,0,1,42,0,121,31,12,7,14,1,3,110,1,3,58,186,0,0,26,0,5,0,0,57,2
538680, Benešov, Obec: Pyšely,268,202,202,46,0,0,18,0,14,9,4,0,4,0,0,36,0,0,15,37,0,0,1,0,2,0,0,13,0
530522, Benešov, Obec: Rabyně,168,"71,49",168,38,1,0,9,0,11,11,0,2,1,0,0,19,0,0,9,41,0,0,8,0,0,0,0,15,3
530531, Benešov, Obec: Radošovice,184,"62,16",183,19,1,0,8,0,20,16,0,2,6,0,0,16,1,0,10,38,0,0,33,0,1,1,0,11,0
530549, Benešov, Obec: Rataje,104,"74,29",104,8,0,0,10,0,10,11,2,2,0,0,0,6,0,0,3,28,0,0,12,0,0,0,0,12,0
532550, Benešov, Obec: Ratměřice,156,"65,55",155,18,0,0,7,1,35,10,2,0,1,0,0,10,0,0,12,41,0,0,4,0,1,0,3,10,0
538710, Benešov, Obec: Řehenice,252,"68,85",252,34,0,0,15,0,26,8,2,4,2,0,0,48,1,1,20,69,0,0,4,0,1,0,0,17,0
532941, Benešov, Obec: Řimovice,108,"60,00",108,7,0,0,5,0,8,10,1,1,1,0,0,18,0,0,6,27,0,0,9,0,0,0,0,15,0
534382, Benešov, Obec: Sázava,880,546,545,47,1,0,62,1,51,60,8,3,5,1,2,57,0,2,17,149,1,0,9,0,2,3,0,57,1
534382, Benešov, Obec: Sázava,986,520,517,62,0,1,47,0,62,35,4,1,4,2,2,42,0,1,25,150,0,0,12,0,4,5,3,51,1
534382, Benešov, Obec: Sázava,484,308,308,56,4,0,35,0,18,18,5,2,0,0,0,39,0,1,4,87,0,3,2,0,1,0,1,31,1
534382, Benešov, Obec: Sázava,606,405,405,46,0,0,46,0,50,35,4,1,12,0,0,37,0,1,22,97,0,1,14,0,0,1,1,34,2
534382, Benešov, Obec: Sázava,134,102,102,5,0,1,13,1,12,7,6,0,1,0,0,5,0,0,10,32,0,0,0,0,0,0,0,9,0
532231, Benešov, Obec: Slověnice,22,"70,97",22,3,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,4,0
530611, Benešov, Obec: Smilkov,146,"63,20",144,3,0,0,15,0,14,17,1,1,0,0,0,8,0,0,1,62,0,0,10,0,0,0,0,12,0
532436, Benešov, Obec: Snět,64,"71,91",64,11,0,0,3,0,2,1,0,0,0,0,0,11,0,0,1,21,0,0,8,0,0,0,0,6,0
530638, Benešov, Obec: Soběhrdy,227,"71,16",225,23,0,0,17,0,24,12,2,1,2,2,0,25,0,0,14,74,0,0,9,0,2,1,1,16,0
599387, Benešov, Obec: Soutice,146,"66,67",146,6,0,0,14,0,11,8,1,1,4,0,0,8,0,0,2,70,0,0,4,0,0,3,0,14,0
599379, Benešov, Obec: Stranný,51,"62,20",51,6,0,0,7,0,5,6,0,0,0,0,0,4,0,0,5,13,0,0,0,0,1,0,0,3,1
599361, Benešov, Obec: Strojetice,77,"74,76",76,1,0,0,8,0,7,10,1,2,1,0,0,8,0,0,4,23,0,1,3,0,1,0,0,6,0
530689, Benešov, Obec: Struhařov,470,315,315,47,1,0,16,0,14,26,4,1,4,0,1,32,0,1,10,133,0,0,2,0,1,0,1,18,2
530689, Benešov, Obec: Struhařov,200,146,146,12,0,2,8,0,18,9,3,1,1,0,0,16,0,0,5,47,0,0,8,0,1,0,0,13,1
