Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
545791, Děčín, Obec: Merboltice,109,"68,13",107,2,1,0,4,5,8,7,1,1,0,0,13,0,9,42,0,0,2,0,1,1,0,10,0
562751, Děčín, Obec: Mikulášovice,456,223,223,13,0,0,19,19,21,3,1,3,0,0,17,4,8,72,0,0,3,0,2,2,1,30,3
562751, Děčín, Obec: Mikulášovice,964,454,453,50,0,0,21,36,43,5,8,2,0,1,38,0,17,161,0,1,8,0,4,1,1,50,4
562751, Děčín, Obec: Mikulášovice,326,125,125,8,0,0,8,3,18,0,4,0,0,3,4,0,7,42,0,0,5,0,0,0,2,20,0
562777, Děčín, Obec: Rumburk,764,450,450,34,0,0,23,23,30,3,5,9,1,1,38,0,17,186,0,2,5,0,5,0,3,57,6
562777, Děčín, Obec: Rumburk,1 040,551,551,37,0,1,22,26,51,6,4,13,0,1,55,0,24,232,0,0,14,0,4,0,2,53,4
562777, Děčín, Obec: Rumburk,1 250,580,579,66,1,0,44,21,44,12,1,8,2,0,38,0,24,227,0,0,7,3,3,0,1,72,4
562777, Děčín, Obec: Rumburk,904,471,471,43,2,0,30,13,34,1,3,11,0,0,40,0,26,197,0,2,7,0,4,0,0,52,2
562777, Děčín, Obec: Rumburk,960,511,510,32,1,0,38,17,56,5,5,9,1,1,34,0,12,215,3,0,10,0,5,0,0,62,3
562777, Děčín, Obec: Rumburk,980,557,557,54,1,0,31,21,35,6,4,10,0,1,53,0,11,240,0,0,5,0,2,0,3,72,6
562777, Děčín, Obec: Rumburk,964,403,403,25,0,0,39,10,42,5,8,6,2,0,34,0,7,169,0,0,9,0,0,0,1,42,4
562777, Děčín, Obec: Rumburk,1 061,625,625,63,3,1,43,24,39,1,5,9,2,2,60,0,42,252,0,0,9,0,3,0,1,57,5
562777, Děčín, Obec: Rumburk,866,485,485,50,0,0,25,18,38,12,6,3,0,0,38,0,16,215,0,0,15,0,3,1,2,38,1
566900, Děčín, Obec: Růžová,271,"62,16",269,33,1,0,14,20,17,4,2,1,0,2,23,1,14,93,0,2,3,0,2,0,0,37,0
562793, Děčín, Obec: Rybniště,311,"56,44",309,26,0,0,17,24,28,3,2,7,0,0,25,0,6,124,0,1,4,0,7,0,1,33,1
546348, Děčín, Obec: Srbská Kamenice,155,"73,81",153,7,1,0,4,13,19,2,2,2,0,0,11,0,4,61,0,3,7,0,0,1,0,15,1
562823, Děčín, Obec: Staré Křečany,791,385,385,17,0,0,15,44,22,5,5,10,1,1,25,0,11,164,0,1,8,0,2,1,7,46,0
562823, Děčín, Obec: Staré Křečany,222,84,84,4,0,0,8,7,6,0,0,1,0,0,9,0,2,33,0,1,2,0,0,0,1,10,0
545538, Děčín, Obec: Starý Šachov,99,"58,58",97,6,0,0,5,10,9,0,0,0,0,0,1,0,0,45,0,2,0,0,0,0,0,18,1
562858, Děčín, Obec: Šluknov,1 498,687,687,46,1,1,45,33,65,15,6,13,3,2,30,2,19,302,0,5,17,0,1,0,3,76,2
562858, Děčín, Obec: Šluknov,1 028,297,297,17,1,1,26,15,25,3,4,0,0,1,17,0,6,138,0,1,7,0,2,1,3,28,1
562858, Děčín, Obec: Šluknov,1 358,647,647,51,0,0,42,45,69,5,7,10,0,1,34,0,20,270,0,2,9,0,2,0,0,72,4
562858, Děčín, Obec: Šluknov,419,233,233,15,0,1,16,16,21,3,7,1,0,1,31,0,4,92,0,1,2,0,1,0,2,18,1
555193, Děčín, Obec: Těchlovice,231,"55,26",230,14,2,2,7,3,27,2,4,5,0,0,19,0,2,95,1,2,2,0,2,1,3,37,0
562874, Děčín, Obec: Valkeřice,160,"49,54",160,7,0,0,5,3,26,0,0,2,0,0,11,0,4,77,0,2,0,0,0,0,1,22,0
562882, Děčín, Obec: Varnsdorf,993,564,564,33,2,1,42,23,49,5,8,6,1,0,43,0,17,219,0,1,11,0,0,0,7,83,8
562882, Děčín, Obec: Varnsdorf,966,492,492,33,0,1,54,16,61,3,5,4,1,1,36,0,11,195,0,0,3,0,1,0,3,53,8
562882, Děčín, Obec: Varnsdorf,1 161,639,638,63,0,0,32,29,23,4,7,11,0,4,53,0,15,260,0,4,7,1,2,0,1,107,9
562882, Děčín, Obec: Varnsdorf,1 144,701,701,63,0,0,29,30,48,7,4,4,4,1,61,2,19,306,0,0,18,1,1,1,6,80,13
562882, Děčín, Obec: Varnsdorf,1 003,549,549,48,0,0,42,12,54,7,8,5,0,5,55,2,11,202,0,0,7,0,2,0,4,69,11
562882, Děčín, Obec: Varnsdorf,517,293,293,24,0,0,13,10,21,4,2,2,0,0,24,0,13,114,1,0,4,2,0,2,2,48,5
562882, Děčín, Obec: Varnsdorf,1 112,645,645,61,1,0,36,23,60,7,6,3,2,2,52,0,22,245,1,3,11,1,4,1,3,84,14
562882, Děčín, Obec: Varnsdorf,1 002,491,491,42,0,1,36,11,40,3,1,5,0,2,44,0,10,200,0,0,13,0,2,0,2,73,4
562882, Děčín, Obec: Varnsdorf,1 039,345,345,24,0,0,20,11,25,2,2,6,1,0,19,0,5,144,1,0,9,0,0,1,7,62,5
562882, Děčín, Obec: Varnsdorf,1 063,589,588,57,0,0,48,20,51,10,8,3,1,2,43,0,7,213,0,1,10,1,3,1,8,92,6
562882, Děčín, Obec: Varnsdorf,1 107,590,590,34,0,3,43,15,44,4,6,8,0,0,47,1,24,226,0,2,15,1,4,0,3,97,11
562882, Děčín, Obec: Varnsdorf,952,274,274,20,0,0,16,6,19,5,6,4,0,0,40,0,6,89,0,2,6,0,1,0,2,42,9
562882, Děčín, Obec: Varnsdorf,256,138,138,18,0,0,11,11,10,3,1,0,1,0,8,0,3,47,0,0,2,0,0,1,5,17,0
562891, Děčín, Obec: Velká Bukovina,214,"53,90",212,16,1,0,18,17,16,4,1,4,0,0,13,0,7,83,0,2,3,0,0,1,1,24,1
562912, Děčín, Obec: Velký Šenov,745,"46,83",741,58,3,0,63,28,65,1,9,13,2,1,58,3,22,267,1,1,19,1,7,0,4,109,6
562921, Děčín, Obec: Verneřice,430,"47,36",429,29,1,0,20,18,47,6,1,1,0,0,27,0,14,197,1,1,4,1,3,0,0,55,3
562939, Děčín, Obec: Veselé,170,"59,23",170,7,0,0,29,5,7,2,2,0,0,2,12,0,1,77,0,1,2,0,0,0,0,23,0
562947, Děčín, Obec: Vilémov,374,"48,51",372,27,0,0,25,16,31,2,5,3,0,1,34,0,10,169,0,0,10,0,1,0,1,33,4
562980, Chomutov, Obec: Bílence,113,"60,75",113,4,1,0,5,5,10,0,0,1,0,0,5,2,4,54,0,1,4,0,2,0,0,15,0
562998, Chomutov, Obec: Blatno,287,"66,13",287,36,0,0,11,17,36,4,2,2,0,0,27,0,6,105,0,1,5,0,2,0,0,32,1
563005, Chomutov, Obec: Boleboř,150,"67,26",150,20,0,0,7,13,20,0,5,2,0,0,10,0,5,47,0,0,1,0,0,0,2,17,1
563013, Chomutov, Obec: Březno,591,"53,87",591,32,1,0,20,17,86,6,9,6,1,0,47,1,13,241,0,4,7,0,7,1,2,88,2
563021, Chomutov, Obec: Černovice,294,"63,91",293,29,1,1,24,9,20,4,3,5,1,1,18,0,3,126,0,2,2,0,1,0,1,41,1
563048, Chomutov, Obec: Domašín,63,"44,37",63,3,0,0,3,3,16,0,1,0,0,0,4,0,5,19,0,0,0,0,2,1,0,5,1
563056, Chomutov, Obec: Droužkovice,402,"60,27",399,54,3,1,29,22,35,7,4,12,0,0,22,0,11,157,0,2,4,2,2,0,1,29,2
563064, Chomutov, Obec: Hora Svatého Šebestiána,129,"57,08",129,6,0,0,6,3,17,0,1,3,0,0,14,0,2,47,0,0,0,0,1,0,1,27,1
563072, Chomutov, Obec: Hrušovany,208,"51,11",207,11,0,0,6,17,28,1,0,0,1,0,6,0,5,97,1,0,2,0,3,1,0,28,0
563081, Chomutov, Obec: Chbany,264,"51,97",263,21,1,0,12,6,35,2,3,1,0,0,8,0,3,111,1,1,2,0,0,0,0,54,2
562971, Chomutov, Obec: Chomutov,785,473,473,62,0,0,27,24,30,7,4,9,0,0,45,0,32,149,0,0,15,1,4,1,0,63,0
562971, Chomutov, Obec: Chomutov,719,408,408,33,1,0,46,17,35,3,3,6,0,3,30,0,12,142,1,0,5,0,1,1,1,65,1
562971, Chomutov, Obec: Chomutov,994,556,556,42,0,0,47,20,65,3,3,9,1,1,49,0,27,208,0,0,8,0,6,0,0,64,2
562971, Chomutov, Obec: Chomutov,684,330,330,29,0,0,23,10,29,4,6,4,0,1,24,0,2,130,0,1,6,0,0,2,0,59,0
562971, Chomutov, Obec: Chomutov,771,313,313,38,0,0,17,17,27,6,4,4,0,0,30,0,8,123,0,0,3,0,3,0,0,32,1
562971, Chomutov, Obec: Chomutov,909,442,442,49,1,0,26,15,45,6,7,12,0,1,26,3,15,156,0,2,6,3,1,0,0,67,0
562971, Chomutov, Obec: Chomutov,908,498,498,60,4,0,35,30,39,9,3,8,0,1,36,0,17,171,0,1,4,0,3,0,1,70,4
562971, Chomutov, Obec: Chomutov,882,468,468,49,0,1,34,35,45,8,0,10,2,2,34,1,25,146,0,0,7,1,4,1,1,57,1
562971, Chomutov, Obec: Chomutov,799,419,419,38,2,1,40,23,37,5,5,6,1,0,27,0,16,138,0,0,7,0,7,0,0,59,2
562971, Chomutov, Obec: Chomutov,932,463,462,41,0,0,21,26,35,11,3,9,0,0,41,1,14,163,0,2,13,0,4,0,1,76,0
562971, Chomutov, Obec: Chomutov,748,443,443,34,1,0,28,27,40,9,5,8,0,1,39,0,27,159,1,0,5,0,10,0,1,34,4
562971, Chomutov, Obec: Chomutov,2 517,474,471,65,1,0,37,9,44,9,3,4,0,1,44,0,15,155,1,1,9,1,1,0,0,71,0
562971, Chomutov, Obec: Chomutov,1 184,573,573,70,3,0,30,20,49,13,5,11,0,2,54,0,29,178,0,2,4,0,7,2,5,81,4
562971, Chomutov, Obec: Chomutov,1 024,576,576,37,0,1,37,10,62,5,2,14,0,0,57,0,9,257,1,0,12,0,1,0,2,63,2
562971, Chomutov, Obec: Chomutov,1 193,702,702,84,0,0,39,21,62,5,2,9,0,1,57,0,21,287,0,3,13,1,2,0,0,86,4
562971, Chomutov, Obec: Chomutov,969,641,641,73,0,0,47,32,57,8,1,5,0,2,40,0,30,254,0,0,15,0,5,1,0,66,1
562971, Chomutov, Obec: Chomutov,856,514,514,37,0,2,43,22,59,13,6,7,0,0,51,0,9,194,0,2,12,0,6,0,1,45,0
562971, Chomutov, Obec: Chomutov,770,467,467,44,1,0,26,15,43,16,0,9,1,1,39,0,25,186,0,3,11,0,7,0,1,39,0
562971, Chomutov, Obec: Chomutov,788,488,488,57,0,0,35,18,42,5,2,7,0,0,42,1,24,164,0,0,10,0,3,0,3,62,3
562971, Chomutov, Obec: Chomutov,888,495,495,38,0,0,37,14,59,2,2,9,1,0,36,0,17,210,0,1,10,0,2,0,0,54,2
562971, Chomutov, Obec: Chomutov,930,548,548,60,0,0,30,22,48,9,8,6,0,1,43,1,12,212,3,0,7,1,5,3,1,71,3
562971, Chomutov, Obec: Chomutov,854,484,484,43,0,0,35,33,62,12,3,11,1,0,47,0,12,170,0,2,5,0,3,0,0,43,1
562971, Chomutov, Obec: Chomutov,946,503,501,51,0,0,30,20,61,1,3,7,1,0,43,0,12,209,0,1,8,0,3,0,0,47,4
562971, Chomutov, Obec: Chomutov,1 003,656,653,77,3,0,43,25,65,5,2,12,2,1,52,1,20,265,0,1,7,0,1,1,1,65,0
562971, Chomutov, Obec: Chomutov,789,468,468,23,4,0,46,10,54,2,5,3,0,0,30,0,5,205,0,1,5,0,2,0,0,62,3
562971, Chomutov, Obec: Chomutov,767,294,294,21,0,0,27,6,28,6,3,7,0,0,26,0,5,105,0,2,6,0,4,2,0,42,0
562971, Chomutov, Obec: Chomutov,758,385,385,14,1,0,35,13,33,2,4,14,0,0,35,0,7,173,0,0,5,0,0,0,0,48,0
562971, Chomutov, Obec: Chomutov,857,353,353,18,0,0,31,15,38,5,2,4,1,2,16,0,5,152,0,2,3,0,2,0,1,51,1
562971, Chomutov, Obec: Chomutov,868,361,361,19,0,0,35,14,47,3,2,1,0,0,12,1,8,128,0,3,6,0,1,0,1,78,2
562971, Chomutov, Obec: Chomutov,952,361,361,20,1,0,29,8,54,3,2,1,1,0,20,0,10,136,0,2,4,0,3,1,0,63,3
562971, Chomutov, Obec: Chomutov,1 096,605,605,43,1,0,50,21,51,1,7,13,0,1,45,1,15,245,0,3,9,0,7,0,2,89,1
562971, Chomutov, Obec: Chomutov,1 115,393,393,13,0,0,32,10,56,5,4,6,0,1,31,2,2,158,0,1,6,1,0,0,4,59,2
562971, Chomutov, Obec: Chomutov,1 230,492,492,35,1,0,28,26,40,8,5,10,1,1,29,1,19,194,0,1,6,0,4,0,2,73,2
562971, Chomutov, Obec: Chomutov,998,382,382,15,1,0,31,4,42,8,5,10,1,1,15,0,6,144,1,7,8,1,2,2,0,76,0
562971, Chomutov, Obec: Chomutov,973,354,354,19,1,1,27,15,38,3,5,5,2,0,16,0,6,147,0,4,2,0,0,1,0,62,0
562971, Chomutov, Obec: Chomutov,1 001,429,429,22,2,0,31,8,48,5,3,6,0,1,17,1,4,182,0,4,7,0,1,1,1,75,5
562971, Chomutov, Obec: Chomutov,998,411,411,19,0,0,31,8,44,7,3,7,0,0,25,0,6,169,1,2,5,0,1,1,3,77,1
562971, Chomutov, Obec: Chomutov,823,333,333,17,1,0,20,13,44,5,3,3,0,0,20,1,3,135,0,1,6,0,2,1,2,53,1
562971, Chomutov, Obec: Chomutov,798,337,337,20,0,0,22,7,39,5,3,6,1,0,18,0,10,129,0,1,2,0,2,0,1,67,3
562971, Chomutov, Obec: Chomutov,898,350,350,12,1,0,24,9,46,4,4,6,0,2,17,0,2,148,0,4,2,0,2,0,1,62,2
562971, Chomutov, Obec: Chomutov,969,641,641,73,0,0,47,32,57,8,1,5,0,2,40,0,30,254,0,0,15,0,5,1,0,66,1
562971, Chomutov, Obec: Chomutov,856,514,514,37,0,2,43,22,59,13,6,7,0,0,51,0,9,194,0,2,12,0,6,0,1,45,0
562971, Chomutov, Obec: Chomutov,770,467,467,44,1,0,26,15,43,16,0,9,1,1,39,0,25,186,0,3,11,0,7,0,1,39,0
562971, Chomutov, Obec: Chomutov,788,488,488,57,0,0,35,18,42,5,2,7,0,0,42,1,24,164,0,0,10,0,3,0,3,62,3
562971, Chomutov, Obec: Chomutov,888,495,495,38,0,0,37,14,59,2,2,9,1,0,36,0,17,210,0,1,10,0,2,0,0,54,2
562971, Chomutov, Obec: Chomutov,930,548,548,60,0,0,30,22,48,9,8,6,0,1,43,1,12,212,3,0,7,1,5,3,1,71,3
562971, Chomutov, Obec: Chomutov,854,484,484,43,0,0,35,33,62,12,3,11,1,0,47,0,12,170,0,2,5,0,3,0,0,43,1
562971, Chomutov, Obec: Chomutov,946,503,501,51,0,0,30,20,61,1,3,7,1,0,43,0,12,209,0,1,8,0,3,0,0,47,4
562971, Chomutov, Obec: Chomutov,1 003,656,653,77,3,0,43,25,65,5,2,12,2,1,52,1,20,265,0,1,7,0,1,1,1,65,0
562971, Chomutov, Obec: Chomutov,789,468,468,23,4,0,46,10,54,2,5,3,0,0,30,0,5,205,0,1,5,0,2,0,0,62,3
562971, Chomutov, Obec: Chomutov,767,294,294,21,0,0,27,6,28,6,3,7,0,0,26,0,5,105,0,2,6,0,4,2,0,42,0
562971, Chomutov, Obec: Chomutov,758,385,385,14,1,0,35,13,33,2,4,14,0,0,35,0,7,173,0,0,5,0,0,0,0,48,0
562971, Chomutov, Obec: Chomutov,857,353,353,18,0,0,31,15,38,5,2,4,1,2,16,0,5,152,0,2,3,0,2,0,1,51,1
562971, Chomutov, Obec: Chomutov,868,361,361,19,0,0,35,14,47,3,2,1,0,0,12,1,8,128,0,3,6,0,1,0,1,78,2
562971, Chomutov, Obec: Chomutov,952,361,361,20,1,0,29,8,54,3,2,1,1,0,20,0,10,136,0,2,4,0,3,1,0,63,3
562971, Chomutov, Obec: Chomutov,1 096,605,605,43,1,0,50,21,51,1,7,13,0,1,45,1,15,245,0,3,9,0,7,0,2,89,1
562971, Chomutov, Obec: Chomutov,1 115,393,393,13,0,0,32,10,56,5,4,6,0,1,31,2,2,158,0,1,6,1,0,0,4,59,2
562971, Chomutov, Obec: Chomutov,1 230,492,492,35,1,0,28,26,40,8,5,10,1,1,29,1,19,194,0,1,6,0,4,0,2,73,2
562971, Chomutov, Obec: Chomutov,998,382,382,15,1,0,31,4,42,8,5,10,1,1,15,0,6,144,1,7,8,1,2,2,0,76,0
562971, Chomutov, Obec: Chomutov,973,354,354,19,1,1,27,15,38,3,5,5,2,0,16,0,6,147,0,4,2,0,0,1,0,62,0
562971, Chomutov, Obec: Chomutov,1 001,429,429,22,2,0,31,8,48,5,3,6,0,1,17,1,4,182,0,4,7,0,1,1,1,75,5
562971, Chomutov, Obec: Chomutov,998,411,411,19,0,0,31,8,44,7,3,7,0,0,25,0,6,169,1,2,5,0,1,1,3,77,1
562971, Chomutov, Obec: Chomutov,823,333,333,17,1,0,20,13,44,5,3,3,0,0,20,1,3,135,0,1,6,0,2,1,2,53,1
562971, Chomutov, Obec: Chomutov,798,337,337,20,0,0,22,7,39,5,3,6,1,0,18,0,10,129,0,1,2,0,2,0,1,67,3
562971, Chomutov, Obec: Chomutov,898,350,350,12,1,0,24,9,46,4,4,6,0,2,17,0,2,148,0,4,2,0,2,0,1,62,2
562971, Chomutov, Obec: Chomutov,1 096,605,605,43,1,0,50,21,51,1,7,13,0,1,45,1,15,245,0,3,9,0,7,0,2,89,1
562971, Chomutov, Obec: Chomutov,1 115,393,393,13,0,0,32,10,56,5,4,6,0,1,31,2,2,158,0,1,6,1,0,0,4,59,2
562971, Chomutov, Obec: Chomutov,1 230,492,492,35,1,0,28,26,40,8,5,10,1,1,29,1,19,194,0,1,6,0,4,0,2,73,2
562971, Chomutov, Obec: Chomutov,998,382,382,15,1,0,31,4,42,8,5,10,1,1,15,0,6,144,1,7,8,1,2,2,0,76,0
562971, Chomutov, Obec: Chomutov,973,354,354,19,1,1,27,15,38,3,5,5,2,0,16,0,6,147,0,4,2,0,0,1,0,62,0
562971, Chomutov, Obec: Chomutov,1 001,429,429,22,2,0,31,8,48,5,3,6,0,1,17,1,4,182,0,4,7,0,1,1,1,75,5
562971, Chomutov, Obec: Chomutov,998,411,411,19,0,0,31,8,44,7,3,7,0,0,25,0,6,169,1,2,5,0,1,1,3,77,1
562971, Chomutov, Obec: Chomutov,823,333,333,17,1,0,20,13,44,5,3,3,0,0,20,1,3,135,0,1,6,0,2,1,2,53,1
562971, Chomutov, Obec: Chomutov,798,337,337,20,0,0,22,7,39,5,3,6,1,0,18,0,10,129,0,1,2,0,2,0,1,67,3
562971, Chomutov, Obec: Chomutov,898,350,350,12,1,0,24,9,46,4,4,6,0,2,17,0,2,148,0,4,2,0,2,0,1,62,2
563099, Chomutov, Obec: Jirkov,1 899,624,624,61,2,0,55,16,51,7,1,13,2,6,56,0,20,212,0,7,12,0,5,0,2,89,2
563099, Chomutov, Obec: Jirkov,1 264,566,566,30,2,0,48,14,55,7,7,5,1,2,47,4,8,230,0,4,6,0,4,0,2,87,1
563099, Chomutov, Obec: Jirkov,982,660,660,56,1,0,44,18,73,8,4,3,2,7,55,0,35,268,1,2,13,0,5,0,4,59,0
563099, Chomutov, Obec: Jirkov,1 096,584,584,42,1,0,37,12,53,9,4,13,0,13,49,0,11,242,0,1,9,0,9,1,1,73,2
563099, Chomutov, Obec: Jirkov,1 087,496,496,26,3,0,35,8,57,6,2,5,0,4,21,0,6,200,0,4,5,0,4,0,2,106,1
563099, Chomutov, Obec: Jirkov,1 037,528,526,43,1,0,27,14,75,4,3,7,0,3,41,0,2,186,0,2,7,0,1,1,1,102,2
563099, Chomutov, Obec: Jirkov,1 357,661,661,66,1,0,49,16,77,5,6,11,4,3,47,0,9,227,0,2,11,0,5,0,3,116,1
563099, Chomutov, Obec: Jirkov,1 466,455,455,40,0,0,32,17,49,7,7,12,1,2,28,0,16,156,1,0,11,0,2,2,3,63,3
563099, Chomutov, Obec: Jirkov,430,300,300,48,0,0,15,10,26,9,2,7,0,0,31,0,26,85,0,2,1,0,0,0,0,34,2
563099, Chomutov, Obec: Jirkov,1 005,396,396,30,1,0,20,11,38,11,4,13,1,1,26,0,6,137,1,2,4,0,5,0,3,79,3
563099, Chomutov, Obec: Jirkov,1 246,471,471,29,0,0,39,8,39,13,5,12,2,5,37,0,12,172,0,4,2,0,1,0,0,91,0
563099, Chomutov, Obec: Jirkov,1 584,556,556,28,4,0,37,18,51,11,8,8,0,3,35,0,7,218,1,5,12,0,1,0,2,101,5
563099, Chomutov, Obec: Jirkov,1 006,456,456,40,0,0,32,9,42,3,9,15,0,3,29,0,6,167,0,2,4,0,2,0,3,82,2
563102, Chomutov, Obec: Kadaň,1 121,424,424,47,0,0,23,16,33,5,1,4,0,1,41,0,10,180,1,2,3,0,2,0,1,54,0
563102, Chomutov, Obec: Kadaň,1 256,448,448,38,3,2,32,11,38,1,10,2,1,1,36,1,11,182,0,2,5,0,1,0,3,66,2
563102, Chomutov, Obec: Kadaň,1 180,455,455,29,0,0,20,7,35,3,10,5,0,0,36,0,8,222,0,2,4,0,1,0,1,67,3
563102, Chomutov, Obec: Kadaň,901,459,459,42,0,2,32,8,41,2,5,5,0,1,43,0,8,211,2,3,2,1,3,0,2,43,2
563102, Chomutov, Obec: Kadaň,1 053,580,580,41,0,0,53,14,52,3,7,4,0,1,53,0,21,252,0,1,13,0,1,0,2,58,3
563102, Chomutov, Obec: Kadaň,1 119,593,591,50,1,0,43,14,44,3,11,8,0,2,50,0,13,250,0,1,8,0,4,1,2,82,2
563102, Chomutov, Obec: Kadaň,1 173,656,656,84,0,1,42,18,43,6,8,4,0,3,57,1,23,254,0,0,13,0,8,1,2,83,0
563102, Chomutov, Obec: Kadaň,976,541,539,54,0,0,34,9,46,7,8,2,0,0,60,0,14,219,0,1,9,0,2,1,1,66,2
563102, Chomutov, Obec: Kadaň,1 046,573,573,89,0,1,47,20,34,10,6,7,0,2,63,0,19,210,3,1,5,0,5,0,2,48,1
563102, Chomutov, Obec: Kadaň,1 089,607,606,94,2,1,25,26,32,9,6,8,0,1,63,1,22,223,1,4,5,0,4,0,0,72,2
563102, Chomutov, Obec: Kadaň,1 535,653,652,92,0,1,31,16,34,9,4,12,1,2,72,0,36,234,1,0,14,1,6,0,1,77,2
563102, Chomutov, Obec: Kadaň,1 454,820,820,109,2,0,65,31,56,16,9,3,1,0,70,0,24,313,0,3,16,0,6,1,2,86,3
563111, Chomutov, Obec: Kalek,124,"57,94",124,14,0,0,10,11,11,2,3,3,0,0,13,1,2,18,0,1,2,0,1,0,2,30,0
563129, Chomutov, Obec: Klášterec nad Ohří,1 625,759,758,103,3,0,38,22,80,18,5,12,0,1,77,1,28,272,0,0,11,0,1,0,5,78,3
563129, Chomutov, Obec: Klášterec nad Ohří,1 012,406,405,31,8,0,33,8,31,5,2,10,1,1,34,2,5,166,0,1,2,0,4,1,0,55,1
563129, Chomutov, Obec: Klášterec nad Ohří,987,457,457,25,3,0,26,9,52,4,7,3,1,0,39,0,12,188,1,2,9,0,1,0,4,67,1
563129, Chomutov, Obec: Klášterec nad Ohří,1 069,452,452,41,0,0,34,5,50,7,5,7,2,1,37,0,8,188,0,1,3,0,2,0,4,47,3
563129, Chomutov, Obec: Klášterec nad Ohří,1 109,575,575,73,1,0,33,13,66,6,0,9,0,0,50,0,10,230,0,2,2,0,5,2,1,67,2
563129, Chomutov, Obec: Klášterec nad Ohří,1 171,609,609,76,2,1,45,15,62,7,5,7,0,1,47,2,15,249,1,3,6,1,1,1,2,54,1
563129, Chomutov, Obec: Klášterec nad Ohří,954,421,421,21,3,0,32,13,57,6,2,4,2,0,39,0,19,166,0,0,3,0,2,1,0,46,2
563129, Chomutov, Obec: Klášterec nad Ohří,1 052,527,527,49,5,1,28,11,53,7,8,6,0,0,49,0,12,209,1,2,8,0,1,2,0,71,3
563129, Chomutov, Obec: Klášterec nad Ohří,1 045,509,509,39,5,2,24,11,40,12,9,4,0,0,50,1,15,199,1,2,10,0,6,0,2,72,1
563129, Chomutov, Obec: Klášterec nad Ohří,1 060,512,511,25,2,0,38,13,56,6,5,3,0,0,27,0,8,237,0,0,6,0,3,0,0,75,1
563129, Chomutov, Obec: Klášterec nad Ohří,869,412,412,37,1,0,17,11,29,9,8,4,1,1,48,1,9,165,0,2,7,0,2,2,2,54,1
563137, Chomutov, Obec: Kovářská,388,"47,20",387,22,0,0,31,11,40,4,6,3,6,0,22,0,7,163,0,0,4,0,2,0,1,65,0
563315, Chomutov, Obec: Kryštofovy Hamry,80,"72,73",80,4,0,0,3,6,9,0,1,1,0,0,7,0,1,40,0,1,0,0,0,0,0,7,0
563161, Chomutov, Obec: Křimov,145,"47,85",144,16,2,0,9,6,14,4,4,0,1,0,8,0,1,53,0,0,0,0,2,0,2,21,1
563188, Chomutov, Obec: Libědice,150,"69,44",149,11,1,0,17,4,25,2,4,2,0,0,9,0,5,44,0,0,3,0,0,0,4,18,0
546518, Chomutov, Obec: Loučná pod Klínovcem,70,"66,67",68,21,0,0,0,4,2,0,0,1,0,0,6,0,6,21,0,0,3,0,1,0,0,3,0
563200, Chomutov, Obec: Málkov,442,"64,53",438,56,0,1,25,14,57,9,7,5,2,3,24,0,8,156,0,3,8,0,2,1,1,55,1
563218, Chomutov, Obec: Mašťov,284,"59,04",284,12,0,0,24,6,44,4,4,0,2,0,15,0,7,122,0,2,6,0,1,0,1,28,6
563226, Chomutov, Obec: Měděnec,85,"62,04",85,14,0,0,1,7,11,0,0,0,0,0,2,0,4,32,0,0,2,0,0,0,1,11,0
563242, Chomutov, Obec: Místo,244,"67,03",244,6,0,0,22,13,20,2,2,1,1,0,29,1,5,106,0,0,3,0,0,0,0,31,2
546160, Chomutov, Obec: Nezabylice,121,"68,75",121,5,0,0,6,2,30,2,0,1,0,0,8,0,3,47,0,0,1,0,0,0,0,14,2
563269, Chomutov, Obec: Okounov,188,"65,05",186,17,2,0,6,3,22,4,2,2,0,2,8,0,7,94,0,0,0,0,2,0,1,14,0
563277, Chomutov, Obec: Otvice,356,"65,20",356,18,1,0,20,13,33,1,3,2,0,0,23,0,15,136,0,2,12,0,5,1,1,70,0
563285, Chomutov, Obec: Perštejn,585,"63,66",581,68,2,1,35,26,51,11,2,5,1,2,52,0,28,218,1,0,5,0,6,2,2,60,3
546062, Chomutov, Obec: Pesvice,76,"71,03",76,6,0,0,3,2,9,1,1,1,0,1,6,1,2,22,0,0,1,0,1,1,0,17,1
563293, Chomutov, Obec: Pětipsy,92,"54,12",92,7,0,0,3,2,6,1,3,0,0,0,4,0,2,40,0,4,0,0,0,1,0,19,0
546071, Chomutov, Obec: Račetice,210,"63,64",210,12,0,0,9,3,15,1,0,1,0,0,13,0,9,114,0,0,2,0,1,3,0,26,1
563323, Chomutov, Obec: Radonice,490,"52,63",485,17,0,0,32,16,94,7,11,1,0,0,34,0,4,220,1,1,4,0,1,0,1,36,5
