Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
588296, Kroměříž, Obec: Kroměříž,873,587,587,62,2,0,43,2,17,37,9,2,5,0,3,61,1,34,177,0,1,43,4,3,0,76,2
588296, Kroměříž, Obec: Kroměříž,1 312,846,846,97,5,3,66,0,26,64,21,0,12,1,2,66,0,23,277,1,0,52,4,1,4,109,5
588296, Kroměříž, Obec: Kroměříž,1 105,759,759,81,2,0,56,1,36,61,13,1,12,1,0,63,0,28,266,0,0,44,6,1,0,79,3
588296, Kroměříž, Obec: Kroměříž,979,668,668,60,0,1,50,0,27,62,16,4,15,1,2,59,2,24,185,0,1,59,8,0,0,86,4
588296, Kroměříž, Obec: Kroměříž,261,166,166,17,0,0,9,1,10,9,3,3,3,0,2,10,0,10,49,0,0,6,1,1,0,31,0
588296, Kroměříž, Obec: Kroměříž,122,73,73,6,0,0,1,0,0,16,1,1,2,0,0,5,0,2,22,0,0,13,0,0,0,4,0
588296, Kroměříž, Obec: Kroměříž,186,121,121,8,0,0,9,0,5,9,2,0,2,0,0,7,0,4,36,0,1,8,3,0,0,24,1
588296, Kroměříž, Obec: Kroměříž,494,284,282,29,0,0,28,0,10,30,1,4,8,0,0,26,3,15,69,0,0,19,2,0,0,28,0
588296, Kroměříž, Obec: Kroměříž,330,210,210,16,2,0,10,0,10,12,2,1,10,0,0,31,0,5,54,0,0,22,0,0,3,31,0
588296, Kroměříž, Obec: Kroměříž,422,287,287,27,2,0,23,0,10,16,1,0,3,0,1,26,2,8,113,0,1,14,2,1,0,37,0
588296, Kroměříž, Obec: Kroměříž,129,86,86,4,0,0,5,0,9,17,0,1,5,0,0,3,0,2,21,0,0,3,0,0,1,15,0
588296, Kroměříž, Obec: Kroměříž,873,587,587,62,2,0,43,2,17,37,9,2,5,0,3,61,1,34,177,0,1,43,4,3,0,76,2
588296, Kroměříž, Obec: Kroměříž,1 312,846,846,97,5,3,66,0,26,64,21,0,12,1,2,66,0,23,277,1,0,52,4,1,4,109,5
588296, Kroměříž, Obec: Kroměříž,1 105,759,759,81,2,0,56,1,36,61,13,1,12,1,0,63,0,28,266,0,0,44,6,1,0,79,3
588296, Kroměříž, Obec: Kroměříž,979,668,668,60,0,1,50,0,27,62,16,4,15,1,2,59,2,24,185,0,1,59,8,0,0,86,4
588296, Kroměříž, Obec: Kroměříž,261,166,166,17,0,0,9,1,10,9,3,3,3,0,2,10,0,10,49,0,0,6,1,1,0,31,0
588296, Kroměříž, Obec: Kroměříž,122,73,73,6,0,0,1,0,0,16,1,1,2,0,0,5,0,2,22,0,0,13,0,0,0,4,0
588296, Kroměříž, Obec: Kroměříž,186,121,121,8,0,0,9,0,5,9,2,0,2,0,0,7,0,4,36,0,1,8,3,0,0,24,1
588296, Kroměříž, Obec: Kroměříž,494,284,282,29,0,0,28,0,10,30,1,4,8,0,0,26,3,15,69,0,0,19,2,0,0,28,0
588296, Kroměříž, Obec: Kroměříž,330,210,210,16,2,0,10,0,10,12,2,1,10,0,0,31,0,5,54,0,0,22,0,0,3,31,0
588296, Kroměříž, Obec: Kroměříž,422,287,287,27,2,0,23,0,10,16,1,0,3,0,1,26,2,8,113,0,1,14,2,1,0,37,0
588296, Kroměříž, Obec: Kroměříž,129,86,86,4,0,0,5,0,9,17,0,1,5,0,0,3,0,2,21,0,0,3,0,0,1,15,0
588628, Kroměříž, Obec: Kunkovice,38,"63,33",36,1,0,0,1,0,1,5,0,0,1,0,0,4,0,1,10,0,0,4,0,0,0,8,0
588636, Kroměříž, Obec: Kurovice,154,"71,30",153,6,0,0,9,0,6,19,0,0,2,0,0,2,0,3,82,0,0,16,0,0,0,8,0
588644, Kroměříž, Obec: Kvasice,952,535,535,54,1,1,47,0,27,39,9,9,9,1,0,35,0,8,173,0,0,48,3,0,1,62,3
588644, Kroměříž, Obec: Kvasice,880,556,556,44,0,1,28,0,26,49,8,1,1,0,0,39,0,16,210,0,0,43,4,2,0,79,3
588652, Kroměříž, Obec: Kyselovice,246,"61,04",244,15,0,0,10,1,16,33,1,2,3,0,0,14,0,8,79,0,1,35,1,0,1,24,0
588661, Kroměříž, Obec: Lechotice,185,"57,99",183,6,0,0,13,0,3,7,1,0,3,0,0,10,0,3,71,0,0,23,7,0,0,33,3
588695, Kroměříž, Obec: Litenčice,319,189,189,4,1,0,15,0,57,23,2,1,2,0,0,13,0,3,39,0,0,7,0,0,0,18,2
588695, Kroměříž, Obec: Litenčice,65,49,49,2,0,0,2,0,10,3,2,1,0,3,0,2,0,2,12,0,0,8,0,0,0,2,0
588709, Kroměříž, Obec: Loukov,595,337,337,31,0,0,18,0,34,24,4,1,9,1,0,20,0,7,75,0,0,32,4,2,0,74,0
588709, Kroměříž, Obec: Loukov,176,128,128,2,0,0,7,0,22,7,2,0,1,0,0,10,0,2,37,0,0,19,0,0,0,19,0
588717, Kroměříž, Obec: Lubná,218,"59,73",217,22,0,0,5,0,9,16,2,1,2,0,0,14,0,4,71,0,0,19,1,0,0,50,1
588725, Kroměříž, Obec: Ludslavice,246,"61,19",243,21,0,0,12,0,9,16,3,5,3,0,1,9,0,9,79,0,0,34,5,0,1,35,1
588733, Kroměříž, Obec: Lutopecny,325,201,201,13,0,0,11,0,7,26,3,1,0,0,0,9,0,5,68,0,0,33,0,0,0,19,3
588733, Kroměříž, Obec: Lutopecny,155,109,109,5,1,0,10,0,7,11,0,0,0,0,0,9,0,2,28,0,0,13,0,0,0,22,0
588741, Kroměříž, Obec: Martinice,410,"68,11",410,26,0,0,29,0,21,27,4,2,8,0,1,33,0,8,132,1,0,48,4,0,1,64,1
588750, Kroměříž, Obec: Míškovice,329,"66,06",329,39,0,0,13,0,19,16,4,2,8,0,0,16,0,5,94,1,0,42,1,1,0,65,3
588768, Kroměříž, Obec: Morkovice-Slížany,1 081,597,597,18,1,0,29,0,24,70,8,4,6,0,0,56,1,6,179,0,2,71,2,1,0,111,5
588768, Kroměříž, Obec: Morkovice-Slížany,957,596,596,34,1,0,43,1,21,117,11,2,12,1,1,45,1,12,163,0,0,26,6,0,2,92,3
588768, Kroměříž, Obec: Morkovice-Slížany,304,184,184,3,0,0,7,0,2,50,3,0,1,2,0,12,0,0,52,0,0,14,0,1,0,34,0
553905, Kroměříž, Obec: Mrlínek,163,"69,07",163,11,0,0,11,0,1,14,0,0,1,0,0,9,0,0,40,0,0,8,1,0,0,67,0
588784, Kroměříž, Obec: Němčice,182,"61,49",180,24,0,0,13,0,4,18,2,0,0,0,0,12,0,2,65,0,3,12,0,0,0,25,0
588806, Kroměříž, Obec: Nítkovice,105,"49,30",105,6,0,1,6,0,6,15,2,1,6,1,0,6,0,2,35,0,0,5,2,0,0,9,2
588814, Kroměříž, Obec: Nová Dědina,242,"69,94",242,9,0,0,16,0,13,19,4,1,2,0,2,15,0,3,87,0,1,12,0,0,0,57,1
588822, Kroměříž, Obec: Osíčko,218,"59,24",212,10,0,0,6,0,18,20,0,3,1,0,0,14,0,2,70,0,0,26,0,1,0,40,1
588831, Kroměříž, Obec: Pacetluky,121,"61,73",119,6,0,0,10,0,6,13,2,0,2,0,0,4,0,8,26,0,0,13,0,0,0,28,1
588849, Kroměříž, Obec: Pačlavice,407,230,230,7,0,0,28,0,12,28,3,2,2,0,1,12,0,2,71,0,1,23,0,0,1,35,0
588849, Kroměříž, Obec: Pačlavice,160,110,110,1,0,0,15,0,3,19,0,0,1,0,0,10,0,1,32,1,0,5,0,1,0,20,1
588849, Kroměříž, Obec: Pačlavice,161,118,118,2,0,0,9,3,1,26,0,1,0,0,1,7,0,1,33,0,0,9,0,0,0,22,1
588865, Kroměříž, Obec: Počenice-Tetětice,397,239,239,15,0,0,7,0,10,61,0,1,3,1,0,15,0,1,62,1,1,21,2,0,0,29,5
588865, Kroměříž, Obec: Počenice-Tetětice,201,116,115,8,0,0,3,0,1,15,0,1,1,0,0,5,0,1,33,0,0,14,1,0,0,26,4
588873, Kroměříž, Obec: Podhradní Lhota,229,"56,27",227,21,0,0,6,0,12,11,1,1,4,0,0,21,0,6,52,1,0,54,1,1,1,33,1
587397, Kroměříž, Obec: Prasklice,118,"62,11",118,9,0,0,10,0,8,19,0,1,2,0,0,7,0,4,23,1,0,9,2,1,0,21,1
588890, Kroměříž, Obec: Pravčice,396,"63,87",392,14,2,0,35,0,11,32,11,0,6,0,2,27,1,1,142,0,2,19,2,0,0,85,0
588903, Kroměříž, Obec: Prusinovice,612,"63,29",607,44,0,0,39,0,30,51,4,5,17,0,2,47,0,9,164,0,1,67,4,1,1,121,0
549720, Kroměříž, Obec: Přílepy,529,"68,79",527,40,0,0,22,0,29,34,7,4,3,0,2,36,1,19,159,0,0,61,3,1,8,92,6
588920, Kroměříž, Obec: Rajnochovice,259,"59,00",258,15,1,1,19,1,15,39,2,0,7,0,0,24,1,0,66,0,1,39,2,0,0,25,0
588938, Kroměříž, Obec: Rataje,736,483,483,21,0,2,23,0,14,56,6,1,9,1,3,38,0,11,139,0,2,69,0,2,2,79,4
588938, Kroměříž, Obec: Rataje,166,124,124,13,0,0,4,1,3,14,3,0,1,0,0,15,1,5,32,0,2,11,3,1,0,14,0
588946, Kroměříž, Obec: Roštění,332,"60,47",325,12,0,1,23,0,6,35,2,4,5,0,2,17,1,8,124,0,1,49,2,0,2,30,1
588954, Kroměříž, Obec: Roštín,317,"54,10",314,40,0,0,15,0,12,34,4,2,5,0,0,16,0,8,88,0,0,23,1,1,0,64,1
588962, Kroměříž, Obec: Rusava,318,"61,27",315,32,0,0,26,0,12,20,4,4,0,0,1,18,0,12,93,0,0,22,3,0,0,67,1
588971, Kroměříž, Obec: Rymice,310,"63,39",310,24,2,0,21,0,17,15,5,1,6,1,1,21,1,13,90,1,1,45,2,0,0,43,0
588989, Kroměříž, Obec: Skaštice,194,"62,99",193,12,2,0,3,0,9,15,3,1,3,0,1,12,0,4,84,0,0,22,0,0,0,22,0
588997, Kroměříž, Obec: Slavkov pod Hostýnem,300,"59,29",300,29,1,1,9,0,9,17,3,2,3,0,0,31,0,2,98,0,0,28,5,0,0,62,0
589004, Kroměříž, Obec: Soběsuky,112,73,73,0,1,0,13,0,4,11,2,1,0,0,1,5,0,0,22,0,0,4,0,1,0,7,0
589004, Kroměříž, Obec: Soběsuky,121,95,95,2,0,0,8,0,0,10,2,0,1,0,0,2,0,1,30,0,1,10,1,0,0,25,1
589004, Kroměříž, Obec: Soběsuky,48,36,36,2,0,0,2,0,5,1,0,0,0,0,0,3,0,2,10,0,0,3,0,0,0,7,0
589039, Kroměříž, Obec: Střílky,341,"64,10",340,25,0,2,29,4,26,38,6,0,1,0,0,33,4,5,87,0,1,26,0,4,1,44,4
589047, Kroměříž, Obec: Střížovice,102,"47,89",101,8,0,0,7,0,9,6,3,1,5,1,2,9,0,2,27,0,1,7,0,0,0,13,0
589055, Kroměříž, Obec: Sulimov,83,"64,34",83,2,1,0,2,0,6,9,0,1,1,0,0,9,0,1,11,0,0,19,0,0,0,21,0
557188, Kroměříž, Obec: Šelešovice,161,"62,89",160,7,0,0,6,0,3,22,4,5,2,0,2,8,0,3,58,1,0,12,0,0,0,24,3
589080, Kroměříž, Obec: Troubky-Zdislavice,246,121,121,3,0,2,8,1,3,19,0,2,2,0,0,6,0,8,29,0,0,4,0,0,0,29,4
589080, Kroměříž, Obec: Troubky-Zdislavice,136,102,102,1,0,0,9,0,6,17,0,0,0,0,0,4,0,4,35,0,0,9,0,0,0,16,1
589098, Kroměříž, Obec: Třebětice,127,"57,99",127,19,0,0,7,0,8,5,2,0,0,0,2,5,0,1,44,0,0,16,0,0,0,18,0
589110, Kroměříž, Obec: Uhřice,92,"59,35",90,4,0,0,5,0,1,23,1,1,0,0,0,5,0,4,23,0,0,1,0,0,2,20,0
589128, Kroměříž, Obec: Věžky,269,175,175,9,2,0,9,0,2,8,2,1,4,0,0,11,1,1,60,0,2,12,0,0,0,27,24
589128, Kroměříž, Obec: Věžky,64,36,36,3,0,0,4,0,4,3,1,0,1,0,0,6,0,2,7,0,0,0,0,0,0,1,4
589136, Kroměříž, Obec: Vítonice,220,"60,44",218,15,0,0,21,1,17,13,1,0,3,2,0,12,0,1,75,0,1,23,0,0,0,32,1
542393, Kroměříž, Obec: Vrbka,104,"60,82",102,5,0,0,9,0,2,5,2,0,1,0,2,13,0,1,37,0,0,9,2,0,1,13,0
589152, Kroměříž, Obec: Zahnašovice,170,"65,64",170,6,0,0,12,0,4,8,0,1,2,0,0,8,0,8,63,0,1,24,0,0,1,31,1
589161, Kroměříž, Obec: Záříčí,360,"61,12",356,19,0,0,21,0,12,54,4,6,8,0,0,21,0,2,131,0,0,12,4,1,0,59,2
587257, Kroměříž, Obec: Zástřizly,93,"76,86",93,9,0,0,6,0,7,4,0,0,2,0,0,7,0,0,28,0,0,16,0,0,0,14,0
589187, Kroměříž, Obec: Zborovice,1 065,572,572,35,1,0,55,0,33,80,1,3,11,0,0,39,0,3,160,0,2,41,0,1,1,91,10
589187, Kroměříž, Obec: Zborovice,161,107,107,6,0,0,9,0,4,5,1,0,5,0,0,3,0,3,35,0,0,5,1,0,0,29,1
589195, Kroměříž, Obec: Zdounky,1 141,650,650,34,1,0,43,0,38,70,5,5,12,2,0,37,1,4,201,0,4,57,10,0,2,103,13
589195, Kroměříž, Obec: Zdounky,132,79,79,3,0,0,1,0,7,15,0,0,0,0,0,5,0,0,15,0,0,10,2,1,0,17,3
589195, Kroměříž, Obec: Zdounky,100,50,50,3,0,0,6,0,9,11,0,0,0,0,0,4,0,0,7,0,0,1,0,2,0,6,0
589195, Kroměříž, Obec: Zdounky,189,120,120,5,0,0,6,2,2,20,1,2,3,0,0,16,0,0,36,0,1,8,0,0,0,18,0
589195, Kroměříž, Obec: Zdounky,145,101,101,6,0,0,6,0,5,19,1,0,1,0,0,6,0,3,28,0,0,6,1,0,0,18,0
