Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
589217, Kroměříž, Obec: Zlobice,384,203,203,16,1,0,8,0,8,22,5,1,1,0,0,23,0,1,59,0,1,24,1,1,0,27,3
589217, Kroměříž, Obec: Zlobice,118,84,84,3,0,0,2,0,2,12,1,0,2,0,0,3,0,4,32,0,0,9,0,0,0,13,0
589225, Kroměříž, Obec: Žalkovice,336,"67,33",331,23,1,0,19,0,14,19,9,0,5,1,0,21,0,9,133,0,0,44,3,0,0,28,2
589233, Kroměříž, Obec: Žeranovice,374,"59,94",373,15,0,0,19,2,20,34,3,2,2,1,0,29,0,7,97,0,1,81,5,3,1,45,6
592013, Uherské Hradiště, Obec: Babice,873,"60,12",866,79,0,0,60,0,55,66,5,6,3,0,2,74,0,23,254,1,0,95,5,1,0,133,4
592021, Uherské Hradiště, Obec: Bánov,829,494,494,48,1,0,31,0,45,30,4,1,6,0,1,34,1,7,134,0,0,62,2,0,0,81,2
592021, Uherské Hradiště, Obec: Bánov,878,576,575,44,1,1,44,0,72,32,6,0,5,1,1,37,0,4,159,1,0,86,4,0,0,75,0
592030, Uherské Hradiště, Obec: Bílovice,1 194,805,805,87,0,0,53,1,53,68,9,4,11,0,1,76,0,24,191,0,2,101,2,3,0,76,33
592030, Uherské Hradiště, Obec: Bílovice,279,213,213,11,0,0,14,0,13,12,1,1,3,0,0,14,0,4,73,0,0,46,2,0,1,16,2
592048, Uherské Hradiště, Obec: Bojkovice,1 004,644,642,80,0,0,50,0,19,57,6,2,2,0,0,46,2,7,200,0,0,67,5,0,1,90,6
592048, Uherské Hradiště, Obec: Bojkovice,946,513,513,80,1,0,36,0,28,41,7,1,8,1,1,36,0,11,130,0,0,45,1,0,0,77,4
592048, Uherské Hradiště, Obec: Bojkovice,1 096,717,717,97,5,0,58,1,28,71,5,4,6,0,0,38,1,16,183,0,1,79,5,1,1,112,1
592048, Uherské Hradiště, Obec: Bojkovice,261,121,121,12,0,0,19,0,1,22,0,0,1,0,0,5,0,3,33,0,0,7,0,0,0,18,0
592048, Uherské Hradiště, Obec: Bojkovice,214,98,98,10,0,0,1,0,1,25,4,0,2,0,0,7,0,0,23,0,0,4,0,0,0,20,1
592048, Uherské Hradiště, Obec: Bojkovice,114,90,90,11,0,0,1,0,2,9,1,0,1,0,0,2,1,0,43,0,2,6,5,0,1,5,0
592064, Uherské Hradiště, Obec: Boršice,902,550,550,46,0,0,23,1,31,67,6,1,3,0,0,38,0,17,135,2,0,108,3,0,1,64,3
592064, Uherské Hradiště, Obec: Boršice,886,591,591,57,0,0,51,0,30,69,8,2,11,0,0,57,0,16,144,0,0,91,1,1,0,44,0
592056, Uherské Hradiště, Obec: Boršice u Blatnice,407,"61,67",404,49,0,0,24,0,13,59,1,3,8,0,0,25,1,9,95,0,2,73,1,1,0,39,1
592072, Uherské Hradiště, Obec: Břestek,406,"61,80",402,49,0,0,36,0,19,33,6,1,10,0,0,37,0,13,128,0,2,27,4,0,0,37,0
592081, Uherské Hradiště, Obec: Březolupy,634,392,392,42,1,0,27,0,23,42,1,4,4,0,1,41,0,7,94,0,2,43,9,0,0,41,7
592081, Uherské Hradiště, Obec: Březolupy,725,489,489,57,2,0,37,1,45,42,6,6,5,2,0,39,0,17,95,0,0,44,13,1,1,71,4
592099, Uherské Hradiště, Obec: Březová,442,"53,45",439,44,2,0,10,0,32,51,1,2,3,0,0,19,0,3,128,0,2,59,1,0,1,80,1
592102, Uherské Hradiště, Obec: Buchlovice,1 155,750,749,90,0,0,57,2,40,70,7,1,7,0,1,80,0,28,202,0,3,77,4,0,0,71,5
592102, Uherské Hradiště, Obec: Buchlovice,930,583,581,83,4,0,50,1,17,65,13,5,8,1,0,43,0,10,156,1,0,52,1,1,1,60,3
592111, Uherské Hradiště, Obec: Bystřice pod Lopeníkem,428,"64,56",423,25,0,0,20,1,71,31,6,4,4,0,0,25,0,2,105,0,2,40,1,1,1,81,3
592137, Uherské Hradiště, Obec: Částkov,197,"63,96",195,9,0,0,10,0,6,17,1,4,3,0,1,10,1,1,64,0,0,26,4,0,0,38,0
592145, Uherské Hradiště, Obec: Dolní Němčí,1 136,696,696,71,0,0,57,3,80,34,6,4,10,0,1,39,0,18,176,0,0,90,4,3,3,92,4
592145, Uherské Hradiště, Obec: Dolní Němčí,1 328,778,777,49,0,0,47,1,71,33,4,9,7,0,0,56,0,17,208,1,0,145,2,0,3,114,7
592153, Uherské Hradiště, Obec: Drslavice,308,"71,46",307,23,0,0,16,0,6,18,1,2,6,0,2,15,0,8,61,0,0,87,1,0,0,54,7
592170, Uherské Hradiště, Obec: Hluk,1 187,762,761,79,2,0,43,1,41,47,6,4,13,0,0,60,1,24,201,1,2,105,1,1,0,124,1
592170, Uherské Hradiště, Obec: Hluk,1 333,820,820,91,1,1,67,0,52,54,11,2,15,1,0,58,1,16,189,0,1,133,5,2,0,107,7
592170, Uherské Hradiště, Obec: Hluk,983,606,606,52,1,1,39,1,38,63,8,4,5,0,2,39,1,10,170,0,1,84,1,0,2,75,3
592188, Uherské Hradiště, Obec: Horní Němčí,434,"63,73",434,32,0,0,31,0,30,55,2,2,3,3,1,21,1,7,105,0,1,42,10,0,2,82,4
592196, Uherské Hradiště, Obec: Hostějov,33,"91,67",33,1,0,0,3,0,2,6,0,0,0,0,0,2,0,3,2,0,0,12,1,0,0,1,0
550736, Uherské Hradiště, Obec: Hostětín,137,"71,35",136,15,0,0,10,0,6,7,7,0,5,0,0,10,0,2,24,0,0,36,2,0,0,12,0
592200, Uherské Hradiště, Obec: Hradčovice,553,393,393,29,0,0,21,0,9,16,3,3,7,0,0,18,0,14,93,0,0,81,3,0,2,46,45
592200, Uherské Hradiště, Obec: Hradčovice,257,177,177,8,0,0,3,0,9,1,3,0,0,0,0,9,0,6,44,0,0,68,1,0,0,13,9
592218, Uherské Hradiště, Obec: Huštěnovice,535,"67,47",531,37,1,0,32,0,22,51,9,3,6,0,2,44,1,8,172,0,3,62,3,0,2,71,2
592226, Uherské Hradiště, Obec: Jalubí,868,"59,78",864,78,0,0,67,0,71,76,6,5,9,0,0,48,0,14,289,0,0,104,3,1,7,83,3
592234, Uherské Hradiště, Obec: Jankovice,243,"63,95",243,17,0,0,21,0,12,27,1,2,1,0,0,18,1,6,83,0,1,14,1,0,1,37,0
592269, Uherské Hradiště, Obec: Kněžpole,632,"71,33",627,55,0,0,37,1,27,61,3,2,15,0,0,44,0,11,180,0,1,125,2,5,0,57,1
592277, Uherské Hradiště, Obec: Komňa,326,"72,61",324,108,1,0,18,0,9,32,4,0,2,0,0,16,0,2,74,0,0,17,2,0,1,31,7
592285, Uherské Hradiště, Obec: Korytná,493,"62,96",492,22,1,0,41,0,54,51,2,4,3,0,2,22,1,16,155,0,0,51,6,0,0,57,4
592293, Uherské Hradiště, Obec: Kostelany nad Moravou,476,"63,55",473,47,0,0,25,0,26,36,7,3,4,0,0,37,0,8,139,0,2,68,1,0,1,68,1
592307, Uherské Hradiště, Obec: Košíky,201,"60,18",201,12,0,0,9,0,19,22,2,1,5,0,1,18,0,3,57,0,0,16,0,0,0,35,1
592323, Uherské Hradiště, Obec: Kudlovice,492,"62,44",490,42,0,0,34,1,34,31,3,4,12,0,0,45,0,20,146,1,0,39,1,3,0,73,1
550744, Uherské Hradiště, Obec: Kunovice,1 096,627,625,87,0,0,50,0,51,39,6,5,15,2,2,47,1,16,146,0,0,69,6,1,1,78,2
550744, Uherské Hradiště, Obec: Kunovice,786,554,554,70,0,0,36,0,33,37,10,3,11,0,0,44,1,13,151,0,0,60,5,2,0,74,3
550744, Uherské Hradiště, Obec: Kunovice,998,576,576,50,0,1,53,0,40,40,8,2,13,0,3,56,4,11,162,0,2,66,2,0,1,57,2
550744, Uherské Hradiště, Obec: Kunovice,784,467,467,53,1,0,30,1,51,35,5,3,6,0,0,37,0,10,115,0,0,60,1,0,0,49,4
550744, Uherské Hradiště, Obec: Kunovice,825,552,552,49,0,0,35,0,46,33,6,0,8,0,2,50,0,23,180,2,0,47,2,1,0,64,1
592340, Uherské Hradiště, Obec: Lopeník,106,"55,79",104,15,0,0,10,0,6,7,4,1,4,0,0,7,0,5,25,0,1,4,1,0,0,14,0
592366, Uherské Hradiště, Obec: Medlovice,230,"59,90",227,15,0,0,12,0,7,29,6,3,4,0,0,16,1,6,60,0,1,24,1,0,1,32,9
592382, Uherské Hradiště, Obec: Mistřice,820,512,509,66,0,0,25,1,29,44,3,1,5,0,1,27,0,10,149,0,0,86,7,0,1,54,0
592382, Uherské Hradiště, Obec: Mistřice,106,71,71,8,0,0,3,0,3,11,1,0,0,0,0,3,0,2,20,0,0,9,0,0,0,10,1
592391, Uherské Hradiště, Obec: Modrá,398,"69,82",396,28,0,0,20,0,24,26,5,0,6,1,1,33,1,22,91,0,0,100,3,0,0,34,1
592404, Uherské Hradiště, Obec: Nedachlebice,446,"68,62",441,23,0,0,30,1,21,68,3,6,4,0,0,25,0,2,92,0,0,99,3,1,1,60,2
592412, Uherské Hradiště, Obec: Nedakonice,824,"64,83",819,81,1,1,44,0,56,105,6,3,8,0,2,65,0,25,230,2,1,94,4,1,1,83,6
592421, Uherské Hradiště, Obec: Nezdenice,413,"66,40",412,28,0,0,40,0,19,50,7,2,6,1,0,34,3,4,101,0,1,34,40,0,1,40,1
592439, Uherské Hradiště, Obec: Nivnice,910,583,583,64,0,1,51,0,56,36,4,5,13,1,0,52,0,5,143,0,0,79,4,0,1,61,1
592439, Uherské Hradiště, Obec: Nivnice,909,623,623,41,1,0,47,0,67,29,11,5,9,0,0,40,0,8,149,0,1,134,3,0,1,73,2
592439, Uherské Hradiště, Obec: Nivnice,866,567,567,41,0,0,62,0,57,40,11,3,16,0,0,34,0,10,123,0,3,83,2,1,0,71,6
592447, Uherské Hradiště, Obec: Ořechov,378,"64,07",377,42,0,0,14,0,37,21,3,0,5,0,0,31,0,15,97,0,0,69,3,0,2,38,0
592455, Uherské Hradiště, Obec: Ostrožská Lhota,598,380,378,30,0,0,29,0,13,31,3,1,2,0,0,22,0,4,105,0,0,101,4,1,0,32,0
592455, Uherské Hradiště, Obec: Ostrožská Lhota,614,411,411,18,0,0,19,0,16,67,9,1,6,0,0,21,0,12,109,0,1,75,4,2,0,46,4
592463, Uherské Hradiště, Obec: Ostrožská Nová Ves,1 028,641,641,80,1,0,36,0,29,50,3,4,14,1,0,48,1,9,210,0,1,60,2,1,0,82,5
592463, Uherské Hradiště, Obec: Ostrožská Nová Ves,1 189,754,754,83,0,0,38,0,37,69,8,1,18,0,1,60,0,21,178,2,0,118,4,1,1,109,4
592463, Uherské Hradiště, Obec: Ostrožská Nová Ves,596,386,386,41,1,0,22,0,17,34,7,2,4,0,1,33,1,14,85,0,1,58,2,3,0,54,0
592471, Uherské Hradiště, Obec: Osvětimany,434,"61,39",429,33,2,0,19,0,11,46,2,2,14,0,0,24,0,13,103,1,1,26,8,0,1,58,65
592480, Uherské Hradiště, Obec: Pašovice,397,"66,84",397,25,0,0,12,0,24,28,4,2,9,2,1,32,1,4,141,0,0,49,3,3,0,56,1
592498, Uherské Hradiště, Obec: Pitín,464,"62,28",463,38,1,1,29,1,17,71,1,1,6,1,1,37,0,7,87,0,1,102,4,0,0,55,2
592501, Uherské Hradiště, Obec: Podolí,420,"60,52",417,43,0,0,24,0,44,26,2,4,9,4,1,32,0,13,120,0,0,35,4,0,0,50,6
592510, Uherské Hradiště, Obec: Polešovice,772,513,512,56,0,0,38,0,80,31,2,1,11,0,3,36,3,7,135,0,1,50,3,1,0,49,3
592510, Uherské Hradiště, Obec: Polešovice,844,524,524,78,0,1,27,0,49,23,5,3,5,0,1,34,0,19,141,0,2,87,0,0,2,44,1
592528, Uherské Hradiště, Obec: Popovice,589,"68,25",586,46,1,0,29,0,46,66,6,6,7,0,0,48,1,16,150,1,2,96,0,2,1,55,7
592536, Uherské Hradiště, Obec: Prakšice,561,"69,00",561,40,0,0,46,1,25,25,6,2,12,0,1,51,0,13,133,0,0,123,6,2,0,72,3
592552, Uherské Hradiště, Obec: Rudice,245,"65,51",245,17,1,0,20,0,14,33,3,4,5,0,0,23,0,3,56,0,0,18,9,1,0,34,4
592561, Uherské Hradiště, Obec: Salaš,206,"63,00",203,19,0,0,14,0,10,27,2,0,3,0,1,12,0,5,53,0,0,22,2,0,1,30,2
592579, Uherské Hradiště, Obec: Slavkov,326,"59,17",325,32,0,0,29,0,12,35,2,0,4,0,4,14,0,9,122,0,1,14,1,0,0,41,5
592587, Uherské Hradiště, Obec: Staré Hutě,81,"69,83",81,5,0,0,6,0,6,14,5,0,0,0,0,9,0,4,15,0,0,5,0,0,0,8,4
550752, Uherské Hradiště, Obec: Staré Město,1 496,947,945,121,1,1,32,0,79,49,13,6,31,1,1,82,0,34,177,1,1,193,2,0,0,104,4
550752, Uherské Hradiště, Obec: Staré Město,838,544,544,70,1,0,36,0,41,48,4,0,9,0,0,55,2,13,111,0,1,66,2,1,2,76,3
550752, Uherské Hradiště, Obec: Staré Město,1 021,680,680,62,2,2,47,0,59,62,6,2,6,0,0,60,0,10,170,0,0,102,2,3,1,78,3
550752, Uherské Hradiště, Obec: Staré Město,1 054,708,708,89,0,1,45,0,46,43,10,2,6,0,1,70,0,13,150,0,0,116,8,1,0,92,3
550752, Uherské Hradiště, Obec: Staré Město,1 039,657,657,59,2,1,37,0,60,46,6,1,14,3,0,51,0,22,188,1,2,76,4,1,0,75,3
592609, Uherské Hradiště, Obec: Starý Hrozenkov,444,"62,10",439,30,1,0,15,0,5,54,3,2,3,0,0,30,0,24,130,0,1,64,1,2,1,72,1
592617, Uherské Hradiště, Obec: Strání,1 088,617,617,40,2,0,23,0,28,45,5,3,4,0,0,20,1,4,120,0,0,243,3,1,0,58,12
592617, Uherské Hradiště, Obec: Strání,841,479,478,12,0,0,32,0,9,48,5,1,6,0,1,21,1,8,79,0,1,178,3,1,0,62,5
592617, Uherské Hradiště, Obec: Strání,987,560,560,36,0,0,54,0,19,51,6,8,6,0,0,27,3,7,133,0,2,107,0,0,0,89,7
592625, Uherské Hradiště, Obec: Stříbrnice,217,"62,18",216,38,1,1,19,0,6,24,2,3,2,1,0,22,0,7,49,0,0,14,2,0,2,21,2
592633, Uherské Hradiště, Obec: Stupava,110,"78,57",103,8,0,0,6,0,4,14,0,4,1,2,0,8,0,2,34,0,0,3,0,0,0,15,2
592641, Uherské Hradiště, Obec: Suchá Loz,592,"67,58",590,8,1,0,31,0,209,31,2,3,3,0,0,20,0,8,134,0,0,77,1,0,0,60,2
592650, Uherské Hradiště, Obec: Sušice,352,"70,12",350,27,0,0,30,1,19,24,9,0,4,0,0,23,0,8,119,1,0,28,3,0,0,51,3
592668, Uherské Hradiště, Obec: Svárov,140,"65,73",139,11,0,0,9,0,13,16,0,2,0,0,0,10,0,3,31,0,0,30,0,0,2,10,2
592676, Uherské Hradiště, Obec: Šumice,700,434,434,29,1,0,25,0,12,28,8,4,4,0,0,36,0,5,115,0,0,111,3,0,0,50,3
592676, Uherské Hradiště, Obec: Šumice,653,435,431,21,1,2,23,0,27,33,6,4,5,3,2,35,1,13,104,0,1,98,5,2,0,42,3
592692, Uherské Hradiště, Obec: Topolná,862,"64,23",857,61,2,0,44,0,61,97,3,6,14,1,1,81,0,11,212,0,0,155,10,2,3,90,3
592706, Uherské Hradiště, Obec: Traplice,584,"61,09",582,44,0,0,49,0,34,61,5,6,11,0,0,38,2,22,172,1,4,58,2,0,1,67,5
592714, Uherské Hradiště, Obec: Tučapy,123,"61,81",121,13,1,1,10,0,8,6,3,0,2,0,0,5,0,5,31,0,0,16,0,0,0,19,1
592722, Uherské Hradiště, Obec: Tupesy,560,"62,36",557,43,0,0,36,0,37,44,7,1,5,4,0,49,0,13,156,1,1,76,2,0,1,77,4
592005, Uherské Hradiště, Obec: Uherské Hradiště,988,658,658,100,0,1,57,0,41,37,19,1,14,0,0,66,0,37,160,0,0,53,4,2,1,59,3
592005, Uherské Hradiště, Obec: Uherské Hradiště,719,514,514,76,0,0,42,0,32,53,4,2,3,0,0,41,1,14,151,1,1,38,7,3,0,42,2
592005, Uherské Hradiště, Obec: Uherské Hradiště,634,365,365,51,0,1,24,1,15,36,2,2,5,0,0,30,2,10,108,0,2,34,1,0,0,35,0
592005, Uherské Hradiště, Obec: Uherské Hradiště,812,509,509,68,1,0,40,0,11,43,8,2,15,0,0,58,0,15,139,0,0,36,4,0,0,64,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,647,400,400,73,3,0,29,0,20,31,6,1,7,0,0,41,0,21,90,0,0,31,0,2,0,42,3
592005, Uherské Hradiště, Obec: Uherské Hradiště,626,422,422,63,1,0,35,0,21,31,7,0,3,0,0,40,0,18,103,0,0,50,1,1,1,42,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,1 571,638,638,108,0,0,51,2,39,51,4,3,10,0,1,74,2,38,141,0,0,43,8,0,0,55,2
592005, Uherské Hradiště, Obec: Uherské Hradiště,851,538,538,99,1,0,41,1,30,41,11,0,7,0,0,57,0,23,123,0,1,31,10,3,0,53,4
592005, Uherské Hradiště, Obec: Uherské Hradiště,793,503,502,61,0,0,78,0,23,53,4,5,11,0,1,39,0,10,117,0,0,45,1,2,0,45,6
592005, Uherské Hradiště, Obec: Uherské Hradiště,754,443,443,45,0,0,41,0,28,53,6,3,9,1,0,37,0,11,118,0,1,34,3,1,1,50,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,767,446,446,53,1,0,34,0,26,39,5,1,6,1,0,54,0,16,120,0,0,33,4,0,0,48,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,866,550,550,61,0,0,56,1,29,46,6,2,5,1,0,51,3,17,167,1,1,40,2,1,2,52,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,733,445,445,81,0,2,43,0,44,24,6,2,7,0,0,41,0,23,89,0,2,41,0,0,0,38,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,823,508,508,51,0,1,56,0,32,55,7,1,9,5,1,44,0,18,142,0,1,34,3,0,0,45,2
592005, Uherské Hradiště, Obec: Uherské Hradiště,824,554,554,68,1,0,31,0,27,56,12,1,16,0,0,63,1,27,146,0,0,57,2,0,1,39,5
592005, Uherské Hradiště, Obec: Uherské Hradiště,1 054,558,557,79,2,0,24,0,30,48,8,3,12,0,0,60,1,16,126,0,0,45,10,0,1,88,0
592005, Uherské Hradiště, Obec: Uherské Hradiště,703,425,425,50,1,0,31,0,32,47,9,3,4,0,1,41,0,14,99,0,1,23,6,2,0,57,3
592005, Uherské Hradiště, Obec: Uherské Hradiště,1 051,606,605,74,1,1,58,0,33,47,15,3,10,2,0,67,0,20,150,0,0,33,2,2,2,74,5
592005, Uherské Hradiště, Obec: Uherské Hradiště,764,541,541,108,2,0,42,0,39,35,3,0,5,0,0,57,2,17,153,0,0,37,11,1,0,27,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,586,381,381,73,0,0,27,0,29,22,13,3,8,0,1,60,0,19,63,1,0,23,2,0,0,31,4
592005, Uherské Hradiště, Obec: Uherské Hradiště,1 297,948,947,191,0,0,69,0,69,43,25,1,11,1,2,124,3,69,179,0,1,62,13,0,1,68,7
592005, Uherské Hradiště, Obec: Uherské Hradiště,894,610,609,124,1,0,30,1,27,49,12,4,9,0,0,75,0,36,148,0,0,50,8,0,0,32,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,693,491,491,73,0,1,29,3,26,22,6,3,16,1,0,64,0,11,113,0,0,70,2,0,0,47,4
592005, Uherské Hradiště, Obec: Uherské Hradiště,882,629,629,96,0,0,36,2,50,30,7,2,10,2,0,41,0,29,145,0,0,112,6,1,2,52,3
592005, Uherské Hradiště, Obec: Uherské Hradiště,467,295,294,47,0,0,14,0,13,21,6,1,2,0,0,28,0,6,76,0,0,32,3,0,0,43,0
592005, Uherské Hradiště, Obec: Uherské Hradiště,1 054,558,557,79,2,0,24,0,30,48,8,3,12,0,0,60,1,16,126,0,0,45,10,0,1,88,0
592005, Uherské Hradiště, Obec: Uherské Hradiště,703,425,425,50,1,0,31,0,32,47,9,3,4,0,1,41,0,14,99,0,1,23,6,2,0,57,3
592005, Uherské Hradiště, Obec: Uherské Hradiště,1 051,606,605,74,1,1,58,0,33,47,15,3,10,2,0,67,0,20,150,0,0,33,2,2,2,74,5
592005, Uherské Hradiště, Obec: Uherské Hradiště,764,541,541,108,2,0,42,0,39,35,3,0,5,0,0,57,2,17,153,0,0,37,11,1,0,27,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,586,381,381,73,0,0,27,0,29,22,13,3,8,0,1,60,0,19,63,1,0,23,2,0,0,31,4
592005, Uherské Hradiště, Obec: Uherské Hradiště,1 297,948,947,191,0,0,69,0,69,43,25,1,11,1,2,124,3,69,179,0,1,62,13,0,1,68,7
592005, Uherské Hradiště, Obec: Uherské Hradiště,894,610,609,124,1,0,30,1,27,49,12,4,9,0,0,75,0,36,148,0,0,50,8,0,0,32,1
592005, Uherské Hradiště, Obec: Uherské Hradiště,693,491,491,73,0,1,29,3,26,22,6,3,16,1,0,64,0,11,113,0,0,70,2,0,0,47,4
592005, Uherské Hradiště, Obec: Uherské Hradiště,882,629,629,96,0,0,36,2,50,30,7,2,10,2,0,41,0,29,145,0,0,112,6,1,2,52,3
592005, Uherské Hradiště, Obec: Uherské Hradiště,467,295,294,47,0,0,14,0,13,21,6,1,2,0,0,28,0,6,76,0,0,32,3,0,0,43,0
592731, Uherské Hradiště, Obec: Uherský Brod,968,638,637,76,0,0,41,0,51,51,5,1,15,2,2,63,0,24,146,0,2,69,11,0,1,73,4
592731, Uherské Hradiště, Obec: Uherský Brod,1 133,782,781,97,0,0,59,0,88,60,16,3,10,2,0,48,1,28,186,0,2,92,2,1,0,83,3
592731, Uherské Hradiště, Obec: Uherský Brod,1 362,664,664,68,2,1,42,0,52,47,9,5,16,0,0,72,1,32,148,1,0,63,8,1,0,91,3
592731, Uherské Hradiště, Obec: Uherský Brod,1 019,661,660,66,1,0,56,1,40,35,8,2,11,1,0,65,1,28,159,0,0,62,6,1,2,110,3
592731, Uherské Hradiště, Obec: Uherský Brod,1 016,678,678,56,0,3,50,0,46,49,4,2,16,0,0,59,0,15,177,1,2,92,8,0,0,93,2
592731, Uherské Hradiště, Obec: Uherský Brod,1 155,735,735,69,1,0,67,0,38,49,10,5,10,1,2,72,0,16,184,0,1,75,6,0,2,118,7
592731, Uherské Hradiště, Obec: Uherský Brod,805,406,405,52,0,1,30,0,21,38,2,4,6,0,0,23,0,14,109,1,2,32,0,0,0,61,5
592731, Uherské Hradiště, Obec: Uherský Brod,946,526,526,38,0,1,39,0,36,38,3,2,7,2,0,47,0,7,149,0,0,52,2,1,0,90,8
592731, Uherské Hradiště, Obec: Uherský Brod,1 013,608,608,39,1,0,59,1,49,43,6,7,6,1,0,56,0,12,157,1,0,68,6,0,0,89,4
592731, Uherské Hradiště, Obec: Uherský Brod,878,554,554,36,0,0,64,0,23,44,3,3,7,0,2,41,0,8,179,1,2,41,8,1,1,82,8
592731, Uherské Hradiště, Obec: Uherský Brod,975,636,636,61,0,0,56,0,33,51,6,5,11,2,1,40,0,15,162,1,0,95,8,0,1,77,7
592731, Uherské Hradiště, Obec: Uherský Brod,758,500,500,38,0,1,30,0,34,29,5,4,3,0,0,36,0,12,125,0,1,103,3,1,1,69,1
592731, Uherské Hradiště, Obec: Uherský Brod,850,589,588,45,0,0,41,0,36,25,7,0,6,0,0,45,0,30,136,0,0,154,6,2,1,48,4
592731, Uherské Hradiště, Obec: Uherský Brod,894,562,562,50,1,0,29,2,30,24,4,2,8,1,1,53,0,8,136,0,0,146,2,0,1,59,2
592749, Uherské Hradiště, Obec: Uherský Ostroh,1 029,583,583,40,0,0,58,0,10,56,10,0,2,1,0,60,1,29,161,0,3,68,5,0,0,69,5
592749, Uherské Hradiště, Obec: Uherský Ostroh,888,543,543,57,0,0,61,0,23,51,3,3,8,1,0,36,0,15,124,1,0,77,1,0,1,66,8
592749, Uherské Hradiště, Obec: Uherský Ostroh,464,279,279,36,1,0,31,0,11,30,5,3,2,0,0,15,0,13,60,0,0,23,0,0,0,46,1
592749, Uherské Hradiště, Obec: Uherský Ostroh,1 215,753,753,53,1,0,91,0,30,39,10,2,11,1,1,75,0,13,201,2,0,106,4,1,1,101,5
592757, Uherské Hradiště, Obec: Újezdec,108,"58,38",108,1,0,1,9,0,1,12,0,0,0,0,0,11,0,2,35,0,1,12,0,0,0,21,2
592773, Uherské Hradiště, Obec: Vápenice,113,"67,26",112,2,0,0,12,0,5,10,1,0,1,0,0,4,0,3,22,0,0,27,1,0,0,24,0
592781, Uherské Hradiště, Obec: Vážany,240,"69,57",234,19,0,0,9,0,19,14,1,2,10,0,0,14,0,6,66,0,0,42,1,0,0,28,3
592790, Uherské Hradiště, Obec: Velehrad,605,"60,93",602,62,1,0,32,0,40,76,1,1,6,0,1,44,2,19,128,0,0,134,4,0,1,48,2
592803, Uherské Hradiště, Obec: Veletiny,332,"72,49",332,48,0,0,20,0,16,35,0,2,2,0,0,17,0,12,54,0,0,67,3,1,2,43,10
592820, Uherské Hradiště, Obec: Vlčnov,1 222,773,772,118,6,0,53,0,51,45,8,4,9,0,1,59,2,28,186,0,2,99,0,1,2,86,6
592820, Uherské Hradiště, Obec: Vlčnov,1 259,845,844,118,0,0,56,3,72,69,13,1,10,0,1,64,0,18,186,1,4,123,3,0,1,95,3
592838, Uherské Hradiště, Obec: Vyškovec,63,"49,22",61,2,0,0,6,1,2,9,3,1,0,0,0,3,0,1,11,0,0,5,0,0,1,16,0
592846, Uherské Hradiště, Obec: Záhorovice,538,"61,28",535,54,2,0,42,0,23,48,9,0,5,1,0,42,0,5,153,0,0,57,4,0,2,81,7
592854, Uherské Hradiště, Obec: Zlámanec,163,"65,20",163,13,0,0,15,0,3,11,5,0,1,0,0,8,0,1,48,0,1,34,2,0,0,17,4
592862, Uherské Hradiště, Obec: Zlechov,834,"61,73",828,78,0,0,57,0,36,77,7,5,7,0,1,80,0,12,276,1,2,94,4,0,0,90,1
592871, Uherské Hradiště, Obec: Žítková,94,"67,14",93,5,0,0,5,0,7,10,1,2,0,0,0,7,0,3,22,0,0,15,2,0,0,13,1
541648, Vsetín, Obec: Branky,455,"59,01",453,25,0,0,18,0,14,42,6,4,4,0,0,51,0,21,156,0,1,37,1,5,0,67,1
541711, Vsetín, Obec: Bystřička,549,"67,44",543,76,2,0,35,1,26,20,10,5,6,0,1,57,1,21,181,0,1,32,1,3,1,61,2
541800, Vsetín, Obec: Dolní Bečva,945,"60,93",942,88,0,0,75,0,37,54,7,7,10,0,2,79,0,29,257,1,1,171,6,1,2,113,2
542644, Vsetín, Obec: Francova Lhota,1 237,714,714,59,0,0,41,0,41,37,10,10,21,1,2,62,0,16,162,1,1,148,2,1,2,87,6
542644, Vsetín, Obec: Francova Lhota,68,47,47,8,0,0,1,0,2,2,0,0,0,0,0,5,0,2,12,0,0,3,0,0,0,11,1
542679, Vsetín, Obec: Halenkov,994,506,506,43,0,0,68,0,12,40,5,6,2,0,1,29,0,15,133,0,1,93,1,0,2,51,0
